file,files,regione,firmatario,tipo_30,tipo_10
03_2406_rta_03_240926144324_4166---Protocollodiintesa.txt,03_2406_rta_03_240926144324_4166---Protocollodiintesa.txt,Lombardia,Associazione Terra Luna,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
12_2406_rta_12_240926140522_4166---4ProtintCAVFRANCARAME-38-41(1).txt,12_2406_rta_12_240926140522_4166---4ProtintCAVFRANCARAME-38-41(1).txt,Lazio,Associazione Tra le Donne,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020.txt,03_2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020.txt,Lombardia,Associazione Tutela la Persona,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
01_2406_rta_01_240904120005_4166---protocollo.txt | 01_2406_rta_01_240904122512_4166---accordoSFD.txt,01_2406_rta_01_240904120005_4166---protocollo.txt | 01_2406_rta_01_240904122512_4166---accordoSFD.txt,Piemonte,Associazione Underground,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
01_2406_rta_01_240904121349_4166---convenzione.txt,01_2406_rta_01_240904121349_4166---convenzione.txt,Piemonte,Associazione Underground OdV,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240920120751_4166---protocollodiintesa.txt,03_2406_rta_03_240920120751_4166---protocollodiintesa.txt,Lombardia,Associazione Valeria di Milano,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240926122707_4166---ProtocolloReteAntiviolenzaconfirme.txt,03_2406_rta_03_240926122707_4166---ProtocolloReteAntiviolenzaconfirme.txt,Lombardia,Associazione Ventunesimodonna di Corsico,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
01_2406_rta_01_240904120005_4166---protocollo.txt | 01_2406_rta_01_240904121349_4166---convenzione.txt | 01_2406_rta_01_240904122512_4166---accordoSFD.txt,01_2406_rta_01_240904120005_4166---protocollo.txt | 01_2406_rta_01_240904121349_4166---convenzione.txt | 01_2406_rta_01_240904122512_4166---accordoSFD.txt,Piemonte,Associazione VocidiDONNE,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
12_2406_rta_12_241008101410_4166---ConvenzioneconUniversitàMERCATORUM.txt,12_2406_rta_12_241008101410_4166---ConvenzioneconUniversitàMERCATORUM.txt,Lazio,Associazione Volontarie Telefono Rosa Frosinone,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
12_2406_rta_12_241004134724_4166---02-ProtocolloconlaProvinciadiFrosinone.txt,12_2406_rta_12_241004134724_4166---02-ProtocolloconlaProvinciadiFrosinone.txt,Lazio,Associazione Volontarie Telefono Rosa Frosinone Regione Lazio ODV,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
12_2406_rta_12_240926134140_4166---Protocollointesa.txt,12_2406_rta_12_240926134140_4166---Protocollointesa.txt,Lazio,Associazione Volontarie Telefono Rosa Frosinone- Regione Lazio ODV,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
12_2406_rta_12_241004135803_4166---03-ConvenzioneTribunaleOrdinariodiFrosinone.txt,12_2406_rta_12_241004135803_4166---03-ConvenzioneTribunaleOrdinariodiFrosinone.txt,Lazio,Associazione Volontarie del Telefono Rosa Frosinone Regione Lazio ODV,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.txt,03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.txt,Lombardia,Associazione Zonta International - Zonta Club Cremona,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
13_2406_rta_13_241122111153_4166---PROTOCOLLOCASTELDISANGROEASL.txt,13_2406_rta_13_241122111153_4166---PROTOCOLLOCASTELDISANGROEASL.txt,Abruzzo,"Associazione di Promozione Sociale ""La Ninfea"" di Sulmona",Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
18_2406_rta_18_240926102407_4166---ProtocollointesaAISM_CentroLanzino_ReteREDCALABRIA_firmadigitale.txt,18_2406_rta_18_240926102407_4166---ProtocollointesaAISM_CentroLanzino_ReteREDCALABRIA_firmadigitale.txt,Calabria,"Associazione di Promozione Sociale Centro contro la violenza alle donne ""Roberta Lanzino"" APS",Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
12_2406_rta_12_241004090846_4166---3protCAVPAOLALATTESgenitoriperlascuola(1).txt,12_2406_rta_12_241004090846_4166---3protCAVPAOLALATTESgenitoriperlascuola(1).txt,Lazio,Associazione di Promozione Sociale Genitori x la Scuola - APS,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240926144324_4166---Protocollodiintesa.txt,03_2406_rta_03_240926144324_4166---Protocollodiintesa.txt,Lombardia,Associazione di Promozione Sociale White Mathilda,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
13_2406_rta_13_241122111153_4166---PROTOCOLLOCASTELDISANGROEASL.txt,13_2406_rta_13_241122111153_4166---PROTOCOLLOCASTELDISANGROEASL.txt,Abruzzo,"Associazione di promozione sociale ""La Ninfea"" Onlus",Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
12_2406_rta_12_241008150836_4166---2.prot.txt,12_2406_rta_12_241008150836_4166---2.prot.txt,Lazio,Associazione di promozione sociale DOMUS ASF,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
13_2406_rta_13_241122103901_4166---Protocollirete_ortonaelancianoCAVdonn.ÿ.txt | 13_2406_rta_13_241122104158_4166---Protocollirete_ortonaelancianoCAVdonn.ÿ.txt | 13_2406_rta_13_241122104428_4166---Protocollorete_ortonaCAVconsultoriodiocesano.txt,13_2406_rta_13_241122103901_4166---Protocollirete_ortonaelancianoCAVdonn.ÿ.txt | 13_2406_rta_13_241122104158_4166---Protocollirete_ortonaelancianoCAVdonn.ÿ.txt | 13_2406_rta_13_241122104428_4166---Protocollorete_ortonaCAVconsultoriodiocesano.txt,Abruzzo,Associazione di promozione sociale Donn.e,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240923102947_4166---ProtSOTTOSCRITTO_ReteAntiviolenzaPiuIntegrazioneAprile2024(1).txt,03_2406_rta_03_240923102947_4166---ProtSOTTOSCRITTO_ReteAntiviolenzaPiuIntegrazioneAprile2024(1).txt,Lombardia,Associazione di promozione sociale Metafamiglia,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
16_2406_rta_16_250410122122_4166---Protocollo_Viola.txt,16_2406_rta_16_250410122122_4166---Protocollo_Viola.txt,Puglia,Associazione di volontariato ViOLA Dauna,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
12_2406_rta_12_241008103723_4166---17-ConvenzioneconilLiceoScientificoeLinguisticoCECCANO.txt | 12_2406_rta_12_241008104436_4166---18-ConvenzioneconilLiceoScientificoelinguisticoMartinoFileticodiFERENTINO.txt,12_2406_rta_12_241008103723_4166---17-ConvenzioneconilLiceoScientificoeLinguisticoCECCANO.txt | 12_2406_rta_12_241008104436_4166---18-ConvenzioneconilLiceoScientificoelinguisticoMartinoFileticodiFERENTINO.txt,Lazio,Associazione volontarie Telefono Rosa Frosinone Regione Lazio ODV - Centro di Orientamento per le Donne,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
09_LUCCA PROV.txt,09_LUCCA PROV.txt,Toscana,Associazioni del Terzo Settore,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240920120751_4166---protocollodiintesa.txt,03_2406_rta_03_240920120751_4166---protocollodiintesa.txt,Lombardia,Auser Ticino Olona di Legnano,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
12_2406_rta_12_240926134140_4166---Protocollointesa.txt,12_2406_rta_12_240926134140_4166---Protocollointesa.txt,Lazio,Auser del Frusinate,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
12_2406_rta_12_241003111748_4166---ACCORDOMUNICIPIOROMAVeDIPPARIOPPROMACAPITALE_DD.txt,12_2406_rta_12_241003111748_4166---ACCORDOMUNICIPIOROMAVeDIPPARIOPPROMACAPITALE_DD.txt,Lazio,Be Free,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
12_2406_rta_12_241004113215_4166---Protocollod'intesaP.L.Cerveteri-BeFree.txt | 12_2406_rta_12_241008150836_4166---2.prot.txt | 12_2406_rta_12_241008151247_4166---3.prot.txt,12_2406_rta_12_241004113215_4166---Protocollod'intesaP.L.Cerveteri-BeFree.txt | 12_2406_rta_12_241008150836_4166---2.prot.txt | 12_2406_rta_12_241008151247_4166---3.prot.txt,Lazio,Be Free Società Cooperativa Sociale,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240923101524_4166---PROTOCOLLO_DI_INTESA_versione_DEFINITIVA2021.stamped.txt,03_2406_rta_03_240923101524_4166---PROTOCOLLO_DI_INTESA_versione_DEFINITIVA2021.stamped.txt,Lombardia,Butterfly Società Cooperativa Sociale,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
13_2406_rta_13_241122115416_4166---PROTOCOLLOPESCARA.txt,13_2406_rta_13_241122115416_4166---PROTOCOLLOPESCARA.txt,Abruzzo,C.L.F. Provinciale Pescara APS,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.txt,03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.txt,Lombardia,C.T.A.-Centro di Terapia dell'Adolescenza SCRL Onlus,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
13_2406_rta_13_241122115416_4166---PROTOCOLLOPESCARA.txt,13_2406_rta_13_241122115416_4166---PROTOCOLLOPESCARA.txt,Abruzzo,CAMBIAMENTI APS,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.txt,03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.txt,Lombardia,CIF,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.txt,03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.txt,Lombardia,CIVITAS,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.txt,03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.txt,Lombardia,COOPERATIVA SOCIALE FRATERNITA' IMPRONTA,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.txt,03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.txt,Lombardia,COOPERATIVA SOCIALE LA VELA,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.txt,03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.txt,Lombardia,COSPER Società Cooperativa Sociale Impresa Sociale,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240923101524_4166---PROTOCOLLO_DI_INTESA_versione_DEFINITIVA2021.stamped.txt,03_2406_rta_03_240923101524_4166---PROTOCOLLO_DI_INTESA_versione_DEFINITIVA2021.stamped.txt,Lombardia,CSI - Centro Sportivo Italiano,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240923101524_4166---PROTOCOLLO_DI_INTESA_versione_DEFINITIVA2021.stamped.txt,03_2406_rta_03_240923101524_4166---PROTOCOLLO_DI_INTESA_versione_DEFINITIVA2021.stamped.txt,Lombardia,CSV - Centro Servizi Volontariato,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
13_2406_rta_13_241122101856_4166---Protocollodirete_AlphaGuardiagrele.txt | 13_2406_rta_13_241122105540_4166---protocollodirete_vastodonnattiva.txt,13_2406_rta_13_241122101856_4166---Protocollodirete_AlphaGuardiagrele.txt | 13_2406_rta_13_241122105540_4166---protocollodirete_vastodonnattiva.txt,Abruzzo,Caritas Diocesana,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
13_2406_rta_13_241122101856_4166---Protocollodirete_AlphaGuardiagrele.txt,13_2406_rta_13_241122101856_4166---Protocollodirete_AlphaGuardiagrele.txt,Abruzzo,Caritas Diocesana di Chieti,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
06_2406_rta_06_240916164102_4166---protocollopordenoneprefettura.txt,06_2406_rta_06_240916164102_4166---protocollopordenoneprefettura.txt,Friuli-Venezia Giulia,Caritas Diocesi Concordia- Pordenone,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240926144324_4166---Protocollodiintesa.txt,03_2406_rta_03_240926144324_4166---Protocollodiintesa.txt,Lombardia,Caritas cittadina - Associazione Briciole di pane - Charity Rho - ODV,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
06_2406_rta_06_240916164102_4166---protocollopordenoneprefettura.txt,06_2406_rta_06_240916164102_4166---protocollopordenoneprefettura.txt,Friuli-Venezia Giulia,Caritas della Diocesi Concordia ~ Pordenone,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.txt,03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.txt,Lombardia,Ce.A.S. Onlus - Centro Ambrosiano di Solidarieta,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
12_2406_rta_12_240926133329_4166---ProtInt2CAVFRANCARAME-18-20(1).txt,12_2406_rta_12_240926133329_4166---ProtInt2CAVFRANCARAME-18-20(1).txt,Lazio,Centro Astalli per l'assistenza agli immigrati ODV,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
12_2406_rta_12_241004113737_4166---AccordodicollaborazioneArteinsieme.txt,12_2406_rta_12_241004113737_4166---AccordodicollaborazioneArteinsieme.txt,Lazio,Centro Donna Lilith Aps,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.txt,03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.txt,Lombardia,Centro di Aiuto alla Vita ONLUS-Melzo,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.txt,03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.txt,Lombardia,Centro di Terapia dell'Adolescenza,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.txt,03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.txt,Lombardia,"Circolo Acli ""A. Grandi"" Melzo",Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
05_2406_rta_05_240916131522_4166---protocolloaggiornamento2023.txt,05_2406_rta_05_240916131522_4166---protocolloaggiornamento2023.txt,Trento,Comitato Donne XXV aprile,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
13_2406_rta_13_241122101856_4166---Protocollodirete_AlphaGuardiagrele.txt,13_2406_rta_13_241122101856_4166---Protocollodirete_AlphaGuardiagrele.txt,Abruzzo,Comunita Papa Giovanni XXIII,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240926144324_4166---Protocollodiintesa.txt,03_2406_rta_03_240926144324_4166---Protocollodiintesa.txt,Lombardia,Consorzio SIR - Società Cooperativa Sociale Onlus,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
01_2406_rta_01_240920112211_4166---367772-4-Protocollo_intesa_Completo.txt,01_2406_rta_01_240920112211_4166---367772-4-Protocollo_intesa_Completo.txt,Piemonte,Coop. Fiordaliso Soc. Coop. Sociale Onlus,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240920120751_4166---protocollodiintesa.txt,03_2406_rta_03_240920120751_4166---protocollodiintesa.txt,Lombardia,Coop. Soc. A Stefano Casati Onlus di Abbiategrasso,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.txt,03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.txt,Lombardia,Coop. Soc. Il Cerchio,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.txt,03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.txt,Lombardia,Coop. Soc. Koala,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.txt,03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.txt,Lombardia,Coop. Soc. Nazareth,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.txt,03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.txt,Lombardia,Coop. Soc. Rinnovamento,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
13_2406_rta_13_241122103901_4166---Protocollirete_ortonaelancianoCAVdonn.ÿ.txt | 13_2406_rta_13_241122104158_4166---Protocollirete_ortonaelancianoCAVdonn.ÿ.txt | 13_2406_rta_13_241122104842_4166---Protocollodirete_DAFNE.txt,13_2406_rta_13_241122103901_4166---Protocollirete_ortonaelancianoCAVdonn.ÿ.txt | 13_2406_rta_13_241122104158_4166---Protocollirete_ortonaelancianoCAVdonn.ÿ.txt | 13_2406_rta_13_241122104842_4166---Protocollodirete_DAFNE.txt,Abruzzo,"Cooperativa ""ICSole",Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
12_2406_rta_12_240926114327_4166---1AccordoPonteDonnaAliceNova.txt,12_2406_rta_12_240926114327_4166---1AccordoPonteDonnaAliceNova.txt,Lazio,Cooperativa Alicenova,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240926144324_4166---Protocollodiintesa.txt,03_2406_rta_03_240926144324_4166---Protocollodiintesa.txt,Lombardia,Cooperativa Dialogica,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240920124656_4166---ProtocolloantiviolenzaDEFINITIVO(1).txt,03_2406_rta_03_240920124656_4166---ProtocolloantiviolenzaDEFINITIVO(1).txt,Lombardia,Cooperativa Generazioni FA,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240923101524_4166---PROTOCOLLO_DI_INTESA_versione_DEFINITIVA2021.stamped.txt | 03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.txt,03_2406_rta_03_240923101524_4166---PROTOCOLLO_DI_INTESA_versione_DEFINITIVA2021.stamped.txt | 03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.txt,Lombardia,Cooperativa Il Mosaico,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240926144324_4166---Protocollodiintesa.txt,03_2406_rta_03_240926144324_4166---Protocollodiintesa.txt,Lombardia,Cooperativa La Fucina - Onlus,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240923102947_4166---ProtSOTTOSCRITTO_ReteAntiviolenzaPiuIntegrazioneAprile2024(1).txt | 03_2406_rta_03_240923103647_4166---protocolloreteantiviolenzacinisello2019(1).txt,03_2406_rta_03_240923102947_4166---ProtSOTTOSCRITTO_ReteAntiviolenzaPiuIntegrazioneAprile2024(1).txt | 03_2406_rta_03_240923103647_4166---protocolloreteantiviolenzacinisello2019(1).txt,Lombardia,Cooperativa Lotta Contro l'Emarginazione,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240918153240_4166---Protocollod'intesaperl'IstituzionediunSistemaTerritorialeAntiviolenzainReteconAddendumSindacati.txt,03_2406_rta_03_240918153240_4166---Protocollod'intesaperl'IstituzionediunSistemaTerritorialeAntiviolenzainReteconAddendumSindacati.txt,Lombardia,Cooperativa Omnia Language Società Cooperativa Sociale,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
13_2406_rta_13_241122115416_4166---PROTOCOLLOPESCARA.txt,13_2406_rta_13_241122115416_4166---PROTOCOLLOPESCARA.txt,Abruzzo,Cooperativa Orizzonte,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Marche,Cooperativa Polo 9,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240923101524_4166---PROTOCOLLO_DI_INTESA_versione_DEFINITIVA2021.stamped.txt,03_2406_rta_03_240923101524_4166---PROTOCOLLO_DI_INTESA_versione_DEFINITIVA2021.stamped.txt,Lombardia,Cooperativa Rinnovamento,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
12_2406_rta_12_241002110904_4166---5protCAVSAPIENZA-RUOTALIBERACOOPERATIVASOCIALE.txt,12_2406_rta_12_241002110904_4166---5protCAVSAPIENZA-RUOTALIBERACOOPERATIVASOCIALE.txt,Lazio,Cooperativa Ruotalibera Coop. Soc. Onlus,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
05_2406_rta_05_240919114041_4166---protocollounicorevisionato2024.txt,05_2406_rta_05_240919114041_4166---protocollounicorevisionato2024.txt,Veneto,Cooperativa Samarcanda,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
05_2406_rta_05_240917141534_4166---protocollodiretefirmato.txt,05_2406_rta_05_240917141534_4166---protocollodiretefirmato.txt,Veneto,"Cooperativa Sociale ""Una Casa per l'Uomo",Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240920120751_4166---protocollodiintesa.txt,03_2406_rta_03_240920120751_4166---protocollodiintesa.txt,Lombardia,Cooperativa Sociale Anfibia di Nerviano,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
12_2406_rta_12_241009125640_4166---7.accordo.txt,12_2406_rta_12_241009125640_4166---7.accordo.txt,Lazio,Cooperativa Sociale BeFree,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
13_2406_rta_13_241122110421_4166---PROTOCOLLOOPERATIVO.txt,13_2406_rta_13_241122110421_4166---PROTOCOLLOOPERATIVO.txt,Abruzzo,Cooperativa Sociale Horizon Service,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
05_2406_rta_05_240917141534_4166---protocollodiretefirmato.txt,05_2406_rta_05_240917141534_4166---protocollodiretefirmato.txt,Veneto,Cooperativa Sociale Iside,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
12_2406_rta_12_241004100148_4166---910protCAVPAOLALATTESCooperativaSocialeLineaSociale-Onlus(1).txt,12_2406_rta_12_241004100148_4166---910protCAVPAOLALATTESCooperativaSocialeLineaSociale-Onlus(1).txt,Lazio,Cooperativa Sociale LINEA SOCIALE - Onlus,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
13_2406_rta_13_241122110421_4166---PROTOCOLLOOPERATIVO.txt,13_2406_rta_13_241122110421_4166---PROTOCOLLOOPERATIVO.txt,Abruzzo,Cooperativa Sociale Leonardo,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240920124656_4166---ProtocolloantiviolenzaDEFINITIVO(1).txt | 03_2406_rta_03_240926114940_4166---ProtocollodiintesaeAllegatoTecnico_SOTTOSCRITTO.txt,03_2406_rta_03_240920124656_4166---ProtocolloantiviolenzaDEFINITIVO(1).txt | 03_2406_rta_03_240926114940_4166---ProtocollodiintesaeAllegatoTecnico_SOTTOSCRITTO.txt,Lombardia,Cooperativa Sociale SIRIO,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240926144324_4166---Protocollodiintesa.txt,03_2406_rta_03_240926144324_4166---Protocollodiintesa.txt,Lombardia,Cooperativa Stripes,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.txt,03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.txt,Lombardia,Cooperativa sociale AERIS a.r.l,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
16_bari_protocollo operativo Grumo_EMI.txt,16_bari_protocollo operativo Grumo_EMI.txt,Puglia,Cooperativa sociale Comunita S. Francesco,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
12_2406_rta_12_241003111748_4166---ACCORDOMUNICIPIOROMAVeDIPPARIOPPROMACAPITALE_DD.txt,12_2406_rta_12_241003111748_4166---ACCORDOMUNICIPIOROMAVeDIPPARIOPPROMACAPITALE_DD.txt,Lazio,Coordinamento Sociale Onlus AN,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
06_2406_rta_06_240916164258_4166---Protocolloviolenzadomesticaedigenere_30.09.2019.txt,06_2406_rta_06_240916164258_4166---Protocolloviolenzadomesticaedigenere_30.09.2019.txt,Friuli-Venezia Giulia,Croce Rossa Italiana - Comitato di Gorizia,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
03_2406_rta_03_240926144324_4166---Protocollodiintesa.txt,03_2406_rta_03_240926144324_4166---Protocollodiintesa.txt,Lombardia,Croce Rossa Italiana Comitato Paderno Dugnano ODV,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
12_2406_rta_12_241002114038_4166---1protCAVTITANO-8-10DidascoSoc.Coop.Soc.txt,12_2406_rta_12_241002114038_4166---1protCAVTITANO-8-10DidascoSoc.Coop.Soc.txt,Lazio,DEDASCO Cooperativa Sociale,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
12_2406_rta_12_240927093424_4166---ProtVMunMerlin.txt,12_2406_rta_12_240927093424_4166---ProtVMunMerlin.txt,Lazio,DIFFERENZA DONNA,Ente terzo settore - ETS (iscritto al RUNTS)[1],associazionismo
