chiave,record_id,file,regione_codice,regione_finale,provincia_finale,comune_finale,nome_originale,nome_canonico,nome_norm_stat,tipo_originale,tipo_standard,macro_categoria,fonte_territorializzazione,stato_osservazione,ruoli_documentali,ruolo_attore,ruolo_firmatario,ruolo_proponente,ente_capofila,note,cf,codice_soggetti_questionari,denominazione_soggetti_questionari,codice_aggregazione_2,descrizione_aggregazione_2
CISL||Sindacati/Associazioni di categoria||||Lombardia,025_0018,03_2406_rta_03_240918153156_4166---Protocollo_d'Intesa_Rete_Mantova.prot.txt,03,Lombardia,,,CISL,CISL,CISL,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo e ordini,nome,valido_localizzato,firmatario|soggetto_proponente|attore,1,1,1,,,,27,Sindacati/Associazioni di categoria,8,associazionismo
CISL||Sindacati/Associazioni di categoria||||Lombardia,027_0020,03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.txt,03,Lombardia,,,CISL,CISL,CISL,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo e ordini,nome,valido_localizzato,firmatario|attore,1,1,0,,,,27,Sindacati/Associazioni di categoria,8,associazionismo
CISL||Sindacati/Associazioni di categoria||||Lombardia,031_0062,03_2406_rta_03_240923101524_4166---PROTOCOLLO_DI_INTESA_versione_DEFINITIVA2021.stamped.txt,03,Lombardia,,,CISL,CISL,CISL,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo e ordini,nome,valido_localizzato,firmatario|attore,1,1,0,,,,27,Sindacati/Associazioni di categoria,8,associazionismo
CISL||Sindacati/Associazioni di categoria||||Lombardia,033_0050,03_2406_rta_03_240923103647_4166---protocolloreteantiviolenzacinisello2019(1).txt,03,Lombardia,,,CISL,CISL,CISL,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo e ordini,nome,valido_localizzato,attore,1,0,0,,,,27,Sindacati/Associazioni di categoria,8,associazionismo
CISL||Sindacati/Associazioni di categoria||||Lombardia,038_0019,03_2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020.txt,03,Lombardia,,,Cisl,Cisl,CISL,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo e ordini,nome,valido_localizzato,firmatario|attore,1,1,0,,firmatario,,27,Sindacati/Associazioni di categoria,8,associazionismo
CISL||Sindacati/Associazioni di categoria||||Lombardia,046_0024,03_2406_rta_03_240926122051_4166---Protocollomonz.txt,03,Lombardia,,,CISL,CISL,CISL,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo e ordini,nome,valido_localizzato,firmatario|attore,1,1,0,,Firmatario del protocollo,,27,Sindacati/Associazioni di categoria,8,associazionismo
CONSULTORI||ASL (consultori familiari e altri servizi territoriali)||||Lombardia,025_0032,03_2406_rta_03_240918153156_4166---Protocollo_d'Intesa_Rete_Mantova.prot.txt,03,Lombardia,,,Consultori,Consultori,CONSULTORI,ASL (consultori familiari e altri servizi territoriali),ASL (consultori familiari e altri servizi territoriali),Settore sanitario,nome,valido_localizzato,attore,1,0,0,,,,12,ASL (consultori familiari e altri servizi territoriali),4,settore sanitario
CONSULTORI||ASL (consultori familiari e altri servizi territoriali)||||Lombardia,038_0036,03_2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020.txt,03,Lombardia,,,Consultori,Consultori,CONSULTORI,ASL (consultori familiari e altri servizi territoriali),ASL (consultori familiari e altri servizi territoriali),Settore sanitario,nome,valido_localizzato,attore,1,0,0,,partecipazione ai tavoli tecnici sanitari,,12,ASL (consultori familiari e altri servizi territoriali),4,settore sanitario
FORZE DELL'ORDINE||Carabinieri/Polizia/altre forze dell'ordine||||Lombardia,025_0033,03_2406_rta_03_240918153156_4166---Protocollo_d'Intesa_Rete_Mantova.prot.txt,03,Lombardia,,,Forze dell'Ordine,Forze dell'ordine,FORZE DELL'ORDINE,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,nome,generico,attore,1,0,0,,,,15,Carabinieri/Polizia/altre forze dell'ordine,2,Settore giudiziario
FORZE DELL'ORDINE||Carabinieri/Polizia/altre forze dell'ordine||||Lombardia,029_0050,03_2406_rta_03_240920120751_4166---protocollodiintesa.txt,03,Lombardia,,,Forze dell'Ordine,Forze dell'ordine,FORZE DELL'ORDINE,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,nome,generico,attore,1,0,0,,,,15,Carabinieri/Polizia/altre forze dell'ordine,2,Settore giudiziario
FORZE DELL'ORDINE||Carabinieri/Polizia/altre forze dell'ordine||||Lombardia,035_0019,03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.txt,03,Lombardia,,,Forze dell’Ordine,Forze dell'ordine,FORZE DELL'ORDINE,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,nome,generico,attore,1,0,0,,"include Polizia di Stato, Arma dei Carabinieri e Guardia di Finanza",,15,Carabinieri/Polizia/altre forze dell'ordine,2,Settore giudiziario
FORZE DELL'ORDINE||Carabinieri/Polizia/altre forze dell'ordine||||Lombardia,038_0030,03_2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020.txt,03,Lombardia,,,Forze dell'Ordine,Forze dell'ordine,FORZE DELL'ORDINE,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,nome,generico,attore,1,0,0,,soggetto firmatario; ruolo nella rete per azioni di polizia e formazione,,15,Carabinieri/Polizia/altre forze dell'ordine,2,Settore giudiziario
FORZE DELL'ORDINE||Carabinieri/Polizia/altre forze dell'ordine||||Lombardia,039_0042,"03_2406_rta_03_240923164603_4166---ProtocolloreteantiviolenzaBusto,Gallarate,Saronno,SommaLombardo-2024.txt",03,Lombardia,,,Forze dell’Ordine,Forze dell'ordine,FORZE DELL'ORDINE,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,nome,generico,attore,1,0,0,,"Coinvoltimento in tavoli, percorsi d'intervento, formazione",,15,Carabinieri/Polizia/altre forze dell'ordine,2,Settore giudiziario
AGENZIA DI TUTELA DELLA SALUTE (ATS) DELLA BRIANZA||ASL (consultori familiari e altri servizi territoriali)||||Lombardia,026_0018,03_2406_rta_03_240918153240_4166---Protocollod'intesaperl'IstituzionediunSistemaTerritorialeAntiviolenzainReteconAddendumSindacati.txt,03,Lombardia,,,Agenzia di Tutela della Salute (ATS) della Brianza,Agenzia di Tutela della Salute (ATS) della Brianza,AGENZIA DI TUTELA DELLA SALUTE (ATS) DELLA BRIANZA,ASL (consultori familiari e altri servizi territoriali),ASL (consultori familiari e altri servizi territoriali),Settore sanitario,nome,valido_localizzato,firmatario|attore,1,1,0,,"Promuove e divulga politiche e interventi, partecipa come nodo della Rete",,12,ASL (consultori familiari e altri servizi territoriali),4,settore sanitario
AGENZIA DI TUTELA DELLA SALUTE (ATS) DELLA BRIANZA||ASL (consultori familiari e altri servizi territoriali)||||Lombardia,046_0008,03_2406_rta_03_240926122051_4166---Protocollomonz.txt,03,Lombardia,,,AGENZIA DI TUTELA DELLA SALUTE (ATS) DELLA BRIANZA,AGENZIA DI TUTELA DELLA SALUTE (ATS) DELLA BRIANZA,AGENZIA DI TUTELA DELLA SALUTE (ATS) DELLA BRIANZA,ASL (consultori familiari e altri servizi territoriali),ASL (consultori familiari e altri servizi territoriali),Settore sanitario,nome,valido_localizzato,firmatario|attore,1,1,0,,Firmatario del protocollo,,12,ASL (consultori familiari e altri servizi territoriali),4,settore sanitario
CENTRO RISORSE DONNE||Altro||||Lombardia,026_0026,03_2406_rta_03_240918153240_4166---Protocollod'intesaperl'IstituzionediunSistemaTerritorialeAntiviolenzainReteconAddendumSindacati.txt,03,Lombardia,,,Centro Risorse Donne,Centro Risorse Donne,CENTRO RISORSE DONNE,Altro,Altro,Altro,nome,valido_localizzato,attore,1,0,0,,"Politiche attive di ricerca del lavoro, servizi connessi alle pari opportunità",,30,Altro,9,altro
CENTRO RISORSE DONNE||Altro||||Lombardia,026_0038,03_2406_rta_03_240918153240_4166---Protocollod'intesaperl'IstituzionediunSistemaTerritorialeAntiviolenzainReteconAddendumSindacati.txt,03,Lombardia,,,Centro Risorse Donne,Centro Risorse Donne,CENTRO RISORSE DONNE,Altro,Altro,Altro,nome,valido_localizzato,attore,1,0,0,,Collabora all'accompagnamento lavorativo,,30,Altro,9,altro
UFFICIO SCOLASTICO TERRITORIALE||Scuole/Ufficio scolastico provinciale e regionale||||Lombardia,026_0029,03_2406_rta_03_240918153240_4166---Protocollod'intesaperl'IstituzionediunSistemaTerritorialeAntiviolenzainReteconAddendumSindacati.txt,03,Lombardia,,,Ufficio Scolastico Territoriale,Ufficio Scolastico Territoriale,UFFICIO SCOLASTICO TERRITORIALE,Scuole/Ufficio scolastico provinciale e regionale,Scuole/Ufficio scolastico provinciale e regionale,Settore educativo,nome,valido_localizzato,attore,1,0,0,,"Partecipa a incontri, promuove formazione, informa la rete",,16,Scuole/Ufficio scolastico provinciale e regionale,7,Settore Educativo
UFFICIO SCOLASTICO TERRITORIALE||Scuole/Ufficio scolastico provinciale e regionale||||Lombardia,029_0023,03_2406_rta_03_240920120751_4166---protocollodiintesa.txt,03,Lombardia,,,Ufficio Scolastico Territoriale,Ufficio Scolastico Territoriale,UFFICIO SCOLASTICO TERRITORIALE,Scuole/Ufficio scolastico provinciale e regionale,Scuole/Ufficio scolastico provinciale e regionale,Settore educativo,nome,valido_localizzato,firmatario|attore,1,1,0,,,,16,Scuole/Ufficio scolastico provinciale e regionale,7,Settore Educativo
UFFICIO SCOLASTICO TERRITORIALE||Scuole/Ufficio scolastico provinciale e regionale||||Lombardia,034_0047,03_2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023.txt,03,Lombardia,,,Ufficio Scolastico Territoriale,Ufficio Scolastico Territoriale,UFFICIO SCOLASTICO TERRITORIALE,Scuole/Ufficio scolastico provinciale e regionale,Scuole/Ufficio scolastico provinciale e regionale,Settore educativo,nome,valido_localizzato,firmatario|attore,1,1,0,,,,16,Scuole/Ufficio scolastico provinciale e regionale,7,Settore Educativo
CENTRO PER L'IMPIEGO DELLA PROVINCIA||Servizi per l'impiego||||Lombardia,026_0037,03_2406_rta_03_240918153240_4166---Protocollod'intesaperl'IstituzionediunSistemaTerritorialeAntiviolenzainReteconAddendumSindacati.txt,03,Lombardia,,,Centro per l’Impiego della Provincia,Centro per l'Impiego della Provincia,CENTRO PER L'IMPIEGO DELLA PROVINCIA,Servizi per l'impiego,Servizi per l'impiego,Territorio,nome,valido_localizzato,attore,1,0,0,,Collabora al reinserimento lavorativo,,26,Servizi per l'impiego,6,Territorio
CENTRO PER L'IMPIEGO DELLA PROVINCIA||Servizi per l'impiego||||Lombardia,026_0039,03_2406_rta_03_240918153240_4166---Protocollod'intesaperl'IstituzionediunSistemaTerritorialeAntiviolenzainReteconAddendumSindacati.txt,03,Lombardia,,,Centro per l’Impiego della Provincia,Centro per l'Impiego della Provincia,CENTRO PER L'IMPIEGO DELLA PROVINCIA,Servizi per l'impiego,Servizi per l'impiego,Territorio,nome,valido_localizzato,attore,1,0,0,,Vedi sopra,,26,Servizi per l'impiego,6,Territorio
CONSIGLIERA PROVINCIALE DI PARITA||Organismi di parità||||Lombardia,027_0010,03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.txt,03,Lombardia,,,Consigliera Provinciale di Parita,Consigliera Provinciale di Parità,CONSIGLIERA PROVINCIALE DI PARITA,Organismi di parità,Organismi di parità,Altro,nome,valido_localizzato,firmatario|attore,1,1,0,,,,23,Organismi di parità,6,Territorio
CONSIGLIERA PROVINCIALE DI PARITA||Organismi di parità||||Lombardia,032_0007,03_2406_rta_03_240923102947_4166---ProtSOTTOSCRITTO_ReteAntiviolenzaPiuIntegrazioneAprile2024(1).txt,03,Lombardia,,,Consigliera provinciale di parita,Consigliera provinciale di Parità,CONSIGLIERA PROVINCIALE DI PARITA,Organismi di parità,Organismi di parità,Altro,nome,valido_localizzato,firmatario|attore,1,1,0,,,,23,Organismi di parità,6,Territorio
CGIL||Sindacati/Associazioni di categoria||||Lombardia,027_0019,03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.txt,03,Lombardia,,,CGIL,CGIL,CGIL,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo e ordini,nome,valido_localizzato,firmatario|attore,1,1,0,,,,27,Sindacati/Associazioni di categoria,8,associazionismo
CGIL||Sindacati/Associazioni di categoria||||Lombardia,031_0061,03_2406_rta_03_240923101524_4166---PROTOCOLLO_DI_INTESA_versione_DEFINITIVA2021.stamped.txt,03,Lombardia,,,CGIL,CGIL,CGIL,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo e ordini,nome,valido_localizzato,firmatario|attore,1,1,0,,,,27,Sindacati/Associazioni di categoria,8,associazionismo
CGIL||Sindacati/Associazioni di categoria||||Lombardia,033_0049,03_2406_rta_03_240923103647_4166---protocolloreteantiviolenzacinisello2019(1).txt,03,Lombardia,,,CGIL,CGIL,CGIL,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo e ordini,nome,valido_localizzato,attore,1,0,0,,,,27,Sindacati/Associazioni di categoria,8,associazionismo
CGIL||Sindacati/Associazioni di categoria||||Lombardia,038_0018,03_2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020.txt,03,Lombardia,,,Cgil,Cgil,CGIL,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo e ordini,nome,valido_localizzato,firmatario|attore,1,1,0,,firmatario,,27,Sindacati/Associazioni di categoria,8,associazionismo
CGIL||Sindacati/Associazioni di categoria||||Lombardia,046_0023,03_2406_rta_03_240926122051_4166---Protocollomonz.txt,03,Lombardia,,,CGIL,CGIL,CGIL,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo e ordini,nome,valido_localizzato,firmatario|attore,1,1,0,,Firmatario del protocollo,,27,Sindacati/Associazioni di categoria,8,associazionismo
UIL||Sindacati/Associazioni di categoria||||Lombardia,027_0021,03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.txt,03,Lombardia,,,UIL,UIL,UIL,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo e ordini,nome,valido_localizzato,firmatario|attore,1,1,0,,,,27,Sindacati/Associazioni di categoria,8,associazionismo
UIL||Sindacati/Associazioni di categoria||||Lombardia,031_0063,03_2406_rta_03_240923101524_4166---PROTOCOLLO_DI_INTESA_versione_DEFINITIVA2021.stamped.txt,03,Lombardia,,,UIL,UIL,UIL,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo e ordini,nome,valido_localizzato,firmatario|attore,1,1,0,,,,27,Sindacati/Associazioni di categoria,8,associazionismo
UIL||Sindacati/Associazioni di categoria||||Lombardia,033_0051,03_2406_rta_03_240923103647_4166---protocolloreteantiviolenzacinisello2019(1).txt,03,Lombardia,,,UIL,UIL,UIL,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo e ordini,nome,valido_localizzato,attore,1,0,0,,,,27,Sindacati/Associazioni di categoria,8,associazionismo
UIL||Sindacati/Associazioni di categoria||||Lombardia,038_0020,03_2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020.txt,03,Lombardia,,,Uil,Uil,UIL,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo e ordini,nome,valido_localizzato,firmatario|attore,1,1,0,,firmatario,,27,Sindacati/Associazioni di categoria,8,associazionismo
UIL||Sindacati/Associazioni di categoria||||Lombardia,046_0025,03_2406_rta_03_240926122051_4166---Protocollomonz.txt,03,Lombardia,,,UIL,UIL,UIL,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo e ordini,nome,valido_localizzato,firmatario|attore,1,1,0,,Firmatario del protocollo,,27,Sindacati/Associazioni di categoria,8,associazionismo
PREFETTURA DI MILANO||Prefettura||Milano||Lombardia,028_0020,03_2406_rta_03_240920093134_4166---Protocollo_Intesa_Rete_Antiviolenza_SudEstMilano_Paullese_2021-2023.txt,03,Lombardia,Milano,Milano,Prefettura di Milano,Prefettura di Milano,PREFETTURA DI MILANO,Prefettura,Prefettura,Settore giudiziario,json,valido_localizzato,firmatario|attore,1,1,0,,,,13,Prefettura,2,Settore giudiziario
PREFETTURA DI MILANO||Prefettura||Milano||Lombardia,033_0009,03_2406_rta_03_240923103647_4166---protocolloreteantiviolenzacinisello2019(1).txt,03,Lombardia,Milano,Milano,Prefettura di Milano,Prefettura di Milano,PREFETTURA DI MILANO,Prefettura,Prefettura,Settore giudiziario,json,valido_localizzato,attore,1,0,0,,,,13,Prefettura,2,Settore giudiziario
PREFETTURA DI MILANO||Prefettura||Milano||Lombardia,034_0036,03_2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023.txt,03,Lombardia,Milano,Milano,Prefettura di Milano,Prefettura di Milano,PREFETTURA DI MILANO,Prefettura,Prefettura,Settore giudiziario,json,valido_localizzato,firmatario|soggetto_proponente|attore,1,1,1,,,,13,Prefettura,2,Settore giudiziario
PREFETTURA DI MILANO||Prefettura||Milano||Lombardia,036_0030,03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.txt,03,Lombardia,Milano,Milano,Prefettura di Milano,Prefettura di Milano,PREFETTURA DI MILANO,Prefettura,Prefettura,Settore giudiziario,json,valido_localizzato,firmatario|attore,1,1,0,,,,13,Prefettura,2,Settore giudiziario
PREFETTURA DI MILANO||Prefettura||Milano||Lombardia,050_0017,03_2406_rta_03_240926144324_4166---Protocollodiintesa.txt,03,Lombardia,Milano,Milano,Prefettura di Milano,Prefettura di Milano,PREFETTURA DI MILANO,Prefettura,Prefettura,Settore giudiziario,json,valido_localizzato,firmatario|attore,1,1,0,,,,13,Prefettura,2,Settore giudiziario
QUESTURA DI MILANO||Questura||Milano||Lombardia,028_0021,03_2406_rta_03_240920093134_4166---Protocollo_Intesa_Rete_Antiviolenza_SudEstMilano_Paullese_2021-2023.txt,03,Lombardia,Milano,Milano,Questura di Milano,Questura di Milano,QUESTURA DI MILANO,Questura,Questura,Settore giudiziario,json,valido_localizzato,firmatario|attore,1,1,0,,,,14,Questura,2,Settore giudiziario
QUESTURA DI MILANO||Questura||Milano||Lombardia,029_0022,03_2406_rta_03_240920120751_4166---protocollodiintesa.txt,03,Lombardia,Milano,Milano,Questura di Milano,Questura di Milano,QUESTURA DI MILANO,Questura,Questura,Settore giudiziario,json,valido_localizzato,firmatario|attore,1,1,0,,,,14,Questura,2,Settore giudiziario
QUESTURA DI MILANO||Questura||Milano||Lombardia,033_0010,03_2406_rta_03_240923103647_4166---protocolloreteantiviolenzacinisello2019(1).txt,03,Lombardia,Milano,Milano,Questura di Milano,Questura di Milano,QUESTURA DI MILANO,Questura,Questura,Settore giudiziario,json,valido_localizzato,attore,1,0,0,,,,14,Questura,2,Settore giudiziario
QUESTURA DI MILANO||Questura||Milano||Lombardia,034_0037,03_2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023.txt,03,Lombardia,Milano,Milano,Questura di Milano,Questura di Milano,QUESTURA DI MILANO,Questura,Questura,Settore giudiziario,json,valido_localizzato,firmatario|soggetto_proponente|attore,1,1,1,,,,14,Questura,2,Settore giudiziario
QUESTURA DI MILANO||Questura||Milano||Lombardia,036_0059,03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.txt,03,Lombardia,Milano,Milano,Questura di Milano,Questura di Milano,QUESTURA DI MILANO,Questura,Questura,Settore giudiziario,json,valido_localizzato,firmatario|attore,1,1,0,,,,14,Questura,2,Settore giudiziario
QUESTURA DI MILANO||Questura||Milano||Lombardia,050_0019,03_2406_rta_03_240926144324_4166---Protocollodiintesa.txt,03,Lombardia,Milano,Milano,Questura di Milano,Questura di Milano,QUESTURA DI MILANO,Questura,Questura,Settore giudiziario,json,valido_localizzato,firmatario|attore,1,1,0,,,,14,Questura,2,Settore giudiziario
COMANDO PROVINCIALE DELL'ARMA DEI CARABINIERI||Carabinieri/Polizia/altre forze dell'ordine||||Lombardia,028_0022,03_2406_rta_03_240920093134_4166---Protocollo_Intesa_Rete_Antiviolenza_SudEstMilano_Paullese_2021-2023.txt,03,Lombardia,,,Comando Provinciale dell’Arma dei Carabinieri,Comando Provinciale dell'Arma dei Carabinieri,COMANDO PROVINCIALE DELL'ARMA DEI CARABINIERI,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,nome,valido_localizzato,firmatario|attore,1,1,0,,,,15,Carabinieri/Polizia/altre forze dell'ordine,2,Settore giudiziario
COMANDO PROVINCIALE DELL'ARMA DEI CARABINIERI||Carabinieri/Polizia/altre forze dell'ordine||||Lombardia,036_0060,03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.txt,03,Lombardia,,,Comando Provinciale dell’Arma dei Carabinieri,Comando Provinciale dell'Arma dei Carabinieri,COMANDO PROVINCIALE DELL'ARMA DEI CARABINIERI,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,nome,valido_localizzato,firmatario|attore,1,1,0,,,,15,Carabinieri/Polizia/altre forze dell'ordine,2,Settore giudiziario
COMANDO PROVINCIALE DELLA GUARDIA DI FINANZA||Carabinieri/Polizia/altre forze dell'ordine||||Lombardia,028_0023,03_2406_rta_03_240920093134_4166---Protocollo_Intesa_Rete_Antiviolenza_SudEstMilano_Paullese_2021-2023.txt,03,Lombardia,,,Comando Provinciale della Guardia di Finanza,Comando Provinciale della Guardia di Finanza,COMANDO PROVINCIALE DELLA GUARDIA DI FINANZA,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,nome,valido_localizzato,firmatario|attore,1,1,0,,,,15,Carabinieri/Polizia/altre forze dell'ordine,2,Settore giudiziario
COMANDO PROVINCIALE DELLA GUARDIA DI FINANZA||Carabinieri/Polizia/altre forze dell'ordine||||Lombardia,033_0012,03_2406_rta_03_240923103647_4166---protocolloreteantiviolenzacinisello2019(1).txt,03,Lombardia,,,Comando Provinciale della Guardia di Finanza,Comando Provinciale della Guardia di Finanza,COMANDO PROVINCIALE DELLA GUARDIA DI FINANZA,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,nome,valido_localizzato,attore,1,0,0,,,,15,Carabinieri/Polizia/altre forze dell'ordine,2,Settore giudiziario
COMANDO PROVINCIALE DELLA GUARDIA DI FINANZA||Carabinieri/Polizia/altre forze dell'ordine||||Lombardia,036_0061,03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.txt,03,Lombardia,,,Comando Provinciale della Guardia di Finanza,Comando Provinciale della Guardia di Finanza,COMANDO PROVINCIALE DELLA GUARDIA DI FINANZA,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,nome,valido_localizzato,firmatario|attore,1,1,0,,,,15,Carabinieri/Polizia/altre forze dell'ordine,2,Settore giudiziario
FONDAZIONE SOMASCHI ONLUS||CAV/Centri Antiviolenza||||Lombardia,028_0024,03_2406_rta_03_240920093134_4166---Protocollo_Intesa_Rete_Antiviolenza_SudEstMilano_Paullese_2021-2023.txt,03,Lombardia,,,Fondazione Somaschi Onlus,Fondazione Somaschi Onlus,FONDAZIONE SOMASCHI ONLUS,CAV/Centri Antiviolenza,CAV/Centri Antiviolenza,CAV e protezione,nome,valido_localizzato,firmatario|attore,1,1,0,,Gestisce Centro Antiviolenza e Casa Rifugio,,1,CAV,1,CAV
FONDAZIONE SOMASCHI ONLUS||CAV/Centri Antiviolenza||||Lombardia,034_0027,03_2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023.txt,03,Lombardia,,,Fondazione Somaschi Onlus,Fondazione Somaschi Onlus,FONDAZIONE SOMASCHI ONLUS,CAV/Centri Antiviolenza,CAV/Centri Antiviolenza,CAV e protezione,nome,valido_localizzato,firmatario|attore,1,1,0,,,,1,CAV,1,CAV
FONDAZIONE SOMASCHI ONLUS||CAV/Centri Antiviolenza||||Lombardia,036_0031,03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.txt,03,Lombardia,,,Fondazione Somaschi Onlus,Fondazione Somaschi Onlus,FONDAZIONE SOMASCHI ONLUS,CAV/Centri Antiviolenza,CAV/Centri Antiviolenza,CAV e protezione,nome,valido_localizzato,firmatario|attore,1,1,0,,"Gestione Centri antiviolenza e case rifugio, presidio su tre livelli",,1,CAV,1,CAV
QUESTURA DI BERGAMO||Questura||Bergamo||Lombardia,030_0006,03_2406_rta_03_240920124656_4166---ProtocolloantiviolenzaDEFINITIVO(1).txt,03,Lombardia,Bergamo,Bergamo,Questura di Bergamo,Questura di Bergamo,QUESTURA DI BERGAMO,Questura,Questura,Settore giudiziario,json,valido_localizzato,firmatario|attore,1,1,0,,,,14,Questura,2,Settore giudiziario
QUESTURA DI BERGAMO||Questura||Bergamo||Lombardia,037_0010,03_2406_rta_03_240923114012_4166---23-9-2024ProtocolloReteRita_signed_signed_signedDEF_signed_signed-signed_signed(1).txt,03,Lombardia,Bergamo,Bergamo,Questura di Bergamo,Questura di Bergamo,QUESTURA DI BERGAMO,Questura,Questura,Settore giudiziario,json,valido_localizzato,firmatario|attore,1,1,0,,,,14,Questura,2,Settore giudiziario
QUESTURA DI BERGAMO||Questura||Bergamo||Lombardia,042_0026,03_2406_rta_03_240924144947_4166---Protocollod'IntesaReteAntiviolenzaIsolaBergamascaeBassaValSanMartino2024.txt,03,Lombardia,Bergamo,Bergamo,Questura di Bergamo,Questura di Bergamo,QUESTURA DI BERGAMO,Questura,Questura,Settore giudiziario,json,valido_localizzato,firmatario|attore,1,1,0,,,,14,Questura,2,Settore giudiziario
QUESTURA DI BERGAMO||Questura||Bergamo||Lombardia,045_0008,03_2406_rta_03_240926114940_4166---ProtocollodiintesaeAllegatoTecnico_SOTTOSCRITTO.txt,03,Lombardia,Bergamo,Bergamo,Questura di Bergamo,Questura di Bergamo,QUESTURA DI BERGAMO,Questura,Questura,Settore giudiziario,json,valido_localizzato,firmatario|attore,1,1,0,,Firmatario e coinvolta nel protocollo; coinvolge la Polizia di Stato,,14,Questura,2,Settore giudiziario
PROCURA DELLA REPUBBLICA DI BERGAMO||Procura Ordinaria/Tribunale/Corte d'appello||Bergamo||Lombardia,030_0007,03_2406_rta_03_240920124656_4166---ProtocolloantiviolenzaDEFINITIVO(1).txt,03,Lombardia,Bergamo,Bergamo,Procura della Repubblica di Bergamo,Procura della Repubblica di Bergamo,PROCURA DELLA REPUBBLICA DI BERGAMO,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,json,valido_localizzato,firmatario|attore,1,1,0,,,,18,Procura Ordinaria/Tribunale/Corte d'appello,2,Settore giudiziario
