
ID_RISPONDENTE_RILEV;COD_ANAGRAFICA_RISP;NOME_ANAGRAFICA_RISP;COD_REGIONE;COD_PROVINCIA;COD_COMUNE;ID_DUG;INDIRIZZO;NUM_CIVICO;LOCALITA;UBICAZIONE;CAP;TELEFONO;FAX;EMAIL;SITO_WEB;COD_REGIONE_SEDE_AMM;COD_PROVINCIA_SEDE_AMM;COD_COMUNE_SEDE_AMM;ID_DUG_SEDE_AMM;INDIRIZZO_SEDE_AMM;NUM_CIVICO_SEDE_AMM;LOCALITA_SEDE_AMM;UBICAZIONE_SEDE_AMM;CAP_SEDE_AMM;TELEFONO_SEDE_AMM;FAX_SEDE_AMM;EMAIL_SEDE_AMM;NOTE;COGNOME_PERSONA_FISICA;NOME_PERSONA_FISICA;CAMPO_JOLLY1;CAMPO_JOLLY2;CAMPO_JOLLY3;ID_TIPO_ACQUISIZIONE;ID_STATO_RISPONDENTE;ID_TIPO_ESITO;ID_UTENTE;LIV_MONITORAGGIO_1;LIV_MONITORAGGIO_2;LIV_MONITORAGGIO_3;LIV_MONITORAGGIO_4
156;CAV0100001;Ass. volontarie del Telefono Rosa Piemonte di Torino;01;001;272;;Via Assietta;13/a;Torino;;10128;011530666;;telefonorosa@mandragola.com;;;;;;;;;;;;;;;UTE0100001;;;;;1;1;;CAV0100001;01;01;1;2
157;CAV0100002;ME.DEA onlus;01;006;003;;Via Palermo;33;Alessandria;;15121;800098981;;me.deacontroviolenza@gmail.com;;;;;;;;;;;;;;;UTE0100002;;;;;1;1;;CAV0100002;01;01;1;2
158;CAV0100003;Ass. Punto a capo;01;001;082;;Vicolo Cavalcavia;11;Chivasso;;10034;0119111456;;punto.capo@libero.it;;;;;;;;;;;;;;;UTE0100003;;;;;1;1;;CAV0100003;01;01;1;2
159;CAV0100004;Croce Rossa Italiana-Comitato di Asti;01;005;005;;Via Ugo Foscolo;7;Asti;;14100;3669287198;;centroascoltocri@gmail.com;;;;;;;;;;;;;;;UTE0100004;;;;;1;1;;CAV0100004;01;01;1;2
160;CAV0100005;CENTRI ANTIVIOLENZA E.M.M.A. ONLUS;01;001;272;;via G. Passalcqua;6;Torino;;10093;0115187438;;donnefuturo@emmacentriantiviolenza;;;;;;;;;;;;;;;UTE0100005;;;;;1;1;;CAV0100005;01;01;1;2
161;CAV0100006;Arci Valle Susa;01;001;090;;Via Torino;9/6;Collegno;;10093;0114032271;;centrodonna@arci.it;;;;;;;;;;;;;;;UTE0100006;;;;;1;1;;CAV0100006;01;01;1;2
162;CAV0100007;SVOLTA DONNA ODV;01;001;191;;Stradale Fenestrelle;1;Pinerolo;;10064;0121 062380;;centroantiviolenza@svoltadonna.onmicrosoft.com;;;;;;;;;;;;;;;UTE0100007;;;;;1;1;;CAV0100007;01;01;1;2
163;CAV0100008;Citt� di Torino;01;001;272;;Via Trana;3/a;Torino;;10122;01101131500;;centroantiviolenza@comune.torino.it;;;;;;;;;;;;;;;UTE0100008;;;;;1;1;;CAV0100008;01;01;1;2
164;CAV0100009;CISS Ossola;01;103;028;;Via Mizzoccola;28;Domodossola;;28845;3356978767;;segreteria@ciss-ossola.it;;;;;;;;;;;;;;;UTE0100009;;;;;1;1;;CAV0100009;01;01;1;2
165;CAV0100010;Consorzio socio-assistenziale del Cuneese;01;004;078;;Via bongianni;36;Cuneo;;12100;0171334181;;centrofamiglie@csac-cn.it;;;;;;;;;;;;;;;UTE0100010;;;;;1;1;;CAV0100010;01;01;1;2
166;CAV0100011;Consorzio intercomunale servizio socio-assistenziali Biella orientale-C.I.S.S.A.B.O.;01;096;004;;Via Caraccio;4;Biella;;13900;800266233;;centroantiviolenza@cissabo.org;;;;;;;;;;;;;;;UTE0100011;;;;;1;1;;CAV0100011;01;01;1;2
167;CAV0100012;Comune di Novara;01;003;106;;via Bottini;8;Novara;;28100;3482695812;;violenzano@comune.novara.it;;;;;;;;;;;;;;;UTE0100012;;;;;1;1;;CAV0100012;01;01;1;2
168;CAV0100013;Ass. Unione donne 3� Millennio;01;001;272;;Via Vanchiglia;6;Torino;;10124;0112639710;;donneterzomillennio@gmail.com;;;;;;;;;;;;;;;UTE0100013;;;;;1;1;;CAV0100013;01;01;1;2
169;CAV0100014;Futuro donna;01;004;066;;Via Case Rosse;1;San Bernardino- Ceva;;12073;3735088683;;futuro.donna@tiscali.it;;;;;;;;;;;;;;;UTE0100014;;;;;1;1;;CAV0100014;01;01;1;2
170;CAV1600001;Centro Antiviolenza Paola Labriola;16;072;006;;;;;;;0805741461;;info@pec.giraffaonlus.it;;;;;;;;;;;;;;;UTE1600001;;;;;1;1;;CAV1600001;16;16;1;2
171;CAV1600002;Centro Antiviolenza Safiya;16;072;035;;;;;;;3332640790;;safiya.onlus@pec.it;;;;;;;;;;;;;;;UTE1600002;;;;;1;1;;CAV1600002;16;16;1;2
172;CAV1600003;Centro Antiviolenza Li.A (Libert� e autodeterminazione);16;072;021;;;;;;;3889898797;;centroantiviolenzalia@gmail.com;;;;;;;;;;;;;;;UTE1600003;;;;;1;1;;CAV1600003;16;16;1;2
173;CAV1600004;Centro Antiviolenza Osservatorio Giulia e Rossella;16;110;002;;;;;;;0883414659;;osservatoriogiuliaerossella@pec.it;;;;;;;;;;;;;;aggiornato telefono 9/08/2023;UTE1600004;;;;;1;1;;CAV1600004;16;16;1;2
174;CAV1600005;Centro Antiviolenza Save;16;110;009;;;;;;;0883501407;;promosocialetrani@pec.it;;;;;;;;;;;;;;;UTE1600005;;;;;1;1;;CAV1600005;16;16;1;2
175;CAV1600006;Centro Antiviolenza RiscoprirSi;16;110;001;;;;;;;0883764901;;cav@pec.riscoprirsi.it;;;;;;;;;;;;;;;UTE1600006;;;;;1;1;;CAV1600006;16;16;1;2
176;CAV1600007;Centro Antiviolenza Sostegno donna;16;073;027;;;;;;;0997786652;;alzaiadonne@pec.it;;;;;;;;;;;;;;;UTE1600007;;;;;1;1;;CAV1600007;16;16;1;2
177;CAV1600008;Centro Antiviolenza Rompiamo il silenzio;16;073;013;;;;;;;0804950672;;sed@pec.sudestdonne.it;;;;;;;;;;;;;;;UTE1600008;;;;;1;1;;CAV1600008;16;16;1;2
178;CAV1600009;Centro Antiviolenza;16;074;004;;;;;;;3388750396;;posta@pec.aporti.it;;;;;;;;;;;;;;;UTE1600009;;;;;1;1;;CAV1600009;16;16;1;2
179;CAV1600010;Centro Antiviolenza Io Donna per non subire violenza;16;074;001;;;;;;;0831522034;;associazioneiodonna@hotmail.it;;;;;;;;;;;;;;;UTE1600010;;;;;1;1;;CAV1600010;16;16;1;2
180;CAV1600011;Centro Antiviolenza LA LUNA;16;074;009;;;;;;;0831729246;;artemide@pec.confcooperative.it;;;;;;;;;;;;;;;UTE1600011;;;;;1;1;;CAV1600011;16;16;1;2
181;CAV1600012;Centro Antiviolenza Renata Fonte;16;075;035;;;;;;;800098822;;donneinsieme.rf@pec.it;;;;;;;;;;;;;;;UTE1600012;;;;;1;1;;CAV1600012;16;16;1;2
182;CAV1600013;Centro antiviolenza Il Melograno;16;075;059;;;;;;;0833509470;;ilmelograno@sanfra.org;;;;;;;;;;;;;;;UTE1600013;;;;;1;1;;CAV1600013;16;16;1;2
183;CAV1600014;Centro antiviolenza DAFNE;16;075;018;;;;;;;3288212906;;ilmelograno@sanfra.org;;;;;;;;;;;;;;;UTE1600014;;;;;1;1;;CAV1600014;16;16;1;2
184;CAV1600015;Centro Antiviolenza Il Filo di Arianna;16;071;051;;;;;;;3407685267;;filodiarianna@softpec.it;;;;;;;;;;;;;;;UTE1600015;;;;;1;1;;CAV1600015;16;16;1;2
185;CAV1600016;Centro antiviolenza Telefono Donna;16;071;024;;;;;;;0881772499;;impegnodonna@gmail.com;;;;;;;;;;;;;;;UTE1600016;;;;;1;1;;CAV1600016;16;16;1;2
186;CAV1600017;Centro Antiviolenza Comune di Bari;16;072;006;;;;;;;0803327517;;info@centroantiviolenzabari.it;;;;;;;;;;;;;;;UTE1600017;;;;;1;1;;CAV1600017;16;16;1;2
187;CAV1600018;Centro Antiviolenza Il Melograno;16;072;019;;;;;;;0804953712;;ilmelograno@sanfra.org;;;;;;;;;;;;;;;UTE1600018;;;;;1;1;;CAV1600018;16;16;1;2
188;CAV1600019;Centro antiviolenza Il giardino delle lune;16;072;002;;;;;;;0804953712;;ilgiardinodellelune@gmail.com;;;;;;;;;;;;;;;UTE1600019;;;;;1;1;;CAV1600019;16;16;1;2
189;CAV1600020;Centro Antiviolenza Crisalide;16;074;004;;;;;;;0831508776;;crisalide.cav@tiscali.it;;;;;;;;;;;;;;;UTE1600020;;;;;1;1;;CAV1600020;16;16;1;2
191;CAV1600022;Centro Antiviolenza Andromeda;16;072;031;;;;;;;3397871952;;cavandromeda@libero.it;;;;;;;;;;;;;;;UTE1600022;;;;;1;1;;CAV1600022;16;16;1;2
192;CAV1600023;Centro Antiviolenza Malala Yosafzai;16;075;029;;;;;;;0836633463;;cavmalala@ambitozonagalatina.it;;;;;;;;;;;;;;;UTE1600023;;;;;1;1;;CAV1600023;16;16;1;2
193;CAV2000001;Centro Antiviolenza Prospettiva Donna;20;090;047;;Via delle Salicornie;5;;;07026;078927466;;info@prospettivadonna.it;;;;;;;;;;;;;;;UTE2000001;;;;;1;1;;CAV2000001;20;20;1;2
194;CAV2000002;Centro antiviolenza Donna Ceteris;20;092;009;;Via Cimarosa;7;;;09128;070492400;;info@donnaceteris.org;;;;;;;;;;;;;;;UTE2000002;;;;;1;1;;CAV2000002;20;20;1;2
195;CAV2000003;Centro antiviolenza Donne al traguardo;20;092;009;;Viale Merello;87A;;;09121;0702080137;;centroantiviolenza_dat@hotmail.it;;;;;;;;;;;;;;;UTE2000003;;;;;1;1;;CAV2000003;20;20;1;2
196;CAV2000004;Centro antiviolenza Onda rosa;20;091;051;;Via Dalmazia;45;;;08100;078438883;;ondarosa.nuoro@tiscali.it;;;;;;;;;;;;;;;UTE2000004;;;;;1;1;;CAV2000004;20;20;1;2
197;CAV2000005;Centro antiviolenza Aurora;20;090;064;;Via dei Mille;61;;;07100;079210311;;progetto.aurora@portapertaonlus.it;;;;;;;;;;;;;;;UTE2000005;;;;;1;1;;CAV2000005;20;20;1;2
198;CAV2000006;Centro antiviolenza Suor Giuseppina Demuro;20;091;037;;Via Roma;98;;;08045;3666803600;;centroantiviolenzaog@tiscali.it;;;;;;;;;;;;;;;UTE2000006;;;;;1;1;;CAV2000006;20;20;1;2
201;CAV1900002;Centro Antiviolenza Le Onde Onlus;19;082;053;;Viale Campania;25;PALERMO;PALERMO;90144;091327973;;leonde@tin.it;;;;;;;;;;;;;;;UTE1900002;;;;;1;1;;CAV1900002;19;19;1;2
202;CAV1900003;Donne Insieme Sandra Crescimanno;19;086;014;;C/da Bellia;;PIAZZA ARMERINA;PIAZZA ARMERINA (EN);94015;0935982463 3209440262;;associazionedonneinsieme@gmail.com;;;;;;;;;;;;;;;UTE1900003;;;;;1;1;;CAV1900003;19;19;1;2
206;CAV1900007;ASSOCIAZIONE THAMAIA ONLUS;19;087;015;;Via G. Macherione;14;CATANIA;CATANIA;95127;0957223990;;thamaia.org@pec.it;;;;;;;;;;;;;;;UTE1900007;;;;;1;1;;CAV1900007;19;19;1;2
207;CAV1900008;Centro Antiviolenza GALATEA  CAV  Il TULIPANO;19;085;004;;Via Trieste;132;CALTANISSETTA;CALTANISSETTA;93100;0934551010 3801929687;;associazionegalatea@pec.it;;;;;;;;;;;;;;;UTE1900008;;;;;1;1;;CAV1900008;19;19;1;2
208;CAV1900009;Centro Antiviolenza Antistalking LA NEREIDE;19;089;017;;Via Forlanini n. 3;99;SIRACUSA;SIRACUSA;96100;093161000  3497586157;;centroantiviolenzalanereide@gmail.com;;;;;;;;;;;;;;;UTE1900009;;;;;1;1;;CAV1900009;19;19;1;2
209;CAV1900010;Centro Antiviolenza Antistalking Telefono Aiuto ASSOCIAZIONE LUCE ONLUS;19;084;001;;Salita F. Sala;15;AGRIGENTO;AGRIGENTO;92100;092222922;;vivereilsociale@pec.it;;;;;;;;;;;;;;;UTE1900010;;;;;1;1;;CAV1900010;19;19;1;2
210;CAV1900011;ASSOCIAZIONE VITA NUOVA Centro Antiviolenza GLORIA;19;084;020;;Via Cappello;27;FAVARA;AGRIGENTO;92026;092232829 3806390111 3283741107;;assvitanuova@libero.it;;;;;;;;;;;;;;;UTE1900011;;;;;1;1;;CAV1900011;19;19;1;2
213;CAV1900014;ASSOCIAZIONE LA CLESSIDRA COSTRUIRE L'ESPERIENZA Centro Antiviolenza NO AL SILENZIO;19;083;081;;Via S. Anna;44;SAN PIERO PATTI;MESSINA;98076;0941669201 3311641974;;info@pec.associazionelaclessidra.org;;;;;;;;;;;;;;;UTE1900014;;;;;1;1;;CAV1900014;19;19;1;2
214;CAV1900015;Centro Antiviolenza PINK PROJECT;19;083;009;;Via Tripoli;17;CAPO D'ORLANDO;MESSINA;98071;0941054182 3200570711;;pinkproject@pariopportunita.sicilia.it;;;;;;;;;;;;;;;UTE1900015;;;;;1;1;;CAV1900015;19;19;1;2
215;CAV0900001;Pronto Donna;09;051;002;;Piazzetta delle Logge del Grano;15;Arezzo;;52100;0575355053;;centroantiviolenza@prontodonna.it;;;;;;;;;;;;;info@prontodonna.it;;UTE0900001;;;;;1;1;;CAV0900001;09;09;1;2
216;CAV0900002;Artemisia APS;09;048;017;;Via del Mezzetta;1/int;Firenze;;50135;055601375;;amministrazione@artemisiacentroantiviolenza.it;;;;;;;;;;;;;;;UTE0900002;;;;;1;1;;CAV0900002;09;09;1;2
217;CAV0900003;Centro Aiuto Donna Lilith;09;048;014;;Via XX Settembre;17;Empoli;;50053;0571725156;;centrolilith@anpas.empoli.fi.it;;;;;;;;;;;;;;;UTE0900003;;;;;1;1;;CAV0900003;09;09;1;2
218;CAV0900004;Centro Antiviolenza Olympia � Associazione Olympia de Gouges onlus;09;053;011;;Via Ansedonia;6;Grosseto;;58100;0564413884;;segreteria@olympiadegouges.net;;;;;;;;;;;;;comunicazione@olympiadegouges.net;;UTE0900004;;;;;1;1;;CAV0900004;09;09;1;2
219;CAV0900005;Centro Antiviolenza Olympia Orbetello � Associazione Olympia de Gouges;09;053;018;;Via Carlo Steeb;2;Orbetello;;58015;3489376554;;cavorbetello@olympiadegouges.net;;;;;;;;;;;;;;;UTE0900005;;;;;1;1;;CAV0900005;09;09;1;2
221;CAV0900007;Centro Donna Piombino;09;049;012;;Via Lerario;92;Piobino;;;056549419;;centroantiviolenza@tiscali.it;;;;;;;;;;;;;;;UTE0900007;;;;;1;1;;CAV0900007;09;09;1;2
222;CAV0900008;Ippogrifo;09;049;009;;P.zza della Repubblica;47;Livorno;;57125;0586889594;;ippogrifo@alicia.it;;;;;;;;;;;;;;;UTE0900008;;;;;1;1;;CAV0900008;09;09;1;2
223;CAV0900009;Randi APS ETS;09;049;009;;Via della Maddalena;4;Livorno;;57100;3392785450;;resivi@libero.it;;;;;;;;;;;;;;;UTE0900009;;;;;1;1;;CAV0900009;09;09;1;2
224;CAV0900010;�L'una per l'altra� della Casa delle donne APS di Viareggio;09;046;033;;Via Marco Polo;6;Viareggio;;55049;058456136;;centroantiviolenzaviareggio@gmail.com;;;;;;;;;;;;;refrein@virgilio.it;;UTE0900010;;;;;1;1;;CAV0900010;09;09;1;2
225;CAV0900011;E.T.S. Centro Antiviolenza Luna A.P.S.;09;046;017;;Via Ungaretti;86;Lucca;;55100;0583997928;;presidente@associazioneluna.it;;;;;;;;;;;;;;;UTE0900011;;;;;1;1;;CAV0900011;09;09;1;2
226;CAV0900012;Centro Donna Lunigiana;09;045;014;;c/o Casa della salute � Mulazzo loc. Arpiola;;Mulazzo (MS);;54026;0187460683;;centrodonna1@gmail.com;;;;;;;;;;;;;angela.simonelli@uslnordovest.toscana.it;;UTE0900012;;;;;1;1;;CAV0900012;09;09;1;2
227;CAV0900013;Sabine;09;045;011;;Via Sforza;58;Montignoso (MS);;54038;3291286257;;associazionesabine2020@gmail.com;;;;;;;;;;;;;;;UTE0900013;;;;;1;1;;CAV0900013;09;09;1;2
228;CAV0900014;Donna chiama Donna;09;045;003;;Piazza CV Lodovici;1;Carrara;;54033;058571299;;barbara.tedeschi@comune.carrara.ms.it;;;;;;;;;;;;;;;UTE0900014;;;;;1;1;;CAV0900014;09;09;1;2
229;CAV0900015;D.U.N.A. Donne Unite Nell'Antiviolenza;09;045;010;;Via delle Pinete;116;Massa;;54100;3776994263;;associarpa@gmail.com;;;;;;;;;;;;;;;UTE0900015;;;;;1;1;;CAV0900015;09;09;1;2
230;CAV0900016;Casa della donna Pisa;09;050;026;;Via Angelo Galli Tassi;8;Pisa;;56126;050561628;;centroantiviolenza@casadelladonnapisa.it;;;;;;;;;;;;;segreteria@casadelladonnapisa.it;;UTE0900016;;;;;1;1;;CAV0900016;09;09;1;2
231;CAV0900017;Frida Kahlo;09;050;032;;Via Rosa Agazzi;34;S. Miniato (PI);;56038;3467578833;;apsfrida@gmail.com;;;;;;;;;;;;;avv.forfori@gmail.com;;UTE0900017;;;;;1;1;;CAV0900017;09;09;1;2
232;CAV0900018;Aiutodonna;09;047;014;;P.zza Belvedere;5;Pistoia;;51100;057321175;;info@aiutodonna.it;;;;;;;;;;;;;d.giovannetti@comune.pistoia.it;;UTE0900018;;;;;1;1;;CAV0900018;09;09;1;2
233;CAV0900019;Liberetutte;09;047;011;;Via Bellini;32/b;Montecatini (PT);;51016;0572910311;;info@365giornialfemminile.org;;;;;;;;;;;;;;;UTE0900019;;;;;1;1;;CAV0900019;09;09;1;2
234;CAV0900020;La Nara;09;100;005;;Via Verdi;13;Prato;;59100;057434472;;lanara@alicecoop.it;;;;;;;;;;;;;francesca.ranaldi@alicecoop.it;;UTE0900020;;;;;1;1;;CAV0900020;09;09;1;2
235;CAV0900021;Donna chiama Donna;09;052;032;;Via Roma;75/77;Siena;;53100;3472220188;;ass.donnachiamadonna@gmail.com;;;;;;;;;;;;;fulviacinque@gmail.com fulvia5@gmail.com;;UTE0900021;;;;;1;1;;CAV0900021;09;09;1;2
236;CAV0900022;Donna Amiata Val d'Orcia ODV;09;052;020;;Viale Gramsci;158/G;Piancastagnaio (SI);;53025;3924147596;;donnaamiatavaldorcia@alice.it;;;;;;;;;;;;;;;UTE0900022;;;;;1;1;;CAV0900022;09;09;1;2
237;CAV0900023;Amica donna;09;052;015;;Via Giuseppe Sabatini;49;Chianciano Terme (SI);;53042;3279999228 3929594270  3293050686;;cavamicadonna@gmail.com;;;;;;;;;;;;;segretria@associazioneamicadonna.it;;UTE0900023;;;;;1;1;;CAV0900023;09;09;1;2
238;CAV0900024;Donne Insieme Valdelsa;09;052;012;;Via XXV Aprile;122;Colle di Valdelsa (SI);;53034;0577602273;;donneinsiemevaldelsa@gmail.com;;;;;;;;;;;;;;;UTE0900024;;;;;1;1;;CAV0900024;09;09;1;2
239;CAV1000001;Centro Antiviolenza Catia Doriana Bellini;10;054;039;;Via della Milizia;4;;;06134;0755941326 3423029409;;centroantiviolenzaperugia@gmail.com;;;;;;;;;;;;;;;UTE1000001;;;;;1;1;;CAV1000001;10;10;1;2
240;CAV1000002;Centro Antiviolenza Liberetutte;10;055;032;;Via Campomicciolo;1;;;05100;0744288069;;scarperosse.tr@gmail.com;;;;;;;;;;;;;;;UTE1000002;;;;;1;1;;CAV1000002;10;10;1;2
241;CAV1000003;Centro Antiviolenza L�Albero di Antonia;10;055;023;;Viale I Maggio;36;;;05019;0763300944;;alberodiantonia51@yahoo.it;;;;;;;;;;;;;;;UTE1000003;;;;;1;1;;CAV1000003;10;10;1;2
242;CAV0200001;Centro donne contro la violenza di Aosta;02;007;003;;Via Torino;18;Aosta;1� piano;11100;0165238750;;cdvaosta@libero.it;;;;;;;;;;;;;;;UTE0200001;;;;;1;1;;CAV0200001;02;02;1;2
243;CAV0500001;Centro Antiviolenza Belluno DONNA;05;025;021;;Viale Roma;64;Ponte nelle Alpi;;32014;0437981577;;bellunodonna@libero.it;;;;;;;;;;;;;sabrina.campigotto@gmail.com;;UTE0500001;;;;;1;1;;CAV0500001;05;05;1;2
244;CAV0500002;Centro Antiviolenza Alta Padovana;05;028;019;;via Nicoletti;c/o ex scuola elementare di Facca;Cittadella;;35031;0498721277;;info@centrodonnapadova.it;;;;;;;;;;;;;;;UTE0500002;;;;;1;1;;CAV0500002;05;05;1;2
245;CAV0500003;Centro Antiviolenza Donne Deste;05;028;037;;Via San Rocco;15;Este;;35042;0498721277;;donnedeste@centrodonnapadova.it;;;;;;;;;;;;;;;UTE0500003;;;;;1;1;;CAV0500003;05;05;1;2
246;CAV0500004;Centro Veneto Progetti Donna;05;028;060;;Via Tripoli;3;Padova;;35141;0498721277;;info@centrodonnapadova.it;;;;;;;;;;;;;;;UTE0500004;;;;;1;1;;CAV0500004;05;05;1;2
247;CAV0500005;Centro Antiviolenza Saccisica;05;028;065;;via Co' dal Panico;2;Piove di Sacco;;35028;0498721277;;info@centrodonnapadova.it;;;;;;;;;;;;;;;UTE0500005;;;;;1;1;;CAV0500005;05;05;1;2
248;CAV0500006;Centro Antiviolenza del Polesine;05;029;041;;Viale G. Marconi;2;Rovigo;;45100;0425206551;;centroantiviolenzadelpolesine@comune.rovigo.it;;;;;;;;;;;;;;;UTE0500006;;;;;1;1;;CAV0500006;05;05;1;2
249;CAV0500007;Centro Antiviolenza N.I.L.D.E.;05;026;012;;via Verdi;3;Castelfranco Veneto;;31033;3475575717;;nildeantiviolenza@isidecoop.com;;;;;;;;;;;;;;;UTE0500007;;;;;1;1;;CAV0500007;05;05;1;2
250;CAV0500008;Centro Antiviolenza Stella Antares;05;026;087;;Viale Montegrappa;c/o Casa delle associazioni;Montebelluna;;31033;3899134831;;centro.stella.antares@gmail.com;;;;;;;;;;;;;;;UTE0500008;;;;;1;1;;CAV0500008;05;05;1;2
251;CAV0500009;Centro antiviolenza Telefono Rosa di Treviso onlus;05;026;086;;Via Roma;20;Treviso;;31100;0422583022;;telefonorosatreviso@libero.it;;;;;;;;;;;;;;;UTE0500009;;;;;1;1;;CAV0500009;05;05;1;2
252;CAV0500010;Centro Antiviolenza Vittorio Veneto;05;026;092;;Piazza del Popolo;15;Vittorio Veneto;;31029;0438569450;;centroantiviolenza@comune.vittorio-veneto.tv.it;;;;;;;;;;;;;schies@comune.vittorio-veneto.tv.it;;UTE0500010;;;;;1;1;;CAV0500010;05;05;1;2
253;CAV0500011;Civico Donna;05;027;008;;viale Vespucci;;Chioggia;;30015;800195359;;centroantiviolenza.chioggia@gmail.com;;;;;;;;;;;;;;;UTE0500011;;;;;1;1;;CAV0500011;05;05;1;2
254;CAV0500012;Centro Antiviolenza Sonia;05;027;026;;Largo S.Giorgio;3;Noale;;30030;3492420066;;soniantiviolenza@isidecoop.com;;;;;;;;;;;;;;;UTE0500012;;;;;1;1;;CAV0500012;05;05;1;2
255;CAV0500013;Centro di Ascolto per la violenza di genere Citt� Gentili;05;027;029;;Via Giacomo Leopardi;19;Portogruaro;;30026;3311310636;;info@larco.org;;;;;;;;;;;;;;;UTE0500013;;;;;1;1;;CAV0500013;05;05;1;2
256;CAV0500014;Centro Antiviolenza ed Antistalking la Magnolia;05;027;033;;via Ca' Bold�;120;San Don� di Piave;;30027;0421596104;;segreteria@fondazioneferriolibo.it;;;;;;;;;;;;;;;UTE0500014;;;;;1;1;;CAV0500014;05;05;1;2
257;CAV0500015;Centro Antiviolenza del Comune di Venezia;05;027;042;;Viale Garibaldi;155/A;Mestre;;30174;0415349215;;centro.antiviolenza@comune.venezia.it;;;;;;;;;;;;;;;UTE0500015;;;;;1;1;;CAV0500015;05;05;1;2
258;CAV0500016;Centro Antiviolenza Estia;05;027;042;;Via Bissagola;14;Mestre;;30173;3429757092;;estiantiviolenza@isidecoop.com;;;;;;;;;;;;;;;UTE0500016;;;;;1;1;;CAV0500016;05;05;1;2
259;CAV0500017;Spazio Donna;05;024;012;;via Schiavonetti;8;Bassano del Grappa;;36061;0424521483;;spaziodonna@hotmail.it;;;;;;;;;;;;;;;UTE0500017;;;;;1;1;;CAV0500017;05;05;1;2
260;CAV0500018;CeAV-Centro Antiviolenza del Comune di Vicenza;05;024;116;;via Vaccari;113;;;36100;0444230402;;ceav@comune.vicenza.it;;;;;;;;;;;;;pbaglioni@comune.vicenza.it;;UTE0500018;;;;;1;1;;CAV0500018;05;05;1;2
261;CAV0500019;Centro Antiviolenza Sportello Donna Maria Grazia Cutuli;05;024;100;;Via Pasini;33;Schio;;36015;0445691391;;sportello.donna@comune.schio.vi.it;;;;;;;;;;;;;;;UTE0500019;;;;;1;1;;CAV0500019;05;05;1;2
262;CAV0500020;Centro Antiviolenza P.E.T.R.A.;05;023;091;;Via Pallone;9/B;;;37121;800392722;;petra.antiviolenza@comune.verona.it;;;;;;;;;;;;;;;UTE0500020;;;;;1;1;;CAV0500020;05;05;1;2
263;CAV0500021;TELEFONO ROSA VERONA;05;023;091;;Santa Toscana;9;Verona;;37129;0458015831;;trverona@gmail.com;;;;;;;;;;;;;;;UTE0500021;;;;;1;1;;CAV0500021;05;05;1;2
264;CAV4100001;Centro d'Ascolto Antiviolenza dell'Associazione GEA-Bolzano;41;021;008;;Via del Ronco;21;Bolzano;;39100;800276433;;info@casadelledonnebz.it;;;;;;;;;;;;;;;UTE4100001;;;;;1;1;;CAV4100001;41;41;1;2
265;CAV4100002;Centro d'Ascolto antiviolenza della Comunit�Comprensoriale Valle Isarco;41;021;011;;Via Roma;7;Bressanone;;39042;800601330;;frauenhaus.brixen@bzgeis.org;;;;;;;;;;;;;;;UTE4100002;;;;;1;1;;CAV4100002;41;41;1;2
266;CAV4100003;Centro d'Ascolto Antiviolenza della Comunit� comprensoriale Alta Pusteria;41;021;013;;Via Michael Pacher;6;Brunico;;39031;800310303;;frauenhausdienst@bzgpust.it;;;;;;;;;;;;;;;UTE4100003;;;;;1;1;;CAV4100003;41;41;1;2
267;CAV4100004;Centro d'Ascolto Antiviolenza dell'Ass. Donne contro la Violenza Frauen gegen gewalt Onlus-Merano;41;021;051;;Corso Libert�;184/a;Merano;;39012;800014008;;info@donnecontrolaviolenza.org;;;;;;;;;;;;;;;UTE4100004;;;;;1;1;;CAV4100004;41;41;1;2
268;CAV4200001;Centro Antiviolenza-Ass. Coordinamento Donne;42;022;205;;Via della Dogana;1;;;;0461220048;;centroantiviolenzatn@gmail.com;;;;;;;;;;;;;;;UTE4200001;;;;;1;1;;CAV4200001;42;42;1;2
270;CAV1300010;Centro antiviolenza Liberadiosa;13;066;098;;Via Gorizia;18;Sulmona;;67039;0864660181;;associazioneladiosa@gmail.com;;;;;;;;;;;;;;;UTE1300010;;;;;1;1;;CAV1300010;13;13;1;2
276;CAV1500049;Ananke;15;064;005;;Via Fontananuova;;Ariano Irpino;;83031;800589625;;ananke@pianosociale-a1.it;;;;;;;;;;;;;;;UTE1500049;;;;;1;1;;CAV1500049;15;15;1;2
277;CAV1500050;Nemesi;15;064;006;;VIA ALDO MORO;10;Solofra;;83029;0825582697;;segreteria@isolachecesociale.it;;;;;;;;;;;;;;E mail aggiornata come da telefonata 25.07.2025 e sostituisce centro@antiviolenza5.it;UTE1500050;;;;;1;1;;CAV1500050;15;15;1;2
278;CAV1600024;Centro Antiviolenza Comune di Foggia;16;071;024;;;;;;;800180903;;servizisociali@cert.comune.foggia.it;;;;;;;;;;;;;;;UTE1600024;;;;;1;1;;CAV1600024;16;16;1;2
279;CAV1600025;Centro Antiviolenza Liberamente;16;072;004;;;;;;;3391288500;;cav.liberamente@libero.it;;;;;;;;;;;;;;;UTE1600025;;;;;1;1;;CAV1600025;16;16;1;2
