file,nome,tipo,comune,provincia,sigla_provincia,regione,codice_comune,codice_provincia,codice_regione,livello_territoriale,lat,lon,ruolo,governance_detail,is_firmatario,is_proponente,is_attore,is_gestione,is_monitoraggio,is_coordinamento,is_governance,is_governance_generica,is_ente_capofila,nome_key,tipo_key,comune_key,provincia_key,regione_key,ruolo_key,livello_key,info_score
08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,Centro Donna Giustizia APS di Ferrara,CAV/Centri Antiviolenza,Ferrara,Ferrara,FE,Emilia-Romagna,038008,038,08,comune,44.836014,11.618745,"firmatario, proponente, attore, gestione, coordinamento","gestione, coordinamento",True,True,True,True,False,True,True,False,False,centro donna giustizia aps di ferrara,cav/centri antiviolenza,ferrara,ferrara,emilia-romagna,"firmatario, proponente, attore, gestione, coordinamento",comune,7
01_2406_rta_01_241003113501_4166---CCVD1deliberaprotocolloccvd-2024eall1prot.txt,Centro Sanitario Esperto contro la violenza dell’A.O.U. Città della Salute e della Scienza di Torino,ASL (consultori familiari e altri servizi territoriali),Torino,Torino,TO,Piemonte,001272,201,01,comune,45.073289,7.680696,"attore, monitoraggio",monitoraggio,False,False,True,False,True,False,True,False,False,centro sanitario esperto contro la violenza dell’a.o.u. città della salute e della scienza di torino,asl (consultori familiari e altri servizi territoriali),torino,torino,piemonte,"attore, monitoraggio",comune,7
09_FIRENZE Linee-di-indirizzo2024.txt,Centro antiviolenza Artemisia,CAV/Centri Antiviolenza,Firenze,Firenze,FI,Toscana,048017,248,09,comune,43.769226,11.256606,"attore, gestione",gestione,False,False,True,True,False,False,True,False,False,centro antiviolenza artemisia,cav/centri antiviolenza,firenze,firenze,toscana,"attore, gestione",comune,7
08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,Città metropolitana di Bologna,Province/Città metropolitane,Bologna,Bologna,BO,Emilia-Romagna,037006,237,08,provincia,44.443053,11.3432,"proponente, attore, coordinamento",coordinamento,False,True,True,False,False,True,True,False,False,città metropolitana di bologna,province/città metropolitane,bologna,bologna,emilia-romagna,"proponente, attore, coordinamento",provincia,7
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Comune di Ancona,Comuni,Ancona,Ancona,AN,Marche,042002,042,11,comune,43.616739,13.518874,"firmatario, attore, gestione",gestione,True,False,True,True,False,False,True,False,False,comune di ancona,comuni,ancona,ancona,marche,"firmatario, attore, gestione",comune,7
05_2406_rta_05_240919122126_4166---PROTOCOLLOULSS8BERICA.txt,Comune di Arzignano,Comuni,Arzignano,Vicenza,VI,Veneto,024008,024,05,comune,45.521139,11.332346,"attore, coordinamento, ente_capofila",coordinamento,False,False,True,False,False,True,True,False,True,comune di arzignano,comuni,arzignano,vicenza,veneto,"attore, coordinamento, ente_capofila",comune,7
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Comune di Biella,Comuni,Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,"attore, gestione",gestione,False,False,True,True,False,False,True,False,False,comune di biella,comuni,biella,biella,piemonte,"attore, gestione",comune,7
01_2406_rta_01_240904110730_4166---protocollocontuttelefirme(1).txt,Comune di Bra,Comuni,Bra,Cuneo,CN,Piemonte,004029,004,01,comune,44.698185,7.854681,"firmatario, proponente, attore, gestione, ente_capofila",gestione,True,True,True,True,False,False,True,False,True,comune di bra,comuni,bra,cuneo,piemonte,"firmatario, proponente, attore, gestione, ente_capofila",comune,7
01_2406_rta_01_240909112136_4166---convenzionecarmagnola.txt,Comune di Carmagnola,Comuni,Carmagnola,Torino,TO,Piemonte,001059,201,01,comune,44.846479,7.718085,"firmatario, attore, gestione",gestione,True,False,True,True,False,False,True,False,False,comune di carmagnola,comuni,carmagnola,torino,piemonte,"firmatario, attore, gestione",comune,7
03_2406_rta_03_240926123135_4166---ProtocollodiRete.txt,Comune di Darfo Boario Terme,Comuni,Darfo Boario Terme,Brescia,BS,Lombardia,017065,017,03,comune,45.883718,10.180859,"firmatario, attore, coordinamento",coordinamento,True,False,True,False,False,True,True,False,False,comune di darfo boario terme,comuni,darfo boario terme,brescia,lombardia,"firmatario, attore, coordinamento",comune,7
08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,Comune di Faenza,Comuni,Faenza,Ravenna,RA,Emilia-Romagna,039010,039,08,comune,44.285523,11.8825,"firmatario, proponente, attore, coordinamento",coordinamento,True,True,True,False,False,True,True,False,False,comune di faenza,comuni,faenza,ravenna,emilia-romagna,"firmatario, proponente, attore, coordinamento",comune,7
08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,Comune di Ferrara,Comuni,Ferrara,Ferrara,FE,Emilia-Romagna,038008,038,08,comune,44.836014,11.618745,"firmatario, proponente, attore, coordinamento, ente_capofila",coordinamento,True,True,True,False,False,True,True,False,True,comune di ferrara,comuni,ferrara,ferrara,emilia-romagna,"firmatario, proponente, attore, coordinamento, ente_capofila",comune,7
09_FIRENZE Linee-di-indirizzo2024.txt,Comune di Firenze: Area Tutela Valery,Servizi sociali comunali,Firenze,Firenze,FI,Toscana,048017,248,09,comune,43.769226,11.256606,"firmatario, attore, gestione",gestione,True,False,True,True,False,False,True,False,False,comune di firenze: area tutela valery,servizi sociali comunali,firenze,firenze,toscana,"firmatario, attore, gestione",comune,7
13_2406_rta_13_241122101856_4166---Protocollodirete_AlphaGuardiagrele.txt,Comune di Guardiagrele,Comuni,Guardiagrele,Chieti,CH,Abruzzo,069043,069,13,comune,42.191132,14.220275,"firmatario, proponente, attore, coordinamento, ente_capofila",coordinamento,True,True,True,False,False,True,True,False,True,comune di guardiagrele,comuni,guardiagrele,chieti,abruzzo,"firmatario, proponente, attore, coordinamento, ente_capofila",comune,7
03_2406_rta_03_240918153240_4166---Protocollod'intesaperl'IstituzionediunSistemaTerritorialeAntiviolenzainReteconAddendumSindacati.txt,Comune di Lecco,Comuni,Lecco,Lecco,LC,Lombardia,097042,097,03,comune,45.855317,9.393736,"firmatario, proponente, attore, coordinamento",coordinamento,True,True,True,False,False,True,True,False,False,comune di lecco,comuni,lecco,lecco,lombardia,"firmatario, proponente, attore, coordinamento",comune,7
09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,Comune di Livorno,Comuni,Livorno,Livorno,LI,Toscana,049009,049,09,comune,43.552232,10.308057,"attore, coordinamento",coordinamento,False,False,True,False,False,True,True,False,False,comune di livorno,comuni,livorno,livorno,toscana,"attore, coordinamento",comune,7
03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.txt,Comune di Lodi,Comuni,Lodi,Lodi,LO,Lombardia,098031,098,03,comune,45.314479,9.502812,"firmatario, proponente, attore, coordinamento",coordinamento,True,True,True,False,False,True,True,False,False,comune di lodi,comuni,lodi,lodi,lombardia,"firmatario, proponente, attore, coordinamento",comune,7
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.txt,Comune di Pavia,Comuni,Pavia,Pavia,PV,Lombardia,018110,018,03,comune,45.185033,9.159774,"firmatario, proponente, attore, coordinamento, ente_capofila",coordinamento,True,True,True,False,False,True,True,False,True,comune di pavia,comuni,pavia,pavia,lombardia,"firmatario, proponente, attore, coordinamento, ente_capofila",comune,7
05_2406_rta_05_240919124736_4166---Protocollo_per_contrasto_alla_violenza_di_genere.stamped.txt,Comune di Verona,Comuni,Verona,Verona,VR,Veneto,023091,023,05,comune,45.437917,10.993866,"firmatario, attore, gestione, coordinamento","gestione, coordinamento",True,False,True,True,False,True,True,False,False,comune di verona,comuni,verona,verona,veneto,"firmatario, attore, gestione, coordinamento",comune,7
03_2406_rta_03_240923102947_4166---ProtSOTTOSCRITTO_ReteAntiviolenzaPiuIntegrazioneAprile2024(1).txt,Comunita Montana Valtellina di Morbegno,Altro,Morbegno,Sondrio,SO,Lombardia,014045,014,03,comune,46.130795,9.570366,"firmatario, attore, gestione",gestione,True,False,True,True,False,False,True,False,False,comunita montana valtellina di morbegno,altro,morbegno,sondrio,lombardia,"firmatario, attore, gestione",comune,7
03_2406_rta_03_240923102947_4166---ProtSOTTOSCRITTO_ReteAntiviolenzaPiuIntegrazioneAprile2024(1).txt,Comunita Montana Valtellina di Tirano,Altro,Tirano,Sondrio,SO,Lombardia,014066,014,03,comune,46.215705,10.173566,"firmatario, attore, gestione",gestione,True,False,True,True,False,False,True,False,False,comunita montana valtellina di tirano,altro,tirano,sondrio,lombardia,"firmatario, attore, gestione",comune,7
01_2406_rta_01_240920112211_4166---367772-4-Protocollo_intesa_Completo.txt,Coop. Fiordaliso Soc. Coop. Sociale Onlus,Ente terzo settore - ETS (iscritto al RUNTS),Cuneo,Cuneo,CN,Piemonte,004078,004,01,comune,44.393296,7.551228,"firmatario, attore, gestione",gestione,True,False,True,True,False,False,True,False,False,coop. fiordaliso soc. coop. sociale onlus,ente terzo settore - ets (iscritto al runts),cuneo,cuneo,piemonte,"firmatario, attore, gestione",comune,7
03_2406_rta_03_240924144947_4166---Protocollod'IntesaReteAntiviolenzaIsolaBergamascaeBassaValSanMartino2024.txt,Cooperativa Generazioni Fa,Case Rifugio,Bergamo,Bergamo,BG,Lombardia,016024,016,03,comune,45.694785,9.667711,"firmatario, attore, gestione",gestione,True,False,True,True,False,False,True,False,False,cooperativa generazioni fa,case rifugio,bergamo,bergamo,lombardia,"firmatario, attore, gestione",comune,7
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Cooperativa Polo 9,IMPRESE SOCIALI,Ancona,Ancona,AN,Marche,042002,042,11,comune,43.616739,13.518874,"firmatario, attore, gestione",gestione,True,False,True,True,False,False,True,False,False,cooperativa polo 9,imprese sociali,ancona,ancona,marche,"firmatario, attore, gestione",comune,7
05_2406_rta_05_240919114041_4166---protocollounicorevisionato2024.txt,Cooperativa Samarcanda,IMPRESE SOCIALI,Schio,Vicenza,VI,Veneto,024100,024,05,comune,45.713077,11.356994,"firmatario, gestione",gestione,True,False,False,True,False,False,True,False,False,cooperativa samarcanda,imprese sociali,schio,vicenza,veneto,"firmatario, gestione",comune,7
03_2406_rta_03_240924144947_4166---Protocollod'IntesaReteAntiviolenzaIsolaBergamascaeBassaValSanMartino2024.txt,Cooperativa Sirio,Case Rifugio,Treviglio,Bergamo,BG,Lombardia,016219,016,03,comune,45.521753,9.592709,"firmatario, attore, gestione",gestione,True,False,True,True,False,False,True,False,False,cooperativa sirio,case rifugio,treviglio,bergamo,lombardia,"firmatario, attore, gestione",comune,7
01_2406_rta_01_240904122512_4166---accordoSFD.txt,Cooperativa Sociale Anteo,IMPRESE SOCIALI,Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,"attore, gestione",gestione,False,False,True,True,False,False,True,False,False,cooperativa sociale anteo,imprese sociali,biella,biella,piemonte,"attore, gestione",comune,7
03_2406_rta_03_240923103647_4166---protocolloreteantiviolenzacinisello2019(1).txt,Cooperativa Sociale Onlus La Grande Casa di Sesto San Giovanni,Ente terzo settore - ETS (iscritto al RUNTS),Sesto San Giovanni,Milano,MI,Lombardia,015209,215,03,comune,45.53366,9.236636,"attore, gestione",gestione,False,False,True,True,False,False,True,False,False,cooperativa sociale onlus la grande casa di sesto san giovanni,ente terzo settore - ets (iscritto al runts),sesto san giovanni,milano,lombardia,"attore, gestione",comune,7
03_2406_rta_03_240926114940_4166---ProtocollodiintesaeAllegatoTecnico_SOTTOSCRITTO.txt,Cooperativa Sociale Sirio,IMPRESE SOCIALI,Treviglio,Bergamo,BG,Lombardia,016219,016,03,comune,45.521753,9.592709,"firmatario, attore, gestione",gestione,True,False,True,True,False,False,True,False,False,cooperativa sociale sirio,imprese sociali,treviglio,bergamo,lombardia,"firmatario, attore, gestione",comune,7
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.txt,Cooperativa sociale KORE Onlus,CAV/Centri Antiviolenza,Vigevano,Pavia,PV,Lombardia,018177,018,03,comune,45.317806,8.859904,"firmatario, attore, gestione",gestione,True,False,True,True,False,False,True,False,False,cooperativa sociale kore onlus,cav/centri antiviolenza,vigevano,pavia,lombardia,"firmatario, attore, gestione",comune,7
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.txt,Cooperativa sociale LiberaMente - Percorsi di donne contro la violenza Onlus,CAV/Centri Antiviolenza,Pavia,Pavia,PV,Lombardia,018110,018,03,comune,45.185033,9.159774,"firmatario, attore, gestione",gestione,True,False,True,True,False,False,True,False,False,cooperativa sociale liberamente - percorsi di donne contro la violenza onlus,cav/centri antiviolenza,pavia,pavia,lombardia,"firmatario, attore, gestione",comune,7
12_2406_rta_12_241003094302_4166---4VerbaleIncontroGiorgieLaGinestra-PROTOCOLLO.txt,Cooperativa “La Ginestra”,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Priverno,Latina,LT,Lazio,059019,059,12,comune,41.473501,13.181633,"attore, gestione",gestione,False,False,True,True,False,False,True,False,False,cooperativa “la ginestra”,associazioni di promozione sociale,priverno,latina,lazio,"attore, gestione",comune,7
12_2406_rta_12_241003114137_4166---PROTOCOLLODIINTESAROMAVOLLEYEDD.txt,DIFFERENZA DONNA APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Roma,Roma,RM,Lazio,058091,258,12,comune,41.892984,12.483536,"firmatario, attore, gestione",gestione,True,False,True,True,False,False,True,False,False,differenza donna aps,associazioni di promozione sociale,roma,roma,lazio,"firmatario, attore, gestione",comune,7
"03_2406_rta_03_240923164603_4166---ProtocolloreteantiviolenzaBusto,Gallarate,Saronno,SommaLombardo-2024.txt",Fondazione Felicita Morandi ets,Case Rifugio,Varese,Varese,VA,Lombardia,012133,012,03,comune,45.818492,8.824029,"firmatario, attore, gestione",gestione,True,False,True,True,False,False,True,False,False,fondazione felicita morandi ets,case rifugio,varese,varese,lombardia,"firmatario, attore, gestione",comune,7
03_2406_rta_03_240926144324_4166---Protocollodiintesa.txt,Fondazione Somaschi Onlus,Ente terzo settore - ETS (iscritto al RUNTS),Milano,Milano,MI,Lombardia,015146,215,03,comune,45.466647,9.190648,"firmatario, attore, gestione",gestione,True,False,True,True,False,False,True,False,False,fondazione somaschi onlus,ente terzo settore - ets (iscritto al runts),milano,milano,lombardia,"firmatario, attore, gestione",comune,7
08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,MondoDonna,CAV/Centri Antiviolenza,Bologna,Bologna,BO,Emilia-Romagna,037006,237,08,comune,44.49411,11.341719,"attore, gestione",gestione,False,False,True,True,False,False,True,False,False,mondodonna,cav/centri antiviolenza,bologna,bologna,emilia-romagna,"attore, gestione",comune,7
12_2406_rta_12_240927093424_4166---ProtVMunMerlin.txt,Municipio Roma V,Comuni,Roma,Roma,RM,Lazio,058091,258,12,comune,41.892984,12.483536,"firmatario, proponente, attore, coordinamento",coordinamento,True,True,True,False,False,True,True,False,False,municipio roma v,comuni,roma,roma,lazio,"firmatario, proponente, attore, coordinamento",comune,7
12_2406_rta_12_241003111748_4166---ACCORDOMUNICIPIOROMAVeDIPPARIOPPROMACAPITALE_DD.txt,Municipio Roma V,Comuni,Roma,Roma,RM,Lazio,058091,258,12,comune,41.892984,12.483536,"firmatario, proponente, attore, coordinamento, ente_capofila",coordinamento,True,True,True,False,False,True,True,False,True,municipio roma v,comuni,roma,roma,lazio,"firmatario, proponente, attore, coordinamento, ente_capofila",comune,7
12_2406_rta_12_241003101925_4166---ProtocolloFormazioneObiettivoUomo.txt,Obiettivo Uomo Societa Cooperativa Sociale Ets,IMPRESE SOCIALI,Roma,Roma,RM,Lazio,058091,258,12,comune,41.892984,12.483536,"firmatario, attore, gestione",gestione,True,False,True,True,False,False,True,False,False,obiettivo uomo societa cooperativa sociale ets,imprese sociali,roma,roma,lazio,"firmatario, attore, gestione",comune,7
07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,Opera Diocesana Madonna dei Bambini Villaggio del Ragazzo,Case Rifugio,Chiavari,Genova,GE,Liguria,010015,210,07,comune,44.316722,9.324047,"firmatario, attore, gestione",gestione,True,False,True,True,False,False,True,False,False,opera diocesana madonna dei bambini villaggio del ragazzo,case rifugio,chiavari,genova,liguria,"firmatario, attore, gestione",comune,7
03_2406_rta_03_240918153240_4166---Protocollod'intesaperl'IstituzionediunSistemaTerritorialeAntiviolenzainReteconAddendumSindacati.txt,Ordine degli Avvocati della provincia di Lecco,Ordine avvocati,Lecco,Lecco,LC,Lombardia,097042,097,03,provincia,45.845166,9.369822,"firmatario, proponente, attore, monitoraggio",monitoraggio,True,True,True,False,True,False,True,False,False,ordine degli avvocati della provincia di lecco,ordine avvocati,lecco,lecco,lombardia,"firmatario, proponente, attore, monitoraggio",provincia,7
16_bat_convenzione CAV - ASL BT.txt,Osservatorio Giulia e Rossella,ALTRI ENTI DEL TERZO SETTORE,Barletta,Barletta-Andria-Trani,BT,Puglia,110002,110,16,comune,41.32021,16.279692,"firmatario, attore, gestione",gestione,True,False,True,True,False,False,True,False,False,osservatorio giulia e rossella,altri enti del terzo settore,barletta,barletta-andria-trani,puglia,"firmatario, attore, gestione",comune,7
03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.txt,PREFETTURA DI BRESCIA,Prefettura,Brescia,Brescia,BS,Lombardia,017029,017,03,comune,45.539935,10.219113,"firmatario, attore, coordinamento",coordinamento,True,False,True,False,False,True,True,False,False,prefettura di brescia,prefettura,brescia,brescia,lombardia,"firmatario, attore, coordinamento",comune,7
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Prefettura di Ancona,Prefettura,Ancona,Ancona,AN,Marche,042002,042,11,comune,43.616739,13.518874,"firmatario, attore, coordinamento",coordinamento,True,False,True,False,False,True,True,False,False,prefettura di ancona,prefettura,ancona,ancona,marche,"firmatario, attore, coordinamento",comune,7
09_AREZZO Prot_2024-2026.txt,Prefettura di Arezzo,Prefettura,Arezzo,Arezzo,AR,Toscana,051002,051,09,comune,43.466757,11.882063,"firmatario, attore, coordinamento",coordinamento,True,False,True,False,False,True,True,False,False,prefettura di arezzo,prefettura,arezzo,arezzo,toscana,"firmatario, attore, coordinamento",comune,7
18_2406_rta_18_240926103211_4166---PROTOCOLLOviolasottoscritto.txt,Prefettura di Cosenza,Prefettura,Cosenza,Cosenza,CS,Calabria,078045,078,18,comune,39.293174,16.256247,"firmatario, proponente, attore, coordinamento",coordinamento,True,True,True,False,False,True,True,False,False,prefettura di cosenza,prefettura,cosenza,cosenza,calabria,"firmatario, proponente, attore, coordinamento",comune,7
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.txt,Prefettura di Cremona,Prefettura,Cremona,Cremona,CR,Lombardia,019036,019,03,comune,45.133367,10.024209,"firmatario, proponente, attore, coordinamento",coordinamento,True,True,True,False,False,True,True,False,False,prefettura di cremona,prefettura,cremona,cremona,lombardia,"firmatario, proponente, attore, coordinamento",comune,7
08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,Prefettura di Ferrara,Prefettura,Ferrara,Ferrara,FE,Emilia-Romagna,038008,038,08,comune,44.836014,11.618745,"firmatario, proponente, attore, coordinamento",coordinamento,True,True,True,False,False,True,True,False,False,prefettura di ferrara,prefettura,ferrara,ferrara,emilia-romagna,"firmatario, proponente, attore, coordinamento",comune,7
03_2406_rta_03_240918153240_4166---Protocollod'intesaperl'IstituzionediunSistemaTerritorialeAntiviolenzainReteconAddendumSindacati.txt,Prefettura di Lecco,Prefettura,Lecco,Lecco,LC,Lombardia,097042,097,03,comune,45.855317,9.393736,"firmatario, proponente, attore, coordinamento",coordinamento,True,True,True,False,False,True,True,False,False,prefettura di lecco,prefettura,lecco,lecco,lombardia,"firmatario, proponente, attore, coordinamento",comune,7
16_taranto_protocollo Prefettura ProvinciaTaranto.txt,Prefettura di Taranto,Prefettura,Taranto,Taranto,TA,Puglia,073027,073,16,comune,40.47344,17.232572,"firmatario, attore, coordinamento",coordinamento,True,False,True,False,False,True,True,False,False,prefettura di taranto,prefettura,taranto,taranto,puglia,"firmatario, attore, coordinamento",comune,7
03_2406_rta_03_240918151606_4166---A_RetePavia_Protocollo2021_e_Integrazioni2023_firmato_compressed.txt,Prefettura — Ufficio Territoriale del Governo di Pavia,Prefettura,Pavia,Pavia,PV,Lombardia,018110,018,03,comune,45.185033,9.159774,"firmatario, proponente, attore, coordinamento",coordinamento,True,True,True,False,False,True,True,False,False,prefettura — ufficio territoriale del governo di pavia,prefettura,pavia,pavia,lombardia,"firmatario, proponente, attore, coordinamento",comune,7
06_2406_rta_06_240916164102_4166---protocollopordenoneprefettura.txt,Prefettura-UTG di Pordenone,Prefettura,Pordenone,Pordenone,PN,Friuli-Venezia Giulia,093033,093,06,comune,45.954196,12.660075,"firmatario, attore, coordinamento",coordinamento,True,False,True,False,False,True,True,False,False,prefettura-utg di pordenone,prefettura,pordenone,pordenone,friuli-venezia giulia,"firmatario, attore, coordinamento",comune,7
11_2406_rta_11_240911113235_4166---MacerataProtocollo2019_2022Firmato.txt,Prefettura-Ufficio Territoriale del Governo di Macerata,Prefettura,Macerata,Macerata,MC,Marche,043023,043,11,comune,43.300217,13.453122,"firmatario, proponente, attore, coordinamento",coordinamento,True,True,True,False,False,True,True,False,False,prefettura-ufficio territoriale del governo di macerata,prefettura,macerata,macerata,marche,"firmatario, proponente, attore, coordinamento",comune,7
01_2406_rta_01_240904120005_4166---protocollo.txt,Presidio Ospedaliero di Biella,"Ospedale (Pronto soccorso, ecc.)",Biella,Biella,BI,Piemonte,096004,096,01,comune,45.566565,8.053801,"attore, gestione",gestione,False,False,True,True,False,False,True,False,False,presidio ospedaliero di biella,"ospedale (pronto soccorso, ecc.)",biella,biella,piemonte,"attore, gestione",comune,7
09_AREZZO Prot_2024-2026.txt,Provincia di Arezzo,Province/Città metropolitane,Arezzo,Arezzo,AR,Toscana,051002,051,09,provincia,43.554544,11.817202,"firmatario, attore, coordinamento",coordinamento,True,False,True,False,False,True,True,False,False,provincia di arezzo,province/città metropolitane,arezzo,arezzo,toscana,"firmatario, attore, coordinamento",provincia,7
16_2406_rta_16_250409174252_4166---Protocollo_Intesa_LARA.txt,Provincia di Brindisi,Province/Città metropolitane,Brindisi,Brindisi,BR,Puglia,074001,074,16,provincia,40.575923,17.715728,"firmatario, proponente, attore, coordinamento",coordinamento,True,True,True,False,False,True,True,False,False,provincia di brindisi,province/città metropolitane,brindisi,brindisi,puglia,"firmatario, proponente, attore, coordinamento",provincia,7
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.txt,Provincia di Cremona,Province/Città metropolitane,Cremona,Cremona,CR,Lombardia,019036,019,03,provincia,45.249852,9.944359,"firmatario, proponente, attore, coordinamento",coordinamento,True,True,True,False,False,True,True,False,False,provincia di cremona,province/città metropolitane,cremona,cremona,lombardia,"firmatario, proponente, attore, coordinamento",provincia,7
09_GROSSETO 2022 fpdf.txt,Provincia di Grosseto,Province/Città metropolitane,Grosseto,Grosseto,GR,Toscana,053011,053,09,provincia,42.789009,11.269392,"attore, coordinamento",coordinamento,False,False,True,False,False,True,True,False,False,provincia di grosseto,province/città metropolitane,grosseto,grosseto,toscana,"attore, coordinamento",provincia,7
03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.txt,Provincia di Lodi,Province/Città metropolitane,Lodi,Lodi,LO,Lombardia,098031,098,03,provincia,45.242887,9.558529,"firmatario, proponente, attore, coordinamento",coordinamento,True,True,True,False,False,True,True,False,False,provincia di lodi,province/città metropolitane,lodi,lodi,lombardia,"firmatario, proponente, attore, coordinamento",provincia,7
09_LUCCA PROV.txt,Provincia di Lucca,Province/Città metropolitane,Lucca,Lucca,LU,Toscana,046017,046,09,provincia,44.022526,10.409582,"firmatario, proponente, attore, coordinamento",coordinamento,True,True,True,False,False,True,True,False,False,provincia di lucca,province/città metropolitane,lucca,lucca,toscana,"firmatario, proponente, attore, coordinamento",provincia,7
16_bat_convenzione CAV - ASL BT.txt,RISCOPRIRSI... - APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Andria,Barletta-Andria-Trani,BT,Puglia,110001,110,16,comune,41.227106,16.295272,"firmatario, attore, gestione",gestione,True,False,True,True,False,False,True,False,False,riscoprirsi... - aps,associazioni di promozione sociale,andria,barletta-andria-trani,puglia,"firmatario, attore, gestione",comune,7
12_2406_rta_12_241009125640_4166---7.accordo.txt,Replay Network aps,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Roma,Roma,RM,Lazio,058091,258,12,comune,41.892984,12.483536,"firmatario, attore, coordinamento",coordinamento,True,False,True,False,False,True,True,False,False,replay network aps,associazioni di promozione sociale,roma,roma,lazio,"firmatario, attore, coordinamento",comune,7
01_2406_rta_01_241018142716_4166---protocolloreteVC.txt,Rete Vercellese Antiviolenza,Altro,Vercelli,Vercelli,VC,Piemonte,002158,002,01,comune,45.323985,8.423214,coordinamento,coordinamento,False,False,False,False,False,True,True,False,False,rete vercellese antiviolenza,altro,vercelli,vercelli,piemonte,coordinamento,comune,7
12_2406_rta_12_241004114912_4166---ProtocolloRetePrantiviolenzaFrosinone.txt,Risorse Donna APS,CAV/Centri Antiviolenza,Sora,Frosinone,FR,Lazio,060074,060,12,comune,41.720079,13.613681,"firmatario, attore, gestione",gestione,True,False,True,True,False,False,True,False,False,risorse donna aps,cav/centri antiviolenza,sora,frosinone,lazio,"firmatario, attore, gestione",comune,7
08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,Rompi il silenzio ONLUS,CAV/Centri Antiviolenza,Rimini,Rimini,RN,Emilia-Romagna,099014,099,08,comune,44.060821,12.565231,"attore, gestione",gestione,False,False,True,True,False,False,True,False,False,rompi il silenzio onlus,cav/centri antiviolenza,rimini,rimini,emilia-romagna,"attore, gestione",comune,7
08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,SOS Donna,CAV/Centri Antiviolenza,Faenza,Ravenna,RA,Emilia-Romagna,039010,039,08,comune,44.285523,11.8825,"attore, gestione",gestione,False,False,True,True,False,False,True,False,False,sos donna,cav/centri antiviolenza,faenza,ravenna,emilia-romagna,"attore, gestione",comune,7
06_2406_rta_06_240916164122_4166---prot_n_0119980_2024_Accordo(firmato).txt,Servizio Servizi Sociali del Comune di Udine,Servizi sociali comunali,Udine,Udine,UD,Friuli-Venezia Giulia,030129,030,06,comune,46.063348,13.23543,"firmatario, attore, gestione",gestione,True,False,True,True,False,False,True,False,False,servizio servizi sociali del comune di udine,servizi sociali comunali,udine,udine,friuli-venezia giulia,"firmatario, attore, gestione",comune,7
01_2406_rta_01_241003113501_4166---CCVD1deliberaprotocolloccvd-2024eall1prot.txt,Servizio competente in materia di Pari Opportunità della Città di Torino,Altro,Torino,Torino,TO,Piemonte,001272,201,01,comune,45.073289,7.680696,"firmatario, proponente, attore, coordinamento",coordinamento,True,True,True,False,False,True,True,False,False,servizio competente in materia di pari opportunità della città di torino,altro,torino,torino,piemonte,"firmatario, proponente, attore, coordinamento",comune,7
