id_rete,file,titolo_rete,regione,provincia,nome_soggetto,tipo_dettaglio,macro_tipologia,ruolo_proponente,ruolo_attore,ruolo_testo,comune_soggetto,sigla_provincia,codice_regione,codice_provincia,fonte_tipo,note
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Procura della Repubblica minorile,Procura Minorile/Tribunale minorile,Settore Giudiziario,0,0,,,,,,Procura Minorile/Tribunale minorile,
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Liguria,Genova,Procura del Tribunale dei Minori di Genova,Procura Minorile/Tribunale minorile,Settore Giudiziario,0,0,,Genova,GE,07,210,Procura Minorile/Tribunale minorile,
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Centro Antiviolenza Centro Donna Lunigiana,CAV,CAV e Case Rifugio,0,1,firmatario;attore,,,,,CAV/Centri Antiviolenza,Detto anche Centro Donna Lunigiana
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Centro di Ascolto C.I.F. di Carrara,Centri/Sportelli di ascolto,Altro,0,1,firmatario;attore,Carrara,MS,09,045,Centri/Sportelli di ascolto,CIF = Centro Italiano Femminile
rete_0002,09_APUANE_2015 Protocollo Prefettura.txt,09_APUANE_2015 Protocollo Prefettura.txt,Toscana,Massa-Carrara,Centro Antiviolenza Centro Donna Carrara,CAV,CAV e Case Rifugio,0,1,firmatario;attore,Carrara,MS,09,045,CAV/Centri Antiviolenza,
rete_0003,09_AREZZO Prot_2024-2026.txt,09_AREZZO Prot_2024-2026.txt,Toscana,Arezzo,Prefettura di Arezzo,Prefettura,Settore Giudiziario,0,1,firmatario;attore,Arezzo,AR,09,051,Prefettura,Firmatario protocollo; co-coordinamento Tavolo Provinciale
rete_0003,09_AREZZO Prot_2024-2026.txt,09_AREZZO Prot_2024-2026.txt,Toscana,Arezzo,Provincia di Arezzo,Province/Città metropolitane,Province/Città metropolitane,0,1,firmatario;attore,Arezzo,AR,09,051,Province/Città metropolitane,Firmatario protocollo; Coordinatore della Rete Antiviolenza
rete_0003,09_AREZZO Prot_2024-2026.txt,09_AREZZO Prot_2024-2026.txt,Toscana,Arezzo,Tribunale di Arezzo,Procura Ordinaria/Tribunale/Corte d'appello,Altro,0,1,firmatario;attore,Arezzo,AR,09,051,Procura Ordinaria/Tribunale/Corte d'appello,Firmatario protocollo
rete_0003,09_AREZZO Prot_2024-2026.txt,09_AREZZO Prot_2024-2026.txt,Toscana,Arezzo,Procura della Repubblica presso il Tribunale di Arezzo,Procura Ordinaria/Tribunale/Corte d'appello,Altro,0,1,firmatario;attore,Arezzo,AR,09,051,Procura Ordinaria/Tribunale/Corte d'appello,Firmatario protocollo
rete_0003,09_AREZZO Prot_2024-2026.txt,09_AREZZO Prot_2024-2026.txt,Toscana,Arezzo,Azienda USL Toscana Sud Est,ASL (consultori familiari e altri servizi territoriali),Settore Sanitario,0,1,firmatario;attore,,,,,ASL (consultori familiari e altri servizi territoriali),Firmatario protocollo
rete_0003,09_AREZZO Prot_2024-2026.txt,09_AREZZO Prot_2024-2026.txt,Toscana,Arezzo,Ufficio Scolastico Regionale per la Toscana Ambito Territoriale della Provincia di Arezzo Ufficio VI,Scuole/Ufficio scolastico provinciale e regionale,Settore Educativo,0,1,firmatario;attore,Arezzo,AR,09,051,Scuole/Ufficio scolastico provinciale e regionale,Firmatario protocollo
rete_0003,09_AREZZO Prot_2024-2026.txt,09_AREZZO Prot_2024-2026.txt,Toscana,Arezzo,Conferenza dei Sindaci della Zona Aretina,Comuni,Servizi Comunali,0,1,firmatario;attore,,,,,Comuni,Firmatario protocollo - organismo rappresentativo comuni zona
rete_0003,09_AREZZO Prot_2024-2026.txt,09_AREZZO Prot_2024-2026.txt,Toscana,Arezzo,Conferenza Zonale dei Sindaci del Casentino/Unione dei Comuni Montani del Casentino,Comuni,Servizi Comunali,0,1,firmatario;attore,,,,,Comuni,Firmatario protocollo - organismo rappresentativo comuni zona
rete_0003,09_AREZZO Prot_2024-2026.txt,09_AREZZO Prot_2024-2026.txt,Toscana,Arezzo,Conferenza Zonale dei Sindaci del Valdarno,Comuni,Servizi Comunali,0,1,firmatario;attore,,,,,Comuni,Firmatario protocollo - organismo rappresentativo comuni zona
rete_0003,09_AREZZO Prot_2024-2026.txt,09_AREZZO Prot_2024-2026.txt,Toscana,Arezzo,Conferenza Zonale dei Sindaci della Valdichiana Aretina,Comuni,Servizi Comunali,0,1,firmatario;attore,,,,,Comuni,Firmatario protocollo - organismo rappresentativo comuni zona
rete_0003,09_AREZZO Prot_2024-2026.txt,09_AREZZO Prot_2024-2026.txt,Toscana,Arezzo,Conferenza Zonale dei Sindaci della Valtiberina Toscana/Unione Montana dei Comuni della Valtiberina Toscana,Comuni,Servizi Comunali,0,1,firmatario;attore,,,,,Comuni,Firmatario protocollo - organismo rappresentativo comuni zona
rete_0003,09_AREZZO Prot_2024-2026.txt,09_AREZZO Prot_2024-2026.txt,Toscana,Arezzo,Consigliera Provinciale di Parità,Organismi di parità,Territorio,0,1,firmatario;attore,,,,,Organismi di parità,Firmatario protocollo
rete_0003,09_AREZZO Prot_2024-2026.txt,09_AREZZO Prot_2024-2026.txt,Toscana,Arezzo,Associazione “Pronto Donna” Centro Antiviolenza,CAV,CAV e Case Rifugio,0,1,firmatario;attore,,,,,CAV/Centri Antiviolenza,Firmatario protocollo
rete_0003,09_AREZZO Prot_2024-2026.txt,09_AREZZO Prot_2024-2026.txt,Toscana,Arezzo,Comune di Arezzo,Comuni,Servizi Comunali,0,1,firmatario;attore,Arezzo,AR,09,051,Comuni,Citato tra soggetti storici dei precedenti protocolli
rete_0003,09_AREZZO Prot_2024-2026.txt,09_AREZZO Prot_2024-2026.txt,Toscana,Arezzo,Azienda Usl n. 8,ASL (consultori familiari e altri servizi territoriali),Settore Sanitario,0,0,,,,,,ASL (consultori familiari e altri servizi territoriali),Citato come soggetto storico dei protocolli precedenti
rete_0003,09_AREZZO Prot_2024-2026.txt,09_AREZZO Prot_2024-2026.txt,Toscana,Arezzo,Ufficio Scolastico Territoriale di Arezzo,Scuole/Ufficio scolastico provinciale e regionale,Settore Educativo,0,0,,Arezzo,AR,09,051,Scuole/Ufficio scolastico provinciale e regionale,Citato come soggetto storico dei protocolli precedenti
rete_0003,09_AREZZO Prot_2024-2026.txt,09_AREZZO Prot_2024-2026.txt,Toscana,Arezzo,Ufficio Scolastico Provinciale di Arezzo,Scuole/Ufficio scolastico provinciale e regionale,Settore Educativo,0,0,,Arezzo,AR,09,051,Scuole/Ufficio scolastico provinciale e regionale,Citato come soggetto storico dei protocolli precedenti e indicato per azioni di formazione
rete_0003,09_AREZZO Prot_2024-2026.txt,09_AREZZO Prot_2024-2026.txt,Toscana,Arezzo,Ufficio delle Consigliere di Parità per la Provincia di Arezzo,Organismi di parità,Territorio,0,1,firmatario;attore,Arezzo,AR,09,051,Organismi di parità,Citato come soggetto storico dei protocolli precedenti
rete_0003,09_AREZZO Prot_2024-2026.txt,09_AREZZO Prot_2024-2026.txt,Toscana,Arezzo,Zone Socio-Sanitarie,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Settore Sanitario,0,0,,,,,,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","Citato come rappresentanza Comuni, firmatario storico protocolli"
rete_0003,09_AREZZO Prot_2024-2026.txt,09_AREZZO Prot_2024-2026.txt,Toscana,Arezzo,FF.OO.,Carabinieri/Polizia/altre forze dell'ordine,Altro,0,0,,,,,,Carabinieri/Polizia/altre forze dell'ordine,Forze dell’ordine indicate tra i soggetti rappresentati dalla Prefettura
rete_0003,09_AREZZO Prot_2024-2026.txt,09_AREZZO Prot_2024-2026.txt,Toscana,Arezzo,Questura di Arezzo,Questura,Settore Giudiziario,0,0,,Arezzo,AR,09,051,Questura,Presa d’atto finale protocollo
rete_0003,09_AREZZO Prot_2024-2026.txt,09_AREZZO Prot_2024-2026.txt,Toscana,Arezzo,Comando Provinciale dei Carabinieri di Arezzo,Carabinieri/Polizia/altre forze dell'ordine,Altro,0,0,,Arezzo,AR,09,051,Carabinieri/Polizia/altre forze dell'ordine,Presa d’atto finale protocollo
rete_0003,09_AREZZO Prot_2024-2026.txt,09_AREZZO Prot_2024-2026.txt,Toscana,Arezzo,Comando Provinciale della Guardia di Finanza di Arezzo,Carabinieri/Polizia/altre forze dell'ordine,Altro,0,0,,Arezzo,AR,09,051,Carabinieri/Polizia/altre forze dell'ordine,Presa d’atto finale protocollo
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Societa della Salute Firenze,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Settore Sanitario,0,1,firmatario;attore,,,,,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Partner del Programma La Rete di Nicoletta
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Comune di Firenze,Comuni,Servizi Comunali,0,1,firmatario;attore,Firenze,FI,09,248,Comuni,Partner del Programma La Rete di Nicoletta
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Societa della Salute Mugello,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Settore Sanitario,0,1,firmatario;attore,,,,,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Partner del Programma La Rete di Nicoletta
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Societa della Salute Fiorentina Nord Ovest,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Settore Sanitario,0,1,firmatario;attore,,,,,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Partner del Programma La Rete di Nicoletta
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Societa della Salute Fiorentina Sud Est,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Settore Sanitario,0,1,firmatario;attore,,,,,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Partner del Programma La Rete di Nicoletta
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Citta Metropolitana di Firenze,Province/Città metropolitane,Province/Città metropolitane,0,1,firmatario;attore,Firenze,FI,09,248,Province/Città metropolitane,Partner del Programma La Rete di Nicoletta
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Centro Antiviolenza Associazione Artemisia APS,CAV,CAV e Case Rifugio,0,1,firmatario;attore,,,,,CAV/Centri Antiviolenza,Partner del Programma La Rete di Nicoletta
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Centro antiviolenza Artemisia,CAV,CAV e Case Rifugio,0,1,attore,Firenze,FI,09,248,CAV/Centri Antiviolenza,"CAV accreditato e inserito nel registro regionale dei Centri Antiviolenza per l’Area Metropolitana fiorentina, gestisce 11 sportelli territoriali"
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Codice Rosa,Altro,Altro,0,1,attore,,,,,Altro,Rete socio-sanitaria per vittime di violenza di genere; partner esterno coinvolto nelle linee di indirizzo
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Comune di Firenze: Servizi sociali,Servizi sociali comunali,Servizi Comunali,0,1,firmatario;attore,Firenze,FI,09,248,Servizi sociali comunali,Attori coinvolti nelle linee di indirizzo
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Comune di Firenze: Area Tutela Valery,Servizi sociali comunali,Servizi Comunali,0,1,firmatario;attore,Firenze,FI,09,248,Servizi sociali comunali,"Presente solo nel Comune di Firenze, consulenza specialistica e gestione diretta delle situazioni di violenza"
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Quartiere 5 del Comune di Firenze,Comuni,Servizi Comunali,0,1,firmatario;attore,Firenze,FI,09,248,Comuni,Sede di uno degli sportelli territoriali Artemisia
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Barberino del Mugello,Comuni,Servizi Comunali,0,0,,Barberino del Mugello,,,,Comuni,Sede di uno degli sportelli territoriali Artemisia
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Borgo San Lorenzo,Comuni,Servizi Comunali,0,0,,Borgo San Lorenzo,FI,09,248,Comuni,Sede di uno degli sportelli territoriali Artemisia
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Campi Bisenzio,Comuni,Servizi Comunali,0,0,,Campi Bisenzio,FI,09,248,Comuni,Sede di uno degli sportelli territoriali Artemisia
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Sesto Fiorentino,Comuni,Servizi Comunali,0,0,,Sesto Fiorentino,FI,09,248,Comuni,Sede di uno degli sportelli territoriali Artemisia
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Lastra a Signa,Comuni,Servizi Comunali,0,0,,Lastra a Signa,FI,09,248,Comuni,Sede di uno degli sportelli territoriali Artemisia
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Scandicci,Comuni,Servizi Comunali,0,0,,Scandicci,FI,09,248,Comuni,Sede di uno degli sportelli territoriali Artemisia
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Tavarnelle Val di Pesa,Comuni,Servizi Comunali,0,0,,Tavarnelle Val di Pesa,,,,Comuni,Sede di uno degli sportelli territoriali Artemisia
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,San Casciano Val di Pesa,Comuni,Servizi Comunali,0,0,,San Casciano Val di Pesa,,,,Comuni,Sede di uno degli sportelli territoriali Artemisia
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Figline e Incisa Valdarno,Comuni,Servizi Comunali,0,0,,Figline e Incisa Valdarno,FI,09,248,Comuni,Sede di uno degli sportelli territoriali Artemisia
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Pontassieve,Comuni,Servizi Comunali,0,0,,Pontassieve,FI,09,248,Comuni,Sede di uno degli sportelli territoriali Artemisia
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Servizi sociali,Servizi sociali comunali,Servizi Comunali,0,1,attore,,,,,Servizi sociali comunali,"Attori territoriali di varie aree (Fiorentina Nord Ovest, Fiorentina Sud Est, Mugello, Comune di Firenze)"
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Fiorentina Nord Ovest: Servizi sociali,Servizi sociali comunali,Servizi Comunali,0,1,attore,,,,,Servizi sociali comunali,Attori coinvolti nelle linee di indirizzo
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Fiorentina Sud Est: Servizi sociali,Servizi sociali comunali,Servizi Comunali,0,1,attore,,,,,Servizi sociali comunali,Attori coinvolti nelle linee di indirizzo
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Mugello: Servizi sociali,Servizi sociali comunali,Servizi Comunali,0,1,attore,,,,,Servizi sociali comunali,Attori coinvolti nelle linee di indirizzo
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Fiorentina Nord Ovest: Codice Rosa,Altro,Altro,0,1,attore,,,,,Altro,Attori coinvolti nelle linee di indirizzo
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Fiorentina Sud Est: Codice Rosa,Altro,Altro,0,1,attore,,,,,Altro,Attori coinvolti nelle linee di indirizzo
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Mugello: Codice Rosa,Altro,Altro,0,1,attore,,,,,Altro,Attori coinvolti nelle linee di indirizzo
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,SEUS - Servizio emergenza urgenza sociale,Altro,Altro,0,1,attore,,,,,Altro,Opera nelle fasi di post emergenza per la trasmissione dossier
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Referente Emergenza Sociale (RES) di zona,Altro,Altro,0,1,attore,,,,,Altro,Figura operativa
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,CAM Centro Uomini Maltrattanti,"Associazioni che si occupano di programmi di prevenzione, recupero e trattamento per uomini maltrattanti",Altro,0,0,,,,,,"Associazioni che si occupano di programmi di prevenzione, recupero e trattamento per uomini maltrattanti",Indicato per percorsi con uomini autori di violenza
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Autorita giudiziaria,Procura Ordinaria/Tribunale/Corte d'appello,Altro,0,0,,,,,,Procura Ordinaria/Tribunale/Corte d'appello,Destinatario di segnalazioni e interlocutore nei percorsi
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Procura minorile,Procura Minorile/Tribunale minorile,Settore Giudiziario,0,0,,,,,,Procura Minorile/Tribunale minorile,Destinatario di segnalazioni e interlocutore nei percorsi
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Tribunale Ordinario,Procura Ordinaria/Tribunale/Corte d'appello,Altro,0,0,,,,,,Procura Ordinaria/Tribunale/Corte d'appello,Destinatario di segnalazioni e interlocutore nei percorsi
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Presidente del Tribunale,Procura Ordinaria/Tribunale/Corte d'appello,Altro,0,0,,,,,,Procura Ordinaria/Tribunale/Corte d'appello,Puo fissare udienza e acquisire relazioni dei servizi
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,Regione Toscana,Regioni/Province Autonome,Regioni/Province Autonome,0,0,,,,,,Regioni/Province Autonome,"Fondi per il programma, revisione del documento"
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,European Society Stress Traumatic Studies,Altro,Altro,0,0,,,,,,Altro,Riferimento per le linee guida su interventi
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,OMS,Altro,Altro,0,0,,,,,,Altro,Riferimento per le linee guida su interventi
rete_0004,09_FIRENZE Linee-di-indirizzo2024.txt,09_FIRENZE Linee-di-indirizzo2024.txt,Toscana,Firenze,CISMAI,Altro,Altro,0,0,,,,,,Altro,"Associazione per la tutela minori, linee guida sugli incontri protetti"
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,Provincia di Grosseto,Province/Città metropolitane,Province/Città metropolitane,0,1,attore,Grosseto,GR,09,053,Province/Città metropolitane,Coordinatore della Rete antiviolenza
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,Azienda USL Toscana Sud est,ASL (consultori familiari e altri servizi territoriali),Settore Sanitario,0,1,attore,,,,,ASL (consultori familiari e altri servizi territoriali),
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,Centro antiviolenza “Olympia de Gouges” di Grosseto e Orbetello,CAV,CAV e Case Rifugio,0,1,attore,,,,,CAV/Centri Antiviolenza,
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,Centro antiviolenza “Tutto é vita - Elisabetta Fiorilli” Grosseto,CAV,CAV e Case Rifugio,0,1,attore,Grosseto,GR,09,053,CAV/Centri Antiviolenza,
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,Comune di Campagnatico,Comuni,Servizi Comunali,0,1,attore,Campagnatico,GR,09,053,Comuni,
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,Comune di Capalbio,Comuni,Servizi Comunali,0,1,attore,Capalbio,GR,09,053,Comuni,
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,Comune di Castiglione della Pescaia,Comuni,Servizi Comunali,0,1,attore,Castiglione della Pescaia,GR,09,053,Comuni,
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,Comune di Cinigiano,Comuni,Servizi Comunali,0,1,attore,Cinigiano,GR,09,053,Comuni,
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,Comune di Civitella Paganico,Comuni,Servizi Comunali,0,1,attore,Civitella Paganico,GR,09,053,Comuni,
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,Comune di Follonica,Comuni,Servizi Comunali,0,1,attore,Follonica,GR,09,053,Comuni,
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,Comune di Gavorrano,Comuni,Servizi Comunali,0,1,attore,Gavorrano,GR,09,053,Comuni,
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,Comune di Grosseto,Comuni,Servizi Comunali,0,1,attore,Grosseto,GR,09,053,Comuni,
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,Comune di Isola del Giglio,Comuni,Servizi Comunali,0,1,attore,Isola del Giglio,GR,09,053,Comuni,
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,Comune di Magliano in Toscana,Comuni,Servizi Comunali,0,1,attore,Magliano in Toscana,GR,09,053,Comuni,
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,Comune di Manciano,Comuni,Servizi Comunali,0,1,attore,Manciano,GR,09,053,Comuni,
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,Comune di Massa Marittima,Comuni,Servizi Comunali,0,1,attore,Massa Marittima,GR,09,053,Comuni,
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,Comune di Monte Argentario,Comuni,Servizi Comunali,0,1,attore,Monte Argentario,GR,09,053,Comuni,
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,Comune di Monterotondo Marittimo,Comuni,Servizi Comunali,0,1,attore,Monterotondo Marittimo,GR,09,053,Comuni,
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,Comune di Montieri,Comuni,Servizi Comunali,0,1,attore,Montieri,GR,09,053,Comuni,
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,Comune di Orbetello,Comuni,Servizi Comunali,0,1,attore,Orbetello,GR,09,053,Comuni,
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,Comune di Pitigliano,Comuni,Servizi Comunali,0,1,attore,Pitigliano,GR,09,053,Comuni,
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,Comune di Scansano,Comuni,Servizi Comunali,0,1,attore,Scansano,GR,09,053,Comuni,
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,Comune di Scarlino,Comuni,Servizi Comunali,0,1,attore,Scarlino,GR,09,053,Comuni,
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,Unione dei comuni Montani Amiata Grossetana,Unione dei Comuni,Altro,0,1,attore,,GR,09,053,Comuni,
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,Comune di Sorano,Comuni,Servizi Comunali,0,1,attore,Sorano,GR,09,053,Comuni,
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,Centro Antiviolenza di Grosseto,CAV,CAV e Case Rifugio,0,1,attore,Grosseto,GR,09,053,CAV/Centri Antiviolenza,Articolazione di Olympia de Gouges
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,Centro Antiviolenza di Orbetello,CAV,CAV e Case Rifugio,0,1,attore,Orbetello,GR,09,053,CAV/Centri Antiviolenza,Articolazione di Olympia de Gouges
rete_0005,09_GROSSETO 2022 fpdf.txt,09_GROSSETO 2022 fpdf.txt,Toscana,Grosseto,Centro antiviolenza di Mantepescali,CAV,CAV e Case Rifugio,0,1,attore,Mantepescali,,,,CAV/Centri Antiviolenza,Articolazione di Tutto é vita - Elisabetta Fiorilli
