regione_codice,regione,provincia_finale,comune_finale,nome_canonico,tipo_standard,codice_aggregazione_2,descrizione_aggregazione_2,stato_osservazione,files,n_record_aggregati
09,Toscana,Massa-Carrara,Massa,Associazione A.R.P.A,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,09_APUANE_2015 Protocollo Prefettura.txt,1
09,Toscana,Siena,Montepulciano,Associazione Amica Donna,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,1
09,Toscana,Firenze,Castelfiorentino,Associazione Atelier Vantaggio Donna,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
09,Toscana,Massa-Carrara,Carrara,Associazione C.LF,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,09_APUANE_2015 Protocollo Prefettura.txt,1
08,Emilia-Romagna,Forli-Cesena,Cesena,Associazione Centro di Aiuto alla Vita di Cesena,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
09,Toscana,Pisa,Pisa,Associazione Donne In Movimento,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,09_PISA PREF E PROV.txt,1
09,Toscana,Pisa,Pontedera,Associazione Eunice,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,09_PISA PREF E PROV.txt,1
08,Emilia-Romagna,Forli-Cesena,Cesena,Associazione Grazia e Pace,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
08,Emilia-Romagna,Modena,Modena,Associazione Gruppo Donne e Giustizia,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
09,Toscana,Livorno,Livorno,Associazione LUI APS,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,1
09,Toscana,Pisa,Pomarance,Associazione Le Amiche di Mafalda,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,09_PISA PREF E PROV.txt,1
08,Emilia-Romagna,Forli-Cesena,Cesena,Associazione Mater Caritatis,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
08,Emilia-Romagna,Bologna,Bologna,Associazione MondoDonna Onlus,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,1
09,Toscana,Grosseto,Grosseto,Associazione Olympia de Gouges,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,09_GROSSETO 2022 fpdf.txt,1
09,Toscana,,,Associazione P.A. Humanitas,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,09_GROSSETO 2022 fpdf.txt,1
08,Emilia-Romagna,,,Associazione Per le Donne,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
09,Toscana,Livorno,Livorno,Associazione Psicosfera,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,1
09,Toscana,Livorno,Livorno,Associazione Randi APS,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,1
08,Emilia-Romagna,Ravenna,Faenza,Associazione SOS Donna,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,1
09,Toscana,,,Associazioni del Terzo Settore,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,09_LUCCA PROV.txt,1
09,Toscana,Firenze,Empoli,Comitato Regionale,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,1
08,Emilia-Romagna,,,Coop.va Sociale Librazione,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
08,Emilia-Romagna,,,Cooperativa Girogirotondo,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
07,Liguria,Genova,Genova,Dono Società cooperativa sociale,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
07,Liguria,Genova,Genova,Fondazione Auxilium,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
08,Emilia-Romagna,,Reggio Emilia,Forum Donne Giuriste di Reggio Emilia,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
07,Liguria,Genova,Genova,Il Biscione Società Cooperativa Sociale,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
07,Liguria,Genova,Genova,Il Cesto Onlus Cooperativa Sociale,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
09,Toscana,Livorno,Livorno,Ippogrifo APS,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,1
07,Liguria,Genova,Genova,Lanza del Vasto Società Cooperativa Sociale,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
01,Piemonte,Torino,Torino,Liberitutti Società Cooperativa Sociale,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
07,Liguria,Genova,Genova,Tl Melograno Cooperativa Sociale Onlus,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
08,Emilia-Romagna,Ferrara,Ferrara,UDI Unione Donne in Italia - Sede di Ferrara,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
08,Emilia-Romagna,Ferrara,Ferrara,Unione Donne in Italia - APS Ferrara,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
09,Toscana,Firenze,Firenze,Unione Europea,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,da_escludere,09_APUANE_2015 Protocollo Prefettura.txt,1
07,Liguria,,,operatori del III settore,Ente terzo settore - ETS (iscritto al RUNTS),8,associazionismo,valido_localizzato,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,1
08,Emilia-Romagna,,,Di.Re - Donne in Rete contro la violenza,Ente terzo settore - ETS (iscritto al RUNTS) costituito da donne per le donne,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
08,Emilia-Romagna,Rimini,Rimini,Avvocati,Ordine avvocati,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
09,Toscana,Siena,Siena,CPO dell'Ordine degli Avvocati di Siena,Ordine avvocati,8,associazionismo,valido_localizzato,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
08,Emilia-Romagna,,,Ordine degli Avvocati,Ordine avvocati,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
08,Emilia-Romagna,Ferrara,Ferrara,Ordine degli Avvocati di Ferrara,Ordine avvocati,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt | 08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,2
08,Emilia-Romagna,,Reggio Emilia,Ordine degli Avvocati di Reggio Emilia,Ordine avvocati,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
09,Toscana,Siena,Siena,Ordine degli Avvocati di Siena,Ordine avvocati,8,associazionismo,valido_localizzato,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
08,Emilia-Romagna,Ferrara,Ferrara,Ordine dei Farmacisti di Ferrara,Ordine medici e odontoiatri e Ordine farmacisti,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
08,Emilia-Romagna,Ferrara,Ferrara,Ordine dei Medici Chirurghi e degli Odontoiatri di Ferrara,Ordine medici e odontoiatri e Ordine farmacisti,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
08,Emilia-Romagna,,,APPC,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
09,Toscana,,,Ascom,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,09_GROSSETO 2022 fpdf.txt,1
08,Emilia-Romagna,Ferrara,Ferrara,Ascom Confcommercio Ferrara,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
08,Emilia-Romagna,,,Associazione Piccoli Proprietari Case,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
08,Emilia-Romagna,,,CGIL,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
08,Emilia-Romagna,Bologna,Bologna,CGIL - Bologna,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,1
09,Toscana,,,CGIL Provinciale,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,09_PISTOIA PROV .txt,1
09,Toscana,,,CIA,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,09_GROSSETO 2022 fpdf.txt,1
08,Emilia-Romagna,,,CISL,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
08,Emilia-Romagna,,,CISL Area metropolitana Bolognese,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,1
09,Toscana,,,CISL Provinciale,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,09_PISTOIA PROV .txt,1
08,Emilia-Romagna,Bologna,Bologna,CNA Bologna,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,1
08,Emilia-Romagna,,,CNA Piacenza,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015092005_4166---DG216-2024.txt,1
08,Emilia-Romagna,,,CONIA,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
08,Emilia-Romagna,,,Confapi Piacenza,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015092005_4166---DG216-2024.txt,1
08,Emilia-Romagna,,,Confartigianato Imprese di Bologna e Imola,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,1
08,Emilia-Romagna,Bologna,Bologna,Confcommercio ASCOM Bologna,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,1
08,Emilia-Romagna,,,Confcommercio Ascom Bologna,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
08,Emilia-Romagna,,,Confcommercio Piacenza,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015092005_4166---DG216-2024.txt,1
09,Toscana,,,Confesercenti,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,09_GROSSETO 2022 fpdf.txt,1
08,Emilia-Romagna,Bologna,Bologna,Confesercenti Bologna,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,1
08,Emilia-Romagna,,,Confesercenti Piacenza,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015092005_4166---DG216-2024.txt,1
08,Emilia-Romagna,,,"Confindustria Emilia Area Centro: le imprese di Bologna, Ferrara e Modena",Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,1
08,Emilia-Romagna,,,Confindustria Piacenza,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015092005_4166---DG216-2024.txt,1
08,Emilia-Romagna,,,Coordinamento Donne CGIL Piacenza,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015092005_4166---DG216-2024.txt,1
08,Emilia-Romagna,Piacenza,Piacenza,Coordinamento Donne UIL Emilia Romagna sede di Piacenza,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015092005_4166---DG216-2024.txt,1
08,Emilia-Romagna,,,Coordinamento Pari Opportunita CISL Parma Piacenza,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015092005_4166---DG216-2024.txt,1
09,Toscana,,,Federalberghi,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,09_GROSSETO 2022 fpdf.txt,1
08,Emilia-Romagna,Ferrara,Ferrara,Federfarma Ferrara,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
08,Emilia-Romagna,,,Legacoop Emilia Ovest Piacenza,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015092005_4166---DG216-2024.txt,1
08,Emilia-Romagna,,,SICET,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
08,Emilia-Romagna,,,SUNIA,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
08,Emilia-Romagna,Ferrara,Ferrara,Sindacato Confederale CGIL Ferrara,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
08,Emilia-Romagna,Ferrara,Ferrara,Sindacato Confederale CISL Ferrara,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
08,Emilia-Romagna,Ferrara,Ferrara,Sindacato Confederale UIL Ferrara,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
09,Toscana,,,UGL Provinciale,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,09_PISTOIA PROV .txt,1
08,Emilia-Romagna,,,UIL,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
08,Emilia-Romagna,Bologna,Bologna,UIL - Bologna,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,1
09,Toscana,,,UIL Provinciale,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,09_PISTOIA PROV .txt,1
08,Emilia-Romagna,,,UNIAT,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
08,Emilia-Romagna,,,UNIONE INQUILINI,Sindacati/Associazioni di categoria,8,associazionismo,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
09,Toscana,,,"Associazione ""Pronto Donna"" Centro Antiviolenza",CAV,1,CAV,valido_localizzato,09_AREZZO Prot_2024-2026.txt,1
08,Emilia-Romagna,Modena,Modena,Casa delle donne contro la violenza Centro antiviolenza onlus,CAV,1,CAV,valido_localizzato,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
09,Toscana,,,Centri Antiviolenza,CAV,1,CAV,generico,09_LUCCA PROV.txt | 09_PISA PREF E PROV.txt | 09_PISTOIA PROV .txt | 09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,4
07,Liguria,Savona,Albenga,Centro Antiviolenza Artemisia Gentileschi,CAV,1,CAV,valido_localizzato,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
09,Toscana,,,Centro Antiviolenza Associazione Artemisia APS,CAV,1,CAV,valido_localizzato,09_FIRENZE Linee-di-indirizzo2024.txt,1
07,Liguria,,,Centro Antiviolenza Casa Pandora Margherita Ferro,CAV,1,CAV,valido_localizzato,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
08,Emilia-Romagna,,Reggio Emilia,Centro Antiviolenza Casa delle Donne,CAV,1,CAV,valido_localizzato,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
09,Toscana,Massa-Carrara,Carrara,Centro Antiviolenza Centro Donna Carrara,CAV,1,CAV,valido_localizzato,09_APUANE_2015 Protocollo Prefettura.txt,1
09,Toscana,,,Centro Antiviolenza Centro Donna Lunigiana,CAV,1,CAV,valido_localizzato,09_APUANE_2015 Protocollo Prefettura.txt,1
09,Toscana,,,Centro Antiviolenza Centro Donna della Lunigiana,CAV,1,CAV,valido_localizzato,09_APUANE_2015 Protocollo Prefettura.txt,1
09,Toscana,Massa-Carrara,Massa,Centro Antiviolenza Centro Donna di Massa,CAV,1,CAV,valido_localizzato,09_APUANE_2015 Protocollo Prefettura.txt,1
09,Toscana,Massa-Carrara,Carrara,Centro Antiviolenza Donna chiama Donna di Carrara,CAV,1,CAV,valido_localizzato,09_APUANE_2015 Protocollo Prefettura.txt,1
09,Toscana,Massa-Carrara,Massa,Centro Antiviolenza Duna di Massa,CAV,1,CAV,valido_localizzato,09_APUANE_2015 Protocollo Prefettura.txt,1
07,Liguria,,,Centro Antiviolenza ISV,CAV,1,CAV,valido_localizzato,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
07,Liguria,,,Centro Antiviolenza Irene,CAV,1,CAV,valido_localizzato,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
08,Emilia-Romagna,Piacenza,Piacenza,Centro Antiviolenza La Città delle Donne o.d.v,CAV,1,CAV,valido_localizzato,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,1
09,Toscana,,,Centro Antiviolenza La Nara,CAV,1,CAV,valido_localizzato,09_PRATO PREF.txt,1
07,Liguria,,,Centro Antiviolenza Mai piu sola e Casa Rifugio Franca Viola,CAV,1,CAV,valido_localizzato,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
07,Liguria,,,Centro Antiviolenza Mascherona e Casa Rifugio Elisa,CAV,1,CAV,valido_localizzato,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
07,Liguria,,,Centro Antiviolenza Pandora,CAV,1,CAV,valido_localizzato,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
08,Emilia-Romagna,Piacenza,Piacenza,"Centro Antiviolenza Piacenza ""Ass. La Città delle Donne o.d.v",CAV,1,CAV,valido_localizzato,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,1
07,Liguria,,,Centro Antiviolenza Telefono Donna,CAV,1,CAV,valido_localizzato,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
08,Emilia-Romagna,Piacenza,Piacenza,Centro Antiviolenza Telefono Rosa Piacenza - Associazione La Città delle Donne - ODV Piacenza,CAV,1,CAV,valido_localizzato,08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,1
08,Emilia-Romagna,Rimini,Rimini,"Centro Antiviolenza del Comune di Rimini ""Rompi il silenzio",CAV,1,CAV,valido_localizzato,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
09,Toscana,Grosseto,Grosseto,Centro Antiviolenza di Grosseto,CAV,1,CAV,valido_localizzato,09_GROSSETO 2022 fpdf.txt,1
09,Toscana,Grosseto,Orbetello,Centro Antiviolenza di Orbetello,CAV,1,CAV,valido_localizzato,09_GROSSETO 2022 fpdf.txt,1
08,Emilia-Romagna,Rimini,Riccione,"Centro Antiviolenza distrettuale di Riccione ""CHIAMA ChiAMA",CAV,1,CAV,valido_localizzato,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
07,Liguria,,,Centro Antiviolenza e Casa Rifugio Per non subire violenza,CAV,1,CAV,valido_localizzato,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
09,Toscana,Grosseto,,"Centro antiviolenza ""Olympia de Gouges"" di Grosseto e Orbetello",CAV,1,CAV,valido_localizzato,09_GROSSETO 2022 fpdf.txt,1
09,Toscana,Grosseto,Grosseto,"Centro antiviolenza ""Tutto e vita - Elisabetta Fiorilli"" Grosseto",CAV,1,CAV,valido_localizzato,09_GROSSETO 2022 fpdf.txt,1
09,Toscana,Firenze,Firenze,Centro antiviolenza Artemisia,CAV,1,CAV,valido_localizzato,09_FIRENZE Linee-di-indirizzo2024.txt,1
09,Toscana,,Mantepescali,Centro antiviolenza di Mantepescali,CAV,1,CAV,valido_localizzato,09_GROSSETO 2022 fpdf.txt,1
08,Emilia-Romagna,Bologna,Bologna,Coordinamento dei Centri Antiviolenza dell'Emilia Romagna,CAV,1,CAV,valido_localizzato,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt | 08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,2
08,Emilia-Romagna,,,Coordinamento regionale delle Case e dei Centri antiviolenza dell'Emilia Romagna,CAV,1,CAV,valido_localizzato,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
07,Liguria,Genova,Genova,Il Cerchio delle Relazioni Società Cooperativa Sociale - Centro Antiviolenza Mascherona,CAV,1,CAV,valido_localizzato,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
08,Emilia-Romagna,Ferrara,Cento,Punto Antiviolenza Decentrato,CAV,1,CAV,valido_localizzato,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
08,Emilia-Romagna,,,Rete Nazionale Antiviolenza,CAV,1,CAV,valido_localizzato,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
08,Emilia-Romagna,,,Sportello Antiviolenza ALBA,CAV,1,CAV,valido_localizzato,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
08,Emilia-Romagna,Ferrara,Bondeno,Sportello Antiviolenza Girasole,CAV,1,CAV,valido_localizzato,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
08,Emilia-Romagna,Ferrara,Codigoro,Sportello Antiviolenza Iris - Codigoro,CAV,1,CAV,valido_localizzato,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
08,Emilia-Romagna,Ferrara,Comacchio,Sportello Antiviolenza Iris - Comacchio,CAV,1,CAV,valido_localizzato,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
08,Emilia-Romagna,Ferrara,Copparo,Sportello Antiviolenza NONtiscordardiME,CAV,1,CAV,valido_localizzato,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
08,Emilia-Romagna,Ferrara,Argenta,Sportello Antiviolenza Viola,CAV,1,CAV,valido_localizzato,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
07,Liguria,Genova,Chiavari,Telefono Donna Centro AntiViolenza CIF,CAV,1,CAV,valido_localizzato,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
07,Liguria,Genova,Chiavari,Telefono Donna Centro AntiViolenza CIF APS,CAV,1,CAV,valido_localizzato,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,1
08,Emilia-Romagna,,,Vivere Donna onlus - Centro antiviolenza,CAV,1,CAV,valido_localizzato,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
08,Emilia-Romagna,Piacenza,Piacenza,ASP Città di Piacenza,CAV/Centri Antiviolenza,1,CAV,valido_localizzato,08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,1
