record_id,file,nome_originale,nome_canonico,nome_norm_stat,tipo_originale,tipo_standard,macro_categoria,comune_finale,provincia_finale,regione_finale,fonte_territorializzazione,stato_osservazione,ruoli_documentali,ruolo_attore,ruolo_firmatario,ruolo_proponente,ente_capofila,note,cf
002_0032,09_APUANE_2015 Protocollo Prefettura.txt,Unione Europea,Unione Europea,UNIONE EUROPEA,ORGANIZZAZIONI DI VOLONTARIATO,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Firenze,Firenze,Toscana,json,da_escludere,,0,0,0,,,01859150466
002_0033,09_APUANE_2015 Protocollo Prefettura.txt,Organizzazione Mondiale della Sanita,Organizzazione Mondiale della Sanita,ORGANIZZAZIONE MONDIALE DELLA SANITA,Altro,Altro,Altro,,,Toscana,nome,da_escludere,,0,0,0,,,
002_0034,09_APUANE_2015 Protocollo Prefettura.txt,Consiglio d'Europa,Consiglio d'Europa,CONSIGLIO D'EUROPA,Altro,Altro,Altro,,,Toscana,nome,da_escludere,,0,0,0,,,
002_0035,09_APUANE_2015 Protocollo Prefettura.txt,Istat,Istat,ISTAT,Altro,Altro,Altro,,,Toscana,nome,da_escludere,,0,0,0,,Citato per indagini statistiche,
002_0036,09_APUANE_2015 Protocollo Prefettura.txt,C.I.S.M.A.I.,CISMAI – Coordinamento Italiano dei Servizi contro il Maltrattamento e l'Abuso all'Infanzia,CISMAI - COORDINAMENTO ITALIANO DEI SERVIZI CONTRO IL MALTRATTAMENTO E L'ABUSO ALL'INFANZIA,Altro,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,,,Toscana,nome,valido_localizzato,,0,0,0,,Coordinamento italiano dei servizi contro il maltrattamento e l'abuso all'infanzia,
002_0037,09_APUANE_2015 Protocollo Prefettura.txt,Regione Toscana,Regione Toscana,REGIONE TOSCANA,Regioni/Province Autonome,Regioni/Province Autonome,Regioni/Province Autonome,Toscana,,Toscana,json,valido_localizzato,,0,0,0,,,
002_0038,09_APUANE_2015 Protocollo Prefettura.txt,Giunta della Regione Toscana,Giunta della Regione Toscana,GIUNTA DELLA REGIONE TOSCANA,Regioni/Province Autonome,Regioni/Province Autonome,Regioni/Province Autonome,Toscana,,Toscana,json,valido_localizzato,,0,0,0,,,
002_0039,09_APUANE_2015 Protocollo Prefettura.txt,Procura della Repubblica di Firenze,Procura della Repubblica di Firenze,PROCURA DELLA REPUBBLICA DI FIRENZE,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,Firenze,Firenze,Toscana,json,valido_localizzato,,0,0,0,,,
002_0040,09_APUANE_2015 Protocollo Prefettura.txt,Presidenza del Consiglio dei Ministri,Presidenza del Consiglio dei Ministri,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,Altro,Altro,Altro,,,Toscana,nome,da_escludere,,0,0,0,,,
002_0041,09_APUANE_2015 Protocollo Prefettura.txt,Conferenza unificata Stato-Regioni,Conferenza unificata Stato-Regioni,CONFERENZA UNIFICATA STATO-REGIONI,Altro,Altro,Altro,,,Toscana,nome,da_escludere,,0,0,0,,,
002_0042,09_APUANE_2015 Protocollo Prefettura.txt,Terzo Settore,Terzo Settore,TERZO SETTORE,Altro,Altro,Altro,,,Toscana,nome,generico,,0,0,0,,,
002_0043,09_APUANE_2015 Protocollo Prefettura.txt,Procura della Repubblica presso il Tribunale ordinario,Procura della Repubblica presso il Tribunale ordinario,PROCURA DELLA REPUBBLICA PRESSO IL TRIBUNALE ORDINARIO,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,,,Toscana,nome,valido_localizzato,,0,0,0,,,
002_0044,09_APUANE_2015 Protocollo Prefettura.txt,Tribunale per i Minorenni,Tribunale per i Minorenni,TRIBUNALE PER I MINORENNI,Procura Minorile/Tribunale minorile,Procura Minorile/Tribunale minorile,Giustizia e forze dell'ordine,,,Toscana,nome,valido_localizzato,,0,0,0,,,
002_0045,09_APUANE_2015 Protocollo Prefettura.txt,Procura della Repubblica minorile,Procura della Repubblica minorile,PROCURA DELLA REPUBBLICA MINORILE,Procura Minorile/Tribunale minorile,Procura Minorile/Tribunale minorile,Giustizia e forze dell'ordine,,,Toscana,nome,valido_localizzato,,0,0,0,,,
002_0046,09_APUANE_2015 Protocollo Prefettura.txt,Procura del Tribunale dei Minori di Genova,Procura del Tribunale dei Minori di Genova,PROCURA DEL TRIBUNALE DEI MINORI DI GENOVA,Procura Minorile/Tribunale minorile,Procura Minorile/Tribunale minorile,Giustizia e forze dell'ordine,Genova,Genova,Liguria,json,valido_localizzato,,0,0,0,,,
002_0047,09_APUANE_2015 Protocollo Prefettura.txt,Centro Antiviolenza Centro Donna Lunigiana,Centro Antiviolenza Centro Donna Lunigiana,CENTRO ANTIVIOLENZA CENTRO DONNA LUNIGIANA,CAV/Centri Antiviolenza,CAV/Centri Antiviolenza,CAV e Case Rifugio,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,Detto anche Centro Donna Lunigiana,
002_0048,09_APUANE_2015 Protocollo Prefettura.txt,Centro di Ascolto C.I.F. di Carrara,Centro di Ascolto CIF di Carrara,CENTRO DI ASCOLTO CIF DI CARRARA,Centri/Sportelli di ascolto,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Carrara,Massa-Carrara,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,CIF = Centro Italiano Femminile,
002_0049,09_APUANE_2015 Protocollo Prefettura.txt,Centro Antiviolenza Centro Donna Carrara,Centro Antiviolenza Centro Donna Carrara,CENTRO ANTIVIOLENZA CENTRO DONNA CARRARA,CAV/Centri Antiviolenza,CAV/Centri Antiviolenza,CAV e Case Rifugio,Carrara,Massa-Carrara,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
003_0001,09_AREZZO Prot_2024-2026.txt,Prefettura di Arezzo,Prefettura di Arezzo,PREFETTURA DI AREZZO,Prefettura,Prefettura,Giustizia e forze dell'ordine,Arezzo,Arezzo,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,Firmatario protocollo; co-coordinamento Tavolo Provinciale,
003_0002,09_AREZZO Prot_2024-2026.txt,Provincia di Arezzo,Provincia di Arezzo,PROVINCIA DI AREZZO,Province/Città metropolitane,Province/Città metropolitane,Province/Città metropolitane,Arezzo,Arezzo,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,Provincia di Arezzo,Firmatario protocollo; Coordinatore della Rete Antiviolenza,
003_0003,09_AREZZO Prot_2024-2026.txt,Tribunale di Arezzo,Tribunale di Arezzo,TRIBUNALE DI AREZZO,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,Arezzo,Arezzo,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,Firmatario protocollo,
003_0004,09_AREZZO Prot_2024-2026.txt,Procura della Repubblica presso il Tribunale di Arezzo,Procura della Repubblica presso il Tribunale di Arezzo,PROCURA DELLA REPUBBLICA PRESSO IL TRIBUNALE DI AREZZO,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,Arezzo,Arezzo,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,Firmatario protocollo,
003_0005,09_AREZZO Prot_2024-2026.txt,Azienda USL Toscana Sud Est,Azienda USL Toscana Sud Est,AZIENDA USL TOSCANA SUD EST,ASL (consultori familiari e altri servizi territoriali),ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,Firmatario protocollo,
003_0006,09_AREZZO Prot_2024-2026.txt,Ufficio Scolastico Regionale per la Toscana Ambito Territoriale della Provincia di Arezzo Ufficio VI,Ufficio Scolastico Regionale per la Toscana Ambito Territoriale della Provincia di Arezzo Ufficio VI,UFFICIO SCOLASTICO REGIONALE PER LA TOSCANA AMBITO TERRITORIALE DELLA PROVINCIA DI AREZZO UFFICIO VI,Scuole/Ufficio scolastico provinciale e regionale,Scuole/Ufficio scolastico provinciale e regionale,Altri attori istituzionali / professionali,Arezzo,Arezzo,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,Firmatario protocollo,
003_0007,09_AREZZO Prot_2024-2026.txt,Conferenza dei Sindaci della Zona Aretina,Conferenza dei Sindaci della Zona Aretina,CONFERENZA DEI SINDACI DELLA ZONA ARETINA,Comuni,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,Firmatario protocollo - organismo rappresentativo comuni zona,
003_0008,09_AREZZO Prot_2024-2026.txt,Conferenza Zonale dei Sindaci del Casentino/Unione dei Comuni Montani del Casentino,Conferenza Zonale dei Sindaci del Casentino/Unione dei Comuni Montani del Casentino,CONFERENZA ZONALE DEI SINDACI DEL CASENTINO/UNIONE DEI COMUNI MONTANI DEL CASENTINO,Comuni,Enti territoriali sovracomunali,Enti territoriali sovracomunali,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,Firmatario protocollo - organismo rappresentativo comuni zona,
003_0009,09_AREZZO Prot_2024-2026.txt,Conferenza Zonale dei Sindaci del Valdarno,Conferenza Zonale dei Sindaci del Valdarno,CONFERENZA ZONALE DEI SINDACI DEL VALDARNO,Comuni,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,Firmatario protocollo - organismo rappresentativo comuni zona,
003_0010,09_AREZZO Prot_2024-2026.txt,Conferenza Zonale dei Sindaci della Valdichiana Aretina,Conferenza Zonale dei Sindaci della Valdichiana Aretina,CONFERENZA ZONALE DEI SINDACI DELLA VALDICHIANA ARETINA,Comuni,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,Firmatario protocollo - organismo rappresentativo comuni zona,
003_0011,09_AREZZO Prot_2024-2026.txt,Conferenza Zonale dei Sindaci della Valtiberina Toscana/Unione Montana dei Comuni della Valtiberina Toscana,Conferenza Zonale dei Sindaci della Valtiberina Toscana/Unione Montana dei Comuni della Valtiberina Toscana,CONFERENZA ZONALE DEI SINDACI DELLA VALTIBERINA TOSCANA/UNIONE MONTANA DEI COMUNI DELLA VALTIBERINA TOSCANA,Comuni,Enti territoriali sovracomunali,Enti territoriali sovracomunali,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,Firmatario protocollo - organismo rappresentativo comuni zona,
003_0012,09_AREZZO Prot_2024-2026.txt,Consigliera Provinciale di Parità,Consigliera Provinciale di Parità,CONSIGLIERA PROVINCIALE DI PARITA,Organismi di parità,Organismi di parità,Altri attori istituzionali / professionali,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,Firmatario protocollo,
003_0013,09_AREZZO Prot_2024-2026.txt,Associazione “Pronto Donna” Centro Antiviolenza,"Associazione ""Pronto Donna"" Centro Antiviolenza","ASSOCIAZIONE ""PRONTO DONNA"" CENTRO ANTIVIOLENZA",CAV/Centri Antiviolenza,CAV/Centri Antiviolenza,CAV e Case Rifugio,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,Firmatario protocollo,
003_0014,09_AREZZO Prot_2024-2026.txt,Comune di Arezzo,Comune di Arezzo,COMUNE DI AREZZO,Comuni,Comuni,Enti territoriali / servizi comunali,Arezzo,Arezzo,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,Citato tra soggetti storici dei precedenti protocolli,
003_0015,09_AREZZO Prot_2024-2026.txt,Azienda Usl n. 8,Azienda Usl n. 8,AZIENDA USL N. 8,ASL (consultori familiari e altri servizi territoriali),ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,,,Toscana,nome,valido_localizzato,,0,0,0,,Citato come soggetto storico dei protocolli precedenti,
003_0016,09_AREZZO Prot_2024-2026.txt,Ufficio Scolastico Territoriale di Arezzo,Ufficio Scolastico Territoriale di Arezzo,UFFICIO SCOLASTICO TERRITORIALE DI AREZZO,Scuole/Ufficio scolastico provinciale e regionale,Scuole/Ufficio scolastico provinciale e regionale,Altri attori istituzionali / professionali,Arezzo,Arezzo,Toscana,json,valido_localizzato,,0,0,0,,Citato come soggetto storico dei protocolli precedenti,
003_0017,09_AREZZO Prot_2024-2026.txt,Ufficio Scolastico Provinciale di Arezzo,Ufficio Scolastico Provinciale di Arezzo,UFFICIO SCOLASTICO PROVINCIALE DI AREZZO,Scuole/Ufficio scolastico provinciale e regionale,Scuole/Ufficio scolastico provinciale e regionale,Altri attori istituzionali / professionali,Arezzo,Arezzo,Toscana,json,valido_localizzato,,0,0,0,,Citato come soggetto storico dei protocolli precedenti e indicato per azioni di formazione,
003_0018,09_AREZZO Prot_2024-2026.txt,Ufficio delle Consigliere di Parità per la Provincia di Arezzo,Ufficio delle Consigliere di Parità per la Provincia di Arezzo,UFFICIO DELLE CONSIGLIERE DI PARITA PER LA PROVINCIA DI AREZZO,Organismi di parità,Organismi di parità,Altri attori istituzionali / professionali,Arezzo,Arezzo,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,Citato come soggetto storico dei protocolli precedenti,
003_0019,09_AREZZO Prot_2024-2026.txt,Zone Socio-Sanitarie,Zone Socio-Sanitarie,ZONE SOCIO-SANITARIE,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,,,Toscana,nome,generico,,0,0,0,,"Citato come rappresentanza Comuni, firmatario storico protocolli",
003_0020,09_AREZZO Prot_2024-2026.txt,FF.OO.,Forze dell'ordine,FORZE DELL'ORDINE,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine,,,Toscana,nome,generico,,0,0,0,,Forze dell’ordine indicate tra i soggetti rappresentati dalla Prefettura,
003_0021,09_AREZZO Prot_2024-2026.txt,Questura di Arezzo,Questura di Arezzo,QUESTURA DI AREZZO,Questura,Questura,Giustizia e forze dell'ordine,Arezzo,Arezzo,Toscana,json,valido_localizzato,,0,0,0,,Presa d’atto finale protocollo,
003_0022,09_AREZZO Prot_2024-2026.txt,Comando Provinciale dei Carabinieri di Arezzo,Comando Provinciale dei Carabinieri di Arezzo,COMANDO PROVINCIALE DEI CARABINIERI DI AREZZO,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine,Arezzo,Arezzo,Toscana,json,valido_localizzato,,0,0,0,,Presa d’atto finale protocollo,
003_0023,09_AREZZO Prot_2024-2026.txt,Comando Provinciale della Guardia di Finanza di Arezzo,Comando Provinciale della Guardia di Finanza di Arezzo,COMANDO PROVINCIALE DELLA GUARDIA DI FINANZA DI AREZZO,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine,Arezzo,Arezzo,Toscana,json,valido_localizzato,,0,0,0,,Presa d’atto finale protocollo,
004_0001,09_FIRENZE Linee-di-indirizzo2024.txt,Societa della Salute Firenze,Società della Salute Firenze,SOCIETA DELLA SALUTE FIRENZE,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,,Firenze,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,Partner del Programma La Rete di Nicoletta,
004_0002,09_FIRENZE Linee-di-indirizzo2024.txt,Comune di Firenze,Comune di Firenze,COMUNE DI FIRENZE,Comuni,Comuni,Enti territoriali / servizi comunali,Firenze,Firenze,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,Partner del Programma La Rete di Nicoletta,
004_0003,09_FIRENZE Linee-di-indirizzo2024.txt,Societa della Salute Mugello,Società della Salute Mugello,SOCIETA DELLA SALUTE MUGELLO,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,Partner del Programma La Rete di Nicoletta,
004_0004,09_FIRENZE Linee-di-indirizzo2024.txt,Societa della Salute Fiorentina Nord Ovest,Società della Salute Fiorentina Nord Ovest,SOCIETA DELLA SALUTE FIORENTINA NORD OVEST,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,Partner del Programma La Rete di Nicoletta,
004_0005,09_FIRENZE Linee-di-indirizzo2024.txt,Societa della Salute Fiorentina Sud Est,Società della Salute Fiorentina Sud Est,SOCIETA DELLA SALUTE FIORENTINA SUD EST,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,Partner del Programma La Rete di Nicoletta,
004_0006,09_FIRENZE Linee-di-indirizzo2024.txt,Citta Metropolitana di Firenze,Città Metropolitana di Firenze,CITTA METROPOLITANA DI FIRENZE,Province/Città metropolitane,Province/Città metropolitane,Province/Città metropolitane,Firenze,Firenze,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,Partner del Programma La Rete di Nicoletta,
004_0007,09_FIRENZE Linee-di-indirizzo2024.txt,Centro Antiviolenza Associazione Artemisia APS,Centro Antiviolenza Associazione Artemisia APS,CENTRO ANTIVIOLENZA ASSOCIAZIONE ARTEMISIA APS,CAV/Centri Antiviolenza,CAV/Centri Antiviolenza,CAV e Case Rifugio,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,Partner del Programma La Rete di Nicoletta,
004_0008,09_FIRENZE Linee-di-indirizzo2024.txt,Centro antiviolenza Artemisia,Centro antiviolenza Artemisia,CENTRO ANTIVIOLENZA ARTEMISIA,CAV/Centri Antiviolenza,CAV/Centri Antiviolenza,CAV e Case Rifugio,Firenze,Firenze,Toscana,json,valido_localizzato,attore,1,0,0,,"CAV accreditato e inserito nel registro regionale dei Centri Antiviolenza per l’Area Metropolitana fiorentina, gestisce 11 sportelli territoriali",
004_0009,09_FIRENZE Linee-di-indirizzo2024.txt,Codice Rosa,Codice Rosa,CODICE ROSA,Altro,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,,,Toscana,nome,valido_localizzato,attore,1,0,0,,Rete socio-sanitaria per vittime di violenza di genere; partner esterno coinvolto nelle linee di indirizzo,
004_0010,09_FIRENZE Linee-di-indirizzo2024.txt,Comune di Firenze: Servizi sociali,Comune di Firenze: Servizi sociali,COMUNE DI FIRENZE: SERVIZI SOCIALI,Servizi sociali comunali,Comuni,Enti territoriali / servizi comunali,Firenze,Firenze,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,Attori coinvolti nelle linee di indirizzo,
004_0011,09_FIRENZE Linee-di-indirizzo2024.txt,Comune di Firenze: Area Tutela Valery,Comune di Firenze: Area Tutela Valery,COMUNE DI FIRENZE: AREA TUTELA VALERY,Servizi sociali comunali,Comuni,Enti territoriali / servizi comunali,Firenze,Firenze,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,"Presente solo nel Comune di Firenze, consulenza specialistica e gestione diretta delle situazioni di violenza",
004_0012,09_FIRENZE Linee-di-indirizzo2024.txt,Quartiere 5 del Comune di Firenze,Quartiere 5 del Comune di Firenze,QUARTIERE 5 DEL COMUNE DI FIRENZE,Comuni,Comuni,Enti territoriali / servizi comunali,Firenze,Firenze,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,Sede di uno degli sportelli territoriali Artemisia,
004_0013,09_FIRENZE Linee-di-indirizzo2024.txt,Barberino del Mugello,Comune di Barberino del Mugello,COMUNE DI BARBERINO DEL MUGELLO,Comuni,Comuni,Enti territoriali / servizi comunali,Barberino del Mugello,,Toscana,json,valido_localizzato,,0,0,0,,Sede di uno degli sportelli territoriali Artemisia,
004_0014,09_FIRENZE Linee-di-indirizzo2024.txt,Borgo San Lorenzo,Comune di Borgo San Lorenzo,COMUNE DI BORGO SAN LORENZO,Comuni,Comuni,Enti territoriali / servizi comunali,Borgo San Lorenzo,Firenze,Toscana,json,valido_localizzato,,0,0,0,,Sede di uno degli sportelli territoriali Artemisia,
004_0015,09_FIRENZE Linee-di-indirizzo2024.txt,Campi Bisenzio,Comune di Campi Bisenzio,COMUNE DI CAMPI BISENZIO,Comuni,Comuni,Enti territoriali / servizi comunali,Campi Bisenzio,Firenze,Toscana,json,valido_localizzato,,0,0,0,,Sede di uno degli sportelli territoriali Artemisia,
004_0016,09_FIRENZE Linee-di-indirizzo2024.txt,Sesto Fiorentino,Comune di Sesto Fiorentino,COMUNE DI SESTO FIORENTINO,Comuni,Comuni,Enti territoriali / servizi comunali,Sesto Fiorentino,Firenze,Toscana,json,valido_localizzato,,0,0,0,,Sede di uno degli sportelli territoriali Artemisia,
004_0017,09_FIRENZE Linee-di-indirizzo2024.txt,Lastra a Signa,Comune di Lastra a Signa,COMUNE DI LASTRA A SIGNA,Comuni,Comuni,Enti territoriali / servizi comunali,Lastra a Signa,Firenze,Toscana,json,valido_localizzato,,0,0,0,,Sede di uno degli sportelli territoriali Artemisia,
004_0018,09_FIRENZE Linee-di-indirizzo2024.txt,Scandicci,Comune di Scandicci,COMUNE DI SCANDICCI,Comuni,Comuni,Enti territoriali / servizi comunali,Scandicci,Firenze,Toscana,json,valido_localizzato,,0,0,0,,Sede di uno degli sportelli territoriali Artemisia,
004_0019,09_FIRENZE Linee-di-indirizzo2024.txt,Tavarnelle Val di Pesa,Comune di Tavarnelle Val di Pesa,COMUNE DI TAVARNELLE VAL DI PESA,Comuni,Comuni,Enti territoriali / servizi comunali,Tavarnelle Val di Pesa,,Toscana,json,valido_localizzato,,0,0,0,,Sede di uno degli sportelli territoriali Artemisia,
004_0020,09_FIRENZE Linee-di-indirizzo2024.txt,San Casciano Val di Pesa,Comune di San Casciano Val di Pesa,COMUNE DI SAN CASCIANO VAL DI PESA,Comuni,Comuni,Enti territoriali / servizi comunali,San Casciano Val di Pesa,,Toscana,json,valido_localizzato,,0,0,0,,Sede di uno degli sportelli territoriali Artemisia,
004_0021,09_FIRENZE Linee-di-indirizzo2024.txt,Figline e Incisa Valdarno,Comune di Figline e Incisa Valdarno,COMUNE DI FIGLINE E INCISA VALDARNO,Comuni,Comuni,Enti territoriali / servizi comunali,Figline e Incisa Valdarno,Firenze,Toscana,json,valido_localizzato,,0,0,0,,Sede di uno degli sportelli territoriali Artemisia,
004_0022,09_FIRENZE Linee-di-indirizzo2024.txt,Pontassieve,Comune di Pontassieve,COMUNE DI PONTASSIEVE,Comuni,Comuni,Enti territoriali / servizi comunali,Pontassieve,Firenze,Toscana,json,valido_localizzato,,0,0,0,,Sede di uno degli sportelli territoriali Artemisia,
004_0023,09_FIRENZE Linee-di-indirizzo2024.txt,Servizi sociali,Servizi sociali,SERVIZI SOCIALI,Servizi sociali comunali,Servizi sociali comunali,Enti territoriali / servizi comunali,,,Toscana,nome,generico,attore,1,0,0,,"Attori territoriali di varie aree (Fiorentina Nord Ovest, Fiorentina Sud Est, Mugello, Comune di Firenze)",
004_0024,09_FIRENZE Linee-di-indirizzo2024.txt,Fiorentina Nord Ovest: Servizi sociali,Fiorentina Nord Ovest: Servizi sociali,FIORENTINA NORD OVEST: SERVIZI SOCIALI,Servizi sociali comunali,Servizi sociali comunali,Enti territoriali / servizi comunali,,,Toscana,nome,valido_localizzato,attore,1,0,0,,Attori coinvolti nelle linee di indirizzo,
004_0025,09_FIRENZE Linee-di-indirizzo2024.txt,Fiorentina Sud Est: Servizi sociali,Fiorentina Sud Est: Servizi sociali,FIORENTINA SUD EST: SERVIZI SOCIALI,Servizi sociali comunali,Servizi sociali comunali,Enti territoriali / servizi comunali,,,Toscana,nome,valido_localizzato,attore,1,0,0,,Attori coinvolti nelle linee di indirizzo,
004_0026,09_FIRENZE Linee-di-indirizzo2024.txt,Mugello: Servizi sociali,Mugello: Servizi sociali,MUGELLO: SERVIZI SOCIALI,Servizi sociali comunali,Servizi sociali comunali,Enti territoriali / servizi comunali,,,Toscana,nome,valido_localizzato,attore,1,0,0,,Attori coinvolti nelle linee di indirizzo,
004_0027,09_FIRENZE Linee-di-indirizzo2024.txt,Fiorentina Nord Ovest: Codice Rosa,Fiorentina Nord Ovest: Codice Rosa,FIORENTINA NORD OVEST: CODICE ROSA,Altro,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,,,Toscana,nome,valido_localizzato,attore,1,0,0,,Attori coinvolti nelle linee di indirizzo,
004_0028,09_FIRENZE Linee-di-indirizzo2024.txt,Fiorentina Sud Est: Codice Rosa,Fiorentina Sud Est: Codice Rosa,FIORENTINA SUD EST: CODICE ROSA,Altro,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,,,Toscana,nome,valido_localizzato,attore,1,0,0,,Attori coinvolti nelle linee di indirizzo,
004_0029,09_FIRENZE Linee-di-indirizzo2024.txt,Mugello: Codice Rosa,Mugello: Codice Rosa,MUGELLO: CODICE ROSA,Altro,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,,,Toscana,nome,valido_localizzato,attore,1,0,0,,Attori coinvolti nelle linee di indirizzo,
004_0030,09_FIRENZE Linee-di-indirizzo2024.txt,SEUS - Servizio emergenza urgenza sociale,SEUS - Servizio emergenza urgenza sociale,SEUS - SERVIZIO EMERGENZA URGENZA SOCIALE,Altro,Servizi sociali comunali,Enti territoriali / servizi comunali,,,Toscana,nome,valido_localizzato,attore,1,0,0,,Opera nelle fasi di post emergenza per la trasmissione dossier,
004_0031,09_FIRENZE Linee-di-indirizzo2024.txt,Referente Emergenza Sociale (RES) di zona,Referente Emergenza Sociale (RES) di zona,REFERENTE EMERGENZA SOCIALE (RES) DI ZONA,Altro,Servizi sociali comunali,Enti territoriali / servizi comunali,,,Toscana,nome,valido_localizzato,attore,1,0,0,,Figura operativa,
004_0032,09_FIRENZE Linee-di-indirizzo2024.txt,CAM Centro Uomini Maltrattanti,CAM Centro Uomini Maltrattanti,CAM CENTRO UOMINI MALTRATTANTI,"Associazioni che si occupano di programmi di prevenzione, recupero e trattamento per uomini maltrattanti","Associazioni che si occupano di programmi di prevenzione, recupero e trattamento per uomini maltrattanti",Associazionismo,,,Toscana,nome,valido_localizzato,,0,0,0,,Indicato per percorsi con uomini autori di violenza,
004_0033,09_FIRENZE Linee-di-indirizzo2024.txt,Autorita giudiziaria,Autorita giudiziaria,AUTORITA GIUDIZIARIA,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,,,Toscana,nome,generico,,0,0,0,,Destinatario di segnalazioni e interlocutore nei percorsi,
