regione,provincia,macro_categoria,tipo_standard,nome_canonico,file,n_record_aggregati
Emilia-Romagna,,Associazionismo,Sindacati/Associazioni di categoria,CONIA,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,,Associazionismo,Sindacati/Associazioni di categoria,Confapi Piacenza,08_2406_rta_08_241015092005_4166---DG216-2024.txt,1
Emilia-Romagna,,Associazionismo,Sindacati/Associazioni di categoria,Confartigianato Imprese di Bologna e Imola,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,1
Emilia-Romagna,Bologna,Associazionismo,Sindacati/Associazioni di categoria,Confcommercio ASCOM Bologna,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,1
Emilia-Romagna,,Associazionismo,Sindacati/Associazioni di categoria,Confcommercio Ascom Bologna,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,,Associazionismo,Sindacati/Associazioni di categoria,Confcommercio Piacenza,08_2406_rta_08_241015092005_4166---DG216-2024.txt,1
Emilia-Romagna,Bologna,Associazionismo,Sindacati/Associazioni di categoria,Confesercenti Bologna,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,1
Emilia-Romagna,,Associazionismo,Sindacati/Associazioni di categoria,Confesercenti Piacenza,08_2406_rta_08_241015092005_4166---DG216-2024.txt,1
Emilia-Romagna,,Associazionismo,Sindacati/Associazioni di categoria,"Confindustria Emilia Area Centro: le imprese di Bologna, Ferrara e Modena",08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,1
Emilia-Romagna,,Associazionismo,Sindacati/Associazioni di categoria,Confindustria Piacenza,08_2406_rta_08_241015092005_4166---DG216-2024.txt,1
Emilia-Romagna,,Associazionismo,Sindacati/Associazioni di categoria,Coordinamento Donne CGIL Piacenza,08_2406_rta_08_241015092005_4166---DG216-2024.txt,1
Emilia-Romagna,Piacenza,Associazionismo,Sindacati/Associazioni di categoria,Coordinamento Donne UIL Emilia Romagna sede di Piacenza,08_2406_rta_08_241015092005_4166---DG216-2024.txt,1
Emilia-Romagna,,Associazionismo,Sindacati/Associazioni di categoria,Coordinamento Pari Opportunita CISL Parma Piacenza,08_2406_rta_08_241015092005_4166---DG216-2024.txt,1
Emilia-Romagna,Ferrara,Associazionismo,Sindacati/Associazioni di categoria,Federfarma Ferrara,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Emilia-Romagna,,Associazionismo,Sindacati/Associazioni di categoria,Legacoop Emilia Ovest Piacenza,08_2406_rta_08_241015092005_4166---DG216-2024.txt,1
Emilia-Romagna,,Associazionismo,Sindacati/Associazioni di categoria,SICET,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,,Associazionismo,Sindacati/Associazioni di categoria,SUNIA,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Ferrara,Associazionismo,Sindacati/Associazioni di categoria,Sindacato Confederale CGIL Ferrara,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,Ferrara,Associazionismo,Sindacati/Associazioni di categoria,Sindacato Confederale CISL Ferrara,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,Ferrara,Associazionismo,Sindacati/Associazioni di categoria,Sindacato Confederale UIL Ferrara,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,,Associazionismo,Sindacati/Associazioni di categoria,UIL,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Associazionismo,Sindacati/Associazioni di categoria,UIL — Bologna,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,1
Emilia-Romagna,,Associazionismo,Sindacati/Associazioni di categoria,UNIAT,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,,Associazionismo,Sindacati/Associazioni di categoria,UNIONE INQUILINI,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Piacenza,CAV e Case Rifugio,CAV/Centri Antiviolenza,ASP Città di Piacenza,08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,1
Emilia-Romagna,Ferrara,CAV e Case Rifugio,CAV/Centri Antiviolenza,"Associazione ""Centro Donna Giustizia"" di Ferrara",08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Emilia-Romagna,,CAV e Case Rifugio,CAV/Centri Antiviolenza,Associazione Casa delle donne di Modena contro la violenza,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Bologna,CAV e Case Rifugio,CAV/Centri Antiviolenza,Associazione MondoDonna,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,,CAV e Case Rifugio,CAV/Centri Antiviolenza,Associazione Nondasola di Reggio Emilia,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,Ravenna,CAV e Case Rifugio,CAV/Centri Antiviolenza,Associazione SOS Donna,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Ravenna,CAV e Case Rifugio,CAV/Centri Antiviolenza,Associazione SOS Donna - Faenza,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,Ravenna,CAV e Case Rifugio,CAV/Centri Antiviolenza,Associazione di volontariato DEMETRA DONNE IN AIUTO ODV,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,1
Emilia-Romagna,Ravenna,CAV e Case Rifugio,CAV/Centri Antiviolenza,Associazione di volontariato LINEA ROSA ODV,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,1
Emilia-Romagna,Ravenna,CAV e Case Rifugio,CAV/Centri Antiviolenza,Associazione di volontariato SOS DONNA ODV,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,1
Emilia-Romagna,Bologna,CAV e Case Rifugio,CAV/Centri Antiviolenza,CASA delle donne per non subire violenza,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,3
Emilia-Romagna,,CAV e Case Rifugio,CAV/Centri Antiviolenza,Casa delle Donne,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,Modena,CAV e Case Rifugio,CAV/Centri Antiviolenza,Casa delle donne contro la violenza Centro antiviolenza onlus,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,,CAV e Case Rifugio,CAV/Centri Antiviolenza,Centro Antiviolenza Casa delle Donne,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,Piacenza,CAV e Case Rifugio,CAV/Centri Antiviolenza,Centro Antiviolenza La Città delle Donne o.d.v,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,1
Emilia-Romagna,Piacenza,CAV e Case Rifugio,CAV/Centri Antiviolenza,"Centro Antiviolenza Piacenza ""Ass. La Città delle Donne o.d.v",08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,1
Emilia-Romagna,Piacenza,CAV e Case Rifugio,CAV/Centri Antiviolenza,Centro Antiviolenza Telefono Rosa Piacenza - Associazione La Città delle Donne - ODV Piacenza,08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,1
Emilia-Romagna,Rimini,CAV e Case Rifugio,CAV/Centri Antiviolenza,"Centro Antiviolenza del Comune di Rimini ""Rompi il silenzio",08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Rimini,CAV e Case Rifugio,CAV/Centri Antiviolenza,"Centro Antiviolenza distrettuale di Riccione ""CHIAMA ChiAMA",08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Ferrara,CAV e Case Rifugio,CAV/Centri Antiviolenza,Centro Donna Giustizia APS di Ferrara,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,Forli-Cesena,CAV e Case Rifugio,CAV/Centri Antiviolenza,Centro Donna del Comune di Cesena,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,Forli-Cesena,CAV e Case Rifugio,CAV/Centri Antiviolenza,Centro Donna del Comune di Cesenatico,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,Forli-Cesena,CAV e Case Rifugio,CAV/Centri Antiviolenza,Centro Donna del Comune di Forli,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,,CAV e Case Rifugio,CAV/Centri Antiviolenza,Coordinamento regionale delle Case e dei Centri antiviolenza dell'Emilia Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Forli-Cesena,CAV e Case Rifugio,CAV/Centri Antiviolenza,Forum delle Donne di Cesena,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,Bologna,CAV e Case Rifugio,CAV/Centri Antiviolenza,MondoDonna,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,1
Emilia-Romagna,,CAV e Case Rifugio,CAV/Centri Antiviolenza,Per Le Donne - Imola,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,CAV e Case Rifugio,CAV/Centri Antiviolenza,PerLeDonne,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,CAV e Case Rifugio,CAV/Centri Antiviolenza,PerLeDonne — Imola,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,1
Emilia-Romagna,Ferrara,CAV e Case Rifugio,CAV/Centri Antiviolenza,Punto Antiviolenza Decentrato,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,Rimini,CAV e Case Rifugio,CAV/Centri Antiviolenza,Rompi il silenzio ONLUS,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,Ravenna,CAV e Case Rifugio,CAV/Centri Antiviolenza,SOS Donna,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,2
Emilia-Romagna,,CAV e Case Rifugio,CAV/Centri Antiviolenza,Servizio Fenice,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,,CAV e Case Rifugio,CAV/Centri Antiviolenza,Sportello Antiviolenza ALBA,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,Ferrara,CAV e Case Rifugio,CAV/Centri Antiviolenza,Sportello Antiviolenza Girasole,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,Ferrara,CAV e Case Rifugio,CAV/Centri Antiviolenza,Sportello Antiviolenza Iris - Codigoro,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,Ferrara,CAV e Case Rifugio,CAV/Centri Antiviolenza,Sportello Antiviolenza Iris - Comacchio,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,Ferrara,CAV e Case Rifugio,CAV/Centri Antiviolenza,Sportello Antiviolenza NONtiscordardiME,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,Ferrara,CAV e Case Rifugio,CAV/Centri Antiviolenza,Sportello Antiviolenza Viola,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,,CAV e Case Rifugio,CAV/Centri Antiviolenza,Telefoni Rosa,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Bologna,CAV e Case Rifugio,CAV/Centri Antiviolenza,Trama di Terre,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,3
Emilia-Romagna,Bologna,CAV e Case Rifugio,CAV/Centri Antiviolenza,UDI,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,2
Emilia-Romagna,,CAV e Case Rifugio,CAV/Centri Antiviolenza,Vivere Donna onlus - Centro antiviolenza,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,,CAV e Case Rifugio,Case Rifugio,"Casa Rifugio distrettuale ""Artemisia",08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,,CAV e Case Rifugio,Case Rifugio,Case rifugio,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Emilia-Romagna,Modena,Enti territoriali / servizi comunali,Comuni,Città di Castelfranco Emilia,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Alto Reno Terme,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Anzola dell'Emilia,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Argelato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Baricella,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Bentivoglio,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Bologna,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,5
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Borgo Tossignano,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Ravenna,Enti territoriali / servizi comunali,Comuni,Comune di Brisighella,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Budrio,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Calderara di Reno,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Camugnano,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Casalecchio di Reno,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Casalfiumanese,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Ravenna,Enti territoriali / servizi comunali,Comuni,Comune di Casola Valsenio,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,Ravenna,Enti territoriali / servizi comunali,Comuni,Comune di Castel Bolognese,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Castel Guelfo di Bologna,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Castel Maggiore,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Piacenza,Enti territoriali / servizi comunali,Comuni,Comune di Castel San Giovanni,08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Castel San Pietro Terme,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Castel d'Aiano,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Castel del Rio,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Castel di Casio,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Castello d'Argile,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Castenaso,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Castiglione dei Pepoli,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Rimini,Enti territoriali / servizi comunali,Comuni,Comune di Cattolica,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Ferrara,Enti territoriali / servizi comunali,Comuni,Comune di Cento,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Emilia-Romagna,Ravenna,Enti territoriali / servizi comunali,Comuni,Comune di Cervia,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,1
Emilia-Romagna,Forli-Cesena,Enti territoriali / servizi comunali,Comuni,Comune di Cesena,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,Ferrara,Enti territoriali / servizi comunali,Comuni,Comune di Codigoro,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Emilia-Romagna,Ferrara,Enti territoriali / servizi comunali,Comuni,Comune di Comacchio,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,Ferrara,Enti territoriali / servizi comunali,Comuni,Comune di Copparo,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt | 08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,2
Emilia-Romagna,Rimini,Enti territoriali / servizi comunali,Comuni,Comune di Coriano,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Crevalcore,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Dozza,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Ravenna,Enti territoriali / servizi comunali,Comuni,Comune di Faenza,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,Ferrara,Enti territoriali / servizi comunali,Comuni,Comune di Ferrara,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt | 08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,2
Emilia-Romagna,Modena,Enti territoriali / servizi comunali,Comuni,Comune di Fiorano Modenese,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,Piacenza,Enti territoriali / servizi comunali,Comuni,Comune di Fiorenzuola d'Arda,08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Fontanelice,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Forli-Cesena,Enti territoriali / servizi comunali,Comuni,Comune di Forli,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,Modena,Enti territoriali / servizi comunali,Comuni,Comune di Formigine,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Gaggio Montano,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Galliera,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Rimini,Enti territoriali / servizi comunali,Comuni,Comune di Gemmano,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Granarolo dell'Emilia,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Grizzana Morandi,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Imola,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,3
Emilia-Romagna,Ferrara,Enti territoriali / servizi comunali,Comuni,Comune di Jolanda di Savoia,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Lizzano in Belvedere,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Loiano,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Malalbergo,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Modena,Enti territoriali / servizi comunali,Comuni,Comune di Maranello,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Marzabotto,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Ferrara,Enti territoriali / servizi comunali,Comuni,Comune di Masi Torello,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Medicina,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Minerbio,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Modena,Enti territoriali / servizi comunali,Comuni,Comune di Mirandola,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Rimini,Enti territoriali / servizi comunali,Comuni,Comune di Misano Adriatico,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
