record_id,file,nome_originale,nome_canonico,nome_norm_stat,tipo_originale,tipo_standard,macro_categoria,comune_finale,provincia_finale,regione_finale,fonte_territorializzazione,stato_osservazione,ruoli_documentali,ruolo_attore,ruolo_firmatario,ruolo_proponente,ente_capofila,note,cf,n_record_aggregati,files,ruoli_documentali_aggregati
023_0017,09_GROSSETO 2022 fpdf.txt,Comune di Monte Argentario,Comune di Monte Argentario,COMUNE DI MONTE ARGENTARIO,Comuni,Comuni,Enti territoriali / servizi comunali,Monte Argentario,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,,,1,09_GROSSETO 2022 fpdf.txt,attore
005_0040,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Comune di Monte San Pietro,Comune di Monte San Pietro,COMUNE DI MONTE SAN PIETRO,Comuni,Comuni,Enti territoriali / servizi comunali,Monte San Pietro,Bologna,Emilia-Romagna,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,attore|firmatario
027_0014,09_PISTOIA PROV .txt,Comune di Montecatini Terme,Comune di Montecatini Terme,COMUNE DI MONTECATINI TERME,Comuni,Comuni,Enti territoriali / servizi comunali,Montecatini Terme,Pistoia,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,firmatario,,1,09_PISTOIA PROV .txt,attore|firmatario
026_0020,09_PISA PREF E PROV.txt,Comune di Montecatini Val Di Cecina,Comune di Montecatini Val Di Cecina,COMUNE DI MONTECATINI VAL DI CECINA,Comuni,Comuni,Enti territoriali / servizi comunali,Montecatini Val Di Cecina,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,09_PISA PREF E PROV.txt,attore|firmatario
009_0009,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Comune di Montefiore Conca,Comune di Montefiore Conca,COMUNE DI MONTEFIORE CONCA,Comuni,Comuni,Enti territoriali / servizi comunali,Montefiore Conca,Rimini,Emilia-Romagna,json,valido_localizzato,attore,1,0,0,,,,1,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,attore
009_0011,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Comune di Montegridolfo,Comune di Montegridolfo,COMUNE DI MONTEGRIDOLFO,Comuni,Comuni,Enti territoriali / servizi comunali,Montegridolfo,Rimini,Emilia-Romagna,json,valido_localizzato,attore,1,0,0,,,,1,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,attore
028_0009,09_PRATO PREF.txt,Comune di Montemurlo,Comune di Montemurlo,COMUNE DI MONTEMURLO,Comuni,Comuni,Enti territoriali / servizi comunali,Montemurlo,Prato,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,Firmatario del protocollo,,1,09_PRATO PREF.txt,attore|firmatario
030_0003,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,Comune di Montepulciano,Comune di Montepulciano,COMUNE DI MONTEPULCIANO,Comuni,Comuni,Enti territoriali / servizi comunali,Montepulciano,Siena,Toscana,json,valido_localizzato,attore,1,0,0,,,,1,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,attore
005_0041,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Comune di Monterenzio,Comune di Monterenzio,COMUNE DI MONTERENZIO,Comuni,Comuni,Enti territoriali / servizi comunali,Monterenzio,Bologna,Emilia-Romagna,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,attore|firmatario
023_0018,09_GROSSETO 2022 fpdf.txt,Comune di Monterotondo Marittimo,Comune di Monterotondo Marittimo,COMUNE DI MONTEROTONDO MARITTIMO,Comuni,Comuni,Enti territoriali / servizi comunali,Monterotondo Marittimo,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,,,1,09_GROSSETO 2022 fpdf.txt,attore
026_0021,09_PISA PREF E PROV.txt,Comune di Montescudaio,Comune di Montescudaio,COMUNE DI MONTESCUDAIO,Comuni,Comuni,Enti territoriali / servizi comunali,Montescudaio,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,09_PISA PREF E PROV.txt,attore|firmatario
009_0010,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Comune di Montescudo-Montecolombo,Comune di Montescudo-Montecolombo,COMUNE DI MONTESCUDO-MONTECOLOMBO,Comuni,Comuni,Enti territoriali / servizi comunali,Montescudo-Montecolombo,Rimini,Emilia-Romagna,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,attore|firmatario
012_0018,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Comune di Montese,Comune di Montese,COMUNE DI MONTESE,Comuni,Comuni,Enti territoriali / servizi comunali,Montese,Modena,Emilia-Romagna,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,attore|firmatario
026_0022,09_PISA PREF E PROV.txt,Comune di Monteverdi Marittimo,Comune di Monteverdi Marittimo,COMUNE DI MONTEVERDI MARITTIMO,Comuni,Comuni,Enti territoriali / servizi comunali,Monteverdi Marittimo,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,09_PISA PREF E PROV.txt,attore|firmatario
023_0019,09_GROSSETO 2022 fpdf.txt,Comune di Montieri,Comune di Montieri,COMUNE DI MONTIERI,Comuni,Comuni,Enti territoriali / servizi comunali,Montieri,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,,,1,09_GROSSETO 2022 fpdf.txt,attore
020_0005,09_APUANE_2015 Protocollo Prefettura.txt,Comune di Montignoso,Comune di Montignoso,COMUNE DI MONTIGNOSO,Comuni,Comuni,Enti territoriali / servizi comunali,Montignoso,Massa-Carrara,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,Firmatario del protocollo,,1,09_APUANE_2015 Protocollo Prefettura.txt,attore|firmatario
026_0023,09_PISA PREF E PROV.txt,Comune di Montopoli Valdarno,Comune di Montopoli Valdarno,COMUNE DI MONTOPOLI VALDARNO,Comuni,Comuni,Enti territoriali / servizi comunali,Montopoli Valdarno,,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,09_PISA PREF E PROV.txt,attore|firmatario
005_0042,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Comune di Monzuno,Comune di Monzuno,COMUNE DI MONZUNO,Comuni,Comuni,Enti territoriali / servizi comunali,Monzuno,Bologna,Emilia-Romagna,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,attore|firmatario
009_0012,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Comune di Morciano di Romagna,Comune di Morciano di Romagna,COMUNE DI MORCIANO DI ROMAGNA,Comuni,Comuni,Enti territoriali / servizi comunali,Morciano di Romagna,Rimini,Emilia-Romagna,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,attore|firmatario
005_0043,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Comune di Mordano,Comune di Mordano,COMUNE DI MORDANO,Comuni,Comuni,Enti territoriali / servizi comunali,Mordano,Bologna,Emilia-Romagna,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,attore|firmatario
009_0013,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Comune di Novafeltria,Comune di Novafeltria,COMUNE DI NOVAFELTRIA,Comuni,Comuni,Enti territoriali / servizi comunali,Novafeltria,Rimini,Emilia-Romagna,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,attore|firmatario
023_0020,09_GROSSETO 2022 fpdf.txt,Comune di Orbetello,Comune di Orbetello,COMUNE DI ORBETELLO,Comuni,Comuni,Enti territoriali / servizi comunali,Orbetello,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,,,1,09_GROSSETO 2022 fpdf.txt,attore
026_0024,09_PISA PREF E PROV.txt,Comune di Orciano Pisano,Comune di Orciano Pisano,COMUNE DI ORCIANO PISANO,Comuni,Comuni,Enti territoriali / servizi comunali,Orciano Pisano,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,09_PISA PREF E PROV.txt,attore|firmatario
005_0044,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Comune di Ozzano dell’Emilia,Comune di Ozzano dell'Emilia,COMUNE DI OZZANO DELL'EMILIA,Comuni,Comuni,Enti territoriali / servizi comunali,Ozzano dell'Emilia,Bologna,Emilia-Romagna,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,attore|firmatario
026_0025,09_PISA PREF E PROV.txt,Comune di Palaia,Comune di Palaia,COMUNE DI PALAIA,Comuni,Comuni,Enti territoriali / servizi comunali,Palaia,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,09_PISA PREF E PROV.txt,attore|firmatario
026_0026,09_PISA PREF E PROV.txt,Comune di Peccioli,Comune di Peccioli,COMUNE DI PECCIOLI,Comuni,Comuni,Enti territoriali / servizi comunali,Peccioli,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,09_PISA PREF E PROV.txt,attore|firmatario
027_0015,09_PISTOIA PROV .txt,Comune di Pescia,Comune di Pescia,COMUNE DI PESCIA,Comuni,Comuni,Enti territoriali / servizi comunali,Pescia,Pistoia,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,firmatario,,1,09_PISTOIA PROV .txt,attore|firmatario
014_0004,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,Comune di Piacenza,Comune di Piacenza,COMUNE DI PIACENZA,Comuni,Comuni,Enti territoriali / servizi comunali,Piacenza,Piacenza,Emilia-Romagna,json,valido_localizzato,firmatario|soggetto_proponente|attore,1,1,1,,,,3,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt | 08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt | 08_2406_rta_08_241015092005_4166---DG216-2024.txt,attore|firmatario|soggetto_proponente
005_0045,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Comune di Pianoro,Comune di Pianoro,COMUNE DI PIANORO,Comuni,Comuni,Enti territoriali / servizi comunali,Pianoro,Bologna,Emilia-Romagna,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,attore|firmatario
027_0016,09_PISTOIA PROV .txt,Comune di Pieve a Nievole,Comune di Pieve a Nievole,COMUNE DI PIEVE A NIEVOLE,Comuni,Comuni,Enti territoriali / servizi comunali,Pieve a Nievole,Pistoia,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,firmatario,,1,09_PISTOIA PROV .txt,attore|firmatario
005_0046,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Comune di Pieve di Cento,Comune di Pieve di Cento,COMUNE DI PIEVE DI CENTO,Comuni,Comuni,Enti territoriali / servizi comunali,Pieve di Cento,Bologna,Emilia-Romagna,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,attore|firmatario
026_0003,09_PISA PREF E PROV.txt,Comune di Pisa,Comune di Pisa,COMUNE DI PISA,Comuni,Comuni,Enti territoriali / servizi comunali,Pisa,Pisa,Toscana,json,valido_localizzato,firmatario|soggetto_proponente|attore,1,1,1,,,,1,09_PISA PREF E PROV.txt,attore|firmatario|soggetto_proponente
027_0002,09_PISTOIA PROV .txt,Comune di Pistoia,Comune di Pistoia,COMUNE DI PISTOIA,Comuni,Comuni,Enti territoriali / servizi comunali,Pistoia,Pistoia,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,firmatario; comune capoluogo,,1,09_PISTOIA PROV .txt,attore|firmatario
027_0017,09_PISTOIA PROV .txt,Comune di Piteglio,Comune di Piteglio,COMUNE DI PITEGLIO,Comuni,Comuni,Enti territoriali / servizi comunali,Piteglio,,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,firmatario,,1,09_PISTOIA PROV .txt,attore|firmatario
023_0021,09_GROSSETO 2022 fpdf.txt,Comune di Pitigliano,Comune di Pitigliano,COMUNE DI PITIGLIANO,Comuni,Comuni,Enti territoriali / servizi comunali,Pitigliano,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,,,1,09_GROSSETO 2022 fpdf.txt,attore
019_0001,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Comune di Poggibonsi,Comune di Poggibonsi,COMUNE DI POGGIBONSI,Comuni,Comuni,Enti territoriali / servizi comunali,Poggibonsi,Siena,Toscana,json,valido_localizzato,soggetto_proponente|attore,1,0,1,,,,1,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,attore|soggetto_proponente
028_0010,09_PRATO PREF.txt,Comune di Poggio a Caiano,Comune di Poggio a Caiano,COMUNE DI POGGIO A CAIANO,Comuni,Comuni,Enti territoriali / servizi comunali,Poggio a Caiano,Prato,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,Firmatario del protocollo,,1,09_PRATO PREF.txt,attore|firmatario
026_0027,09_PISA PREF E PROV.txt,Comune di Pomarance,Comune di Pomarance,COMUNE DI POMARANCE,Comuni,Comuni,Enti territoriali / servizi comunali,Pomarance,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,09_PISA PREF E PROV.txt,attore|firmatario
026_0028,09_PISA PREF E PROV.txt,Comune di Ponsacco,Comune di Ponsacco,COMUNE DI PONSACCO,Comuni,Comuni,Enti territoriali / servizi comunali,Ponsacco,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,09_PISA PREF E PROV.txt,attore|firmatario
022_0022,09_FIRENZE Linee-di-indirizzo2024.txt,Pontassieve,Comune di Pontassieve,COMUNE DI PONTASSIEVE,Comuni,Comuni,Enti territoriali / servizi comunali,Pontassieve,Firenze,Toscana,json,valido_localizzato,,0,0,0,,Sede di uno degli sportelli territoriali Artemisia,,1,09_FIRENZE Linee-di-indirizzo2024.txt,
027_0018,09_PISTOIA PROV .txt,Comune di Ponte Buggianese,Comune di Ponte Buggianese,COMUNE DI PONTE BUGGIANESE,Comuni,Comuni,Enti territoriali / servizi comunali,Ponte Buggianese,Pistoia,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,firmatario,,1,09_PISTOIA PROV .txt,attore|firmatario
026_0029,09_PISA PREF E PROV.txt,Comune di Pontedera,Comune di Pontedera,COMUNE DI PONTEDERA,Comuni,Comuni,Enti territoriali / servizi comunali,Pontedera,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,09_PISA PREF E PROV.txt,attore|firmatario
028_0011,09_PRATO PREF.txt,Comune di Prato,Comune di Prato,COMUNE DI PRATO,Comuni,Comuni,Enti territoriali / servizi comunali,Prato,Prato,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,Firmatario del protocollo,,1,09_PRATO PREF.txt,attore|firmatario
027_0019,09_PISTOIA PROV .txt,Comune di Quarrata,Comune di Quarrata,COMUNE DI QUARRATA,Comuni,Comuni,Enti territoriali / servizi comunali,Quarrata,Pistoia,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,firmatario,,1,09_PISTOIA PROV .txt,attore|firmatario
019_0005,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Comune di Radicondoli,Comune di Radicondoli,COMUNE DI RADICONDOLI,Comuni,Comuni,Enti territoriali / servizi comunali,Radicondoli,Siena,Toscana,json,valido_localizzato,soggetto_proponente|attore,1,0,1,,,,1,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,attore|soggetto_proponente
013_0003,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,Comune di Ravenna,Comune di Ravenna,COMUNE DI RAVENNA,Comuni,Comuni,Enti territoriali / servizi comunali,Ravenna,Ravenna,Emilia-Romagna,json,valido_localizzato,firmatario|attore,1,1,0,"Comune capofila del Servizio Sociale Associato dei Comuni di Ravenna, Cervia e Russi","capofila del Servizio Sociale Associato dei Comuni di Ravenna, Cervia e Russi",,1,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,attore|firmatario
011_0001,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,Comune di Reggio Emilia,Comune di Reggio Emilia,COMUNE DI REGGIO EMILIA,Comuni,Comuni,Enti territoriali / servizi comunali,Reggio Emilia,,,json,valido_localizzato,firmatario|soggetto_proponente|attore,1,1,1,,Firmatario del protocollo; promotore Tavolo Interistituzionale,,1,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,attore|firmatario|soggetto_proponente
009_0014,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Comune di Riccione,Comune di Riccione,COMUNE DI RICCIONE,Comuni,Comuni,Enti territoriali / servizi comunali,Riccione,Rimini,Emilia-Romagna,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,attore|firmatario
009_0003,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Comune di Rimini,Comune di Rimini,COMUNE DI RIMINI,Comuni,Comuni,Enti territoriali / servizi comunali,Rimini,Rimini,Emilia-Romagna,json,valido_localizzato,firmatario|soggetto_proponente|attore,1,1,1,,,,1,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,attore|firmatario|soggetto_proponente
018_0005,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,Comune di Riolo Terme,Comune di Riolo Terme,COMUNE DI RIOLO TERME,Comuni,Comuni,Enti territoriali / servizi comunali,Riolo Terme,Ravenna,Emilia-Romagna,json,valido_localizzato,firmatario|attore,1,1,0,,Firmatario del protocollo,,1,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,attore|firmatario
026_0030,09_PISA PREF E PROV.txt,Comune di Riparbella,Comune di Riparbella,COMUNE DI RIPARBELLA,Comuni,Comuni,Enti territoriali / servizi comunali,Riparbella,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,09_PISA PREF E PROV.txt,attore|firmatario
007_0007,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,Comune di Riva del Po,Comune di Riva del Po,COMUNE DI RIVA DEL PO,Comuni,Comuni,Enti territoriali / servizi comunali,Riva del Po,Ferrara,Emilia-Romagna,json,valido_localizzato,attore,1,0,0,,Parte dell'Unione Terre e Fiumi,,1,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,attore
013_0005,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,Comune di Russi,Comune di Russi,COMUNE DI RUSSI,Comuni,Comuni,Enti territoriali / servizi comunali,Russi,Ravenna,Emilia-Romagna,json,valido_localizzato,attore,1,0,0,,"Coinvolto nel Servizio Sociale Associato dei Comuni di Ravenna, Cervia e Russi",,1,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,attore
005_0047,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Comune di Sala Bolognese,Comune di Sala Bolognese,COMUNE DI SALA BOLOGNESE,Comuni,Comuni,Enti territoriali / servizi comunali,Sala Bolognese,Bologna,Emilia-Romagna,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,attore|firmatario
009_0015,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Comune di Saludecio,Comune di Saludecio,COMUNE DI SALUDECIO,Comuni,Comuni,Enti territoriali / servizi comunali,Saludecio,Rimini,Emilia-Romagna,json,valido_localizzato,attore,1,0,0,,,,1,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,attore
027_0020,09_PISTOIA PROV .txt,Comune di Sambuca Pistoiese,Comune di Sambuca Pistoiese,COMUNE DI SAMBUCA PISTOIESE,Comuni,Comuni,Enti territoriali / servizi comunali,Sambuca Pistoiese,Pistoia,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,firmatario,,1,09_PISTOIA PROV .txt,attore|firmatario
005_0048,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Comune di San Benedetto Val di Sambro,Comune di San Benedetto Val di Sambro,COMUNE DI SAN BENEDETTO VAL DI SAMBRO,Comuni,Comuni,Enti territoriali / servizi comunali,San Benedetto Val di Sambro,Bologna,Emilia-Romagna,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,attore|firmatario
022_0020,09_FIRENZE Linee-di-indirizzo2024.txt,San Casciano Val di Pesa,Comune di San Casciano Val di Pesa,COMUNE DI SAN CASCIANO VAL DI PESA,Comuni,Comuni,Enti territoriali / servizi comunali,San Casciano Val di Pesa,,Toscana,json,valido_localizzato,,0,0,0,,Sede di uno degli sportelli territoriali Artemisia,,1,09_FIRENZE Linee-di-indirizzo2024.txt,
030_0004,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,Comune di San Casciano dei Bagni,Comune di San Casciano dei Bagni,COMUNE DI SAN CASCIANO DEI BAGNI,Comuni,Comuni,Enti territoriali / servizi comunali,San Casciano dei Bagni,Siena,Toscana,json,valido_localizzato,attore,1,0,0,,,,1,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,attore
012_0020,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,Comune di San Cesario sul Panaro,Comune di San Cesario sul Panaro,COMUNE DI SAN CESARIO SUL PANARO,Comuni,Comuni,Enti territoriali / servizi comunali,San Cesario sul Panaro,Modena,Emilia-Romagna,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,attore|firmatario
009_0016,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Comune di San Clemente,Comune di San Clemente,COMUNE DI SAN CLEMENTE,Comuni,Comuni,Enti territoriali / servizi comunali,San Clemente,Rimini,Emilia-Romagna,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,attore|firmatario
019_0003,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Comune di San Gimignano,Comune di San Gimignano,COMUNE DI SAN GIMIGNANO,Comuni,Comuni,Enti territoriali / servizi comunali,San Gimignano,Siena,Toscana,json,valido_localizzato,soggetto_proponente|attore,1,0,1,,,,1,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,attore|soggetto_proponente
005_0049,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Comune di San Giorgio di Piano,Comune di San Giorgio di Piano,COMUNE DI SAN GIORGIO DI PIANO,Comuni,Comuni,Enti territoriali / servizi comunali,San Giorgio di Piano,Bologna,Emilia-Romagna,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,attore|firmatario
009_0017,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,Comune di San Giovanni in Marignano,Comune di San Giovanni in Marignano,COMUNE DI SAN GIOVANNI IN MARIGNANO,Comuni,Comuni,Enti territoriali / servizi comunali,San Giovanni in Marignano,Rimini,Emilia-Romagna,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,attore|firmatario
005_0050,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,Comune di San Giovanni in Persiceto,Comune di San Giovanni in Persiceto,COMUNE DI SAN GIOVANNI IN PERSICETO,Comuni,Comuni,Enti territoriali / servizi comunali,San Giovanni in Persiceto,Bologna,Emilia-Romagna,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,attore|firmatario
026_0034,09_PISA PREF E PROV.txt,Comune di San Giuliano Terme,Comune di San Giuliano Terme,COMUNE DI SAN GIULIANO TERME,Comuni,Comuni,Enti territoriali / servizi comunali,San Giuliano Terme,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,,1,09_PISA PREF E PROV.txt,attore|firmatario
004_0004,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,Comune di San Lazzaro di Savena,Comune di San Lazzaro di Savena,COMUNE DI SAN LAZZARO DI SAVENA,Comuni,Comuni,Enti territoriali / servizi comunali,San Lazzaro di Savena,Bologna,Emilia-Romagna,json,valido_localizzato,attore,1,1,0,Savena Idice,capofila distretto socio-sanitario Savena Idice,,3,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,attore|firmatario
027_0021,09_PISTOIA PROV .txt,Comune di San Marcello Pistoiese,Comune di San Marcello Pistoiese,COMUNE DI SAN MARCELLO PISTOIESE,Comuni,Comuni,Enti territoriali / servizi comunali,San Marcello Pistoiese,,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,firmatario,,1,09_PISTOIA PROV .txt,attore|firmatario
